 	non	sapeva	dove	a	stare	</S>
e	0.99890363	0.0008917095	0.00013815863	4.314662e-05	2.1518295e-05	1.934533e-06
n	0.91577953	0.08317804	0.0010338803	5.9025324e-06	9.631411e-07	1.7217908e-06
ì	0.32922968	0.67016184	0.0004983355	0.00010981427	3.060392e-07	1.0892497e-08
s	0.15958665	0.8361144	0.004251362	4.6604142e-05	4.0607745e-07	5.961568e-07
s	0.07607821	0.49131915	0.42418516	0.008380342	2.7440463e-05	9.804917e-06
e	0.10819212	0.78713363	0.104540035	0.00012610391	8.114125e-06	2.7990529e-08
r	0.112983204	0.7741505	0.08477418	0.028053112	1.4961846e-05	2.422286e-05
e	0.055394426	0.3318879	0.5176035	0.089174435	0.004299561	0.0016401995
p	0.07298189	0.15696615	0.25067392	0.5124076	0.005219922	0.0017505127
u	0.0770722	0.06986905	0.70370394	0.07485018	0.04429986	0.030204764
n	0.030003393	0.04439516	0.094578415	0.4586672	0.2758169	0.09653892
a	0.050141674	0.111145414	0.17990541	0.49910218	0.054030426	0.105674796
s	0.02385609	0.037531182	0.08494334	0.23358393	0.43266994	0.1874155
t	0.052051093	0.03464563	0.113098286	0.19941473	0.25955698	0.34123328
a	0.012788301	0.004563355	0.015043662	0.0008587325	0.923553	0.043192934
s	0.01873844	0.022553882	0.035732273	0.22481276	0.29917353	0.39898914
ì	0.065106966	0.07612787	0.065901384	0.5084434	0.11775543	0.1666649
</S>	0.03345999	0.034147177	0.035533242	0.07557074	0.21963626	0.60165256
