 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.66760725	0.31303278	0.019208608	0.00013748916	1.1128601e-05	2.0736518e-06	2.2466246e-07	1.2608504e-07	9.905035e-08	1.0869541e-07
t	0.31571746	0.6842459	3.662881e-05	1.8417241e-09	7.226768e-10	5.085811e-10	5.022812e-10	4.9900495e-10	4.984523e-10	4.681008e-10
e	0.68924963	0.27669078	0.017221987	0.016685275	0.00015137663	9.4840703e-07	1.8224633e-09	3.9306627e-10	1.1826394e-10	2.9826162e-11
l	0.2606089	0.73906004	0.00032576543	5.118291e-06	2.2441667e-07	1.5846489e-08	1.1422612e-09	1.4971473e-09	1.3935125e-10	1.7593654e-10
ì	0.43912628	0.48944965	0.035605136	0.034749575	0.0010594033	9.9092285e-06	1.9891543e-08	1.1633436e-08	7.898222e-10	7.75057e-10
s	0.12245652	0.41527072	0.4609031	0.001368668	7.726723e-07	8.240352e-08	2.9421162e-08	2.8565452e-08	4.790732e-09	1.1236323e-08
i	0.2237293	0.6492767	0.11610856	0.01083214	4.9435406e-05	3.8742223e-06	3.9825157e-08	1.2171375e-09	3.6663714e-10	1.6650224e-10
n	0.14764744	0.351572	0.49563035	0.00514491	5.154263e-06	1.3714244e-07	6.708998e-09	1.8042151e-09	8.464383e-10	7.408157e-10
a	0.17432089	0.38880038	0.28006122	0.13803221	0.018183574	0.0006016324	1.4946008e-07	2.5962694e-09	3.2101852e-10	3.660108e-11
z	0.052628335	0.07540686	0.45602345	0.41503862	0.00089958333	3.130506e-06	5.2747975e-08	2.6734852e-09	2.3517707e-10	6.760557e-10
ì	0.2114109	0.2619746	0.17115298	0.23709399	0.081198424	0.03714292	2.5792311e-05	2.7880026e-07	9.9590245e-08	2.1605668e-08
s	0.03982364	0.05034618	0.30805877	0.570428	0.031210275	0.0001325607	4.6288284e-07	2.8436169e-08	1.9140726e-08	5.9045032e-08
i	0.041483838	0.07575244	0.43554088	0.4229731	0.023825254	0.00042325162	8.4561924e-07	3.7049804e-07	2.6047054e-08	3.4258572e-09
n	0.11933091	0.12695616	0.3179555	0.39406428	0.03704525	0.0046295533	1.8014101e-05	2.094888e-07	7.8860545e-09	5.684341e-08
a	0.06692466	0.07333902	0.19582476	0.5596928	0.0741725	0.029798955	0.00024378927	3.4690604e-06	9.6889e-09	2.1493252e-09
m	0.05450967	0.05507728	0.09394585	0.37596416	0.311837	0.10853039	0.00013549108	1.02801486e-07	1.3849299e-08	5.9160005e-08
i	0.14533749	0.12197405	0.1250897	0.4292524	0.08280044	0.092051744	0.0026502681	0.00081214757	2.4194773e-05	7.52561e-06
n	0.04892746	0.046484612	0.0684565	0.25408223	0.43861297	0.143163	0.0002456485	2.28303e-05	1.5283799e-06	3.2949374e-06
