 	è	facile	che	stanno	ancora	svegli	</S>
è	0.97620344	0.023478284	0.00022172701	4.593727e-05	1.2565176e-05	2.1722068e-05	1.6294449e-05
f	0.5059815	0.49399054	2.6007569e-05	1.0533236e-06	4.764052e-07	4.2146746e-07	7.2053403e-09
à	0.47668996	0.43574053	0.085671835	0.0016362505	0.0002490232	8.553624e-06	3.8101182e-06
c	0.27164683	0.72720206	0.0011501097	1.0107664e-06	2.9408875e-08	2.7099857e-08	1.8138959e-08
i	0.18403178	0.7666879	0.049157564	0.00011658251	5.852548e-06	1.8157625e-07	2.7875165e-08
l	0.15010102	0.4710801	0.3674131	0.011403017	2.2006204e-06	3.950853e-07	7.17851e-09
e	0.16625282	0.22172883	0.47100565	0.13887425	0.0018539362	0.000234329	5.0155548e-05
k	0.07283314	0.13979997	0.70450026	0.08285137	1.039343e-05	3.219203e-06	1.5657276e-06
a	0.23861976	0.108845256	0.49483213	0.14999878	0.0074819704	0.00012847691	9.355749e-05
s	0.037239507	0.05946799	0.38433456	0.51502323	0.0034632052	0.00044878345	2.274443e-05
t	0.031883504	0.047727097	0.38952103	0.51728344	0.008781385	0.00011529429	0.004688182
è	0.05764657	0.15734689	0.22281976	0.51743907	0.00016532233	0.00012798424	0.044454385
o	0.045719437	0.05591774	0.244427	0.6214284	0.028620098	0.003627102	0.0002602997
n	0.03272907	0.037579425	0.12922794	0.46498507	0.23876542	0.09559034	0.0011227727
e	0.19920573	0.18611954	0.26475576	0.2784524	0.062064704	0.003030092	0.0063718283
a	0.041665506	0.04245696	0.057702783	0.16249384	0.40798873	0.26402172	0.02367048
n	0.030996243	0.03203096	0.050264753	0.1719757	0.36026174	0.32650697	0.027963655
k	0.102884896	0.09697301	0.12848659	0.2903529	0.27022398	0.03280791	0.0782707
ò	0.20390147	0.1525769	0.08338928	0.023089984	0.004446041	0.022483429	0.51011294
r	0.017542325	0.018993666	0.045737237	0.19160019	0.27115986	0.13616748	0.31879926
a	0.0758652	0.06981164	0.120292485	0.2633229	0.43136743	0.017381603	0.021958731
a	0.0586243	0.061195686	0.06181321	0.08355046	0.17163517	0.4874012	0.07577998
t	0.02094945	0.021039432	0.022610765	0.032532852	0.14983661	0.35788676	0.39514416
s	0.047879703	0.03578011	0.047850855	0.054474227	0.12860106	0.05154369	0.63387036
ù	0.026529308	0.16581334	0.0110586025	0.0052694185	0.001598778	0.0041716285	0.785559
n	0.042928085	0.043076843	0.04540112	0.059554387	0.23231651	0.36293155	0.2137915
n	0.03107106	0.030485205	0.036152117	0.06826435	0.36199194	0.29113823	0.1808971
i	0.48575017	0.052462053	0.106957324	0.07023461	0.09151519	0.00921859	0.18386203
t	0.022288283	0.022393486	0.023165507	0.028271545	0.0873701	0.2794293	0.53708184
i	0.49785668	0.056906067	0.22790617	0.072196074	0.022763304	0.001777641	0.1205941
</S>	0.048927274	0.04956947	0.049047027	0.050629962	0.046292953	0.09267144	0.66286194
