 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.9969041	0.0030645954	9.887786e-06	1.5745896e-05	3.6434258e-06	1.8836548e-07	1.6356514e-06	1.9757465e-07	1.2785931e-08	2.9373137e-09	3.075092e-09
v	0.95944995	0.040523	2.1248568e-05	3.0692702e-06	9.5159834e-07	1.8812678e-07	1.0483947e-06	5.905156e-07	1.7686911e-08	1.1662206e-08	3.6217593e-09
ò	0.8805292	0.026974138	0.07793195	0.008515288	0.005913671	7.296196e-05	5.684619e-05	6.004031e-06	1.1201253e-08	5.7788753e-11	6.871766e-11
e	0.22667947	0.7713061	0.0019755359	3.7588157e-05	6.458518e-07	4.1042074e-07	2.3575315e-07	2.9599002e-08	2.3675067e-08	2.4610884e-09	3.54219e-09
n	0.052281614	0.8920459	0.05513207	0.00035118556	0.00015727693	6.457381e-06	2.5410118e-05	7.28303e-08	1.6761169e-09	2.292662e-10	2.3135366e-10
ì	0.049462598	0.8263667	0.11718977	0.0031038187	0.0033033928	0.00016975033	0.0004028736	1.1688095e-06	1.2957767e-08	3.5529904e-10	3.7872383e-12
m	0.19049741	0.6224981	0.18221293	0.0040391074	0.0006179819	2.4377094e-05	0.00010957892	4.785875e-07	1.6244257e-08	8.296518e-09	1.3033398e-08
e	0.08506157	0.14907533	0.5284268	0.19452079	0.04245466	0.00027639026	0.00010433296	7.968238e-05	4.6487938e-07	4.776041e-09	6.0527905e-10
g	0.070529334	0.11450695	0.33850402	0.446467	0.029195575	0.00059901114	0.00019627805	1.73808e-06	1.506267e-08	6.614945e-10	1.7164802e-09
r	0.20453633	0.041917767	0.26321596	0.45866847	0.022061594	0.0015825088	0.0031612043	0.00483327	2.2804494e-05	4.6165447e-08	1.0660794e-09
a	0.4087417	0.038255457	0.16880979	0.3598738	0.020754775	0.00063393335	0.0002987297	0.0026070927	2.4631772e-05	8.299672e-08	3.7791033e-09
m	0.037321802	0.059065435	0.1698166	0.31430164	0.2428353	0.03353764	0.14266165	0.00045717397	2.414072e-06	2.6404524e-07	8.328329e-08
m	0.04339283	0.05228969	0.23597918	0.5703817	0.0863926	0.005428233	0.0020761644	0.0038407561	0.00017785297	4.087257e-05	7.955787e-08
è	0.55241764	0.011235454	0.03852304	0.34351823	0.03065079	0.01080385	0.002939804	0.005663125	0.0042461734	1.037051e-06	9.486495e-07
n	0.032856986	0.037011832	0.059843294	0.14909768	0.28202823	0.02806473	0.39863428	0.012374732	7.885307e-05	9.322274e-06	1.0534909e-07
a	0.01969085	0.029228242	0.0853604	0.22635409	0.34797153	0.21067186	0.07012059	0.010452116	0.00014463121	5.616221e-06	1.2224142e-07
m	0.01790199	0.019458003	0.02738802	0.05944214	0.18833199	0.285652	0.37467435	0.02703707	0.00010410369	1.0043001e-05	2.9684944e-07
a	0.10120929	0.06497358	0.136577	0.31254247	0.20566869	0.01301659	0.006702913	0.13330066	0.020197282	0.0056350455	0.00017648218
i	0.023400156	0.024247514	0.029026894	0.04748389	0.13637863	0.18465796	0.45255542	0.10051496	0.0013847732	0.00030677667	4.300818e-05
a	0.024742143	0.025320457	0.027502172	0.0358423	0.08191498	0.27700916	0.40552768	0.11052745	0.008458262	0.0030098904	0.00014545616
n	0.029964156	0.030640077	0.033775672	0.045640066	0.1053315	0.2639655	0.26473632	0.21833211	0.0054323045	0.0013225294	0.00085980905
g	0.030605197	0.031578977	0.035800427	0.051771887	0.13373417	0.28517076	0.23469	0.18417178	0.0068954946	0.0045102197	0.0010710356
r	0.06582697	0.0116384905	0.05461062	0.15669854	0.08059998	0.009844218	0.0029118913	0.5618642	0.05233157	0.0001867455	0.0034868065
à	0.0044295224	0.00031168942	0.006326309	0.056218352	0.031822525	0.0034079175	0.0022738623	0.70416725	0.18989573	0.00016987618	0.0009769609
m	0.021444157	0.021922626	0.024288807	0.033312634	0.08033318	0.2747197	0.40165228	0.110892326	0.008679464	0.019626804	0.0031280767
m	0.027865192	0.027131166	0.030374339	0.037358336	0.071737766	0.18371478	0.17915398	0.21412563	0.09101177	0.12073486	0.0167922
a	0.026268901	0.0032346777	0.020910824	0.09296976	0.043464217	0.009992299	0.0047590807	0.34543508	0.45201	0.0006247489	0.00033048284
t	0.036475077	0.0364876	0.037010312	0.03863214	0.045747343	0.08640102	0.1689148	0.14191316	0.3032627	0.040627792	0.06452808
a	0.03189148	0.024382856	0.035782877	0.040063303	0.04982301	0.026460594	0.012881901	0.20668496	0.32675415	0.20342876	0.041846164
d	0.050933305	0.050799184	0.051269844	0.052074995	0.05555735	0.07317231	0.109756194	0.099656396	0.2313336	0.08728869	0.13815816
e	0.023565881	0.021491712	0.024122192	0.026267186	0.032054387	0.02457871	0.020128261	0.14583614	0.28615397	0.30273825	0.09306333
r	0.034592666	0.034456965	0.03478688	0.035218693	0.036935464	0.045659352	0.06243588	0.058375496	0.1457086	0.19104522	0.32078478
f	0.02624678	0.02171454	0.026892958	0.029156812	0.031081393	0.012719742	0.009893909	0.12208717	0.3136304	0.32061556	0.08596068
ù	0.0049437666	0.00072301563	0.009639629	0.030939087	0.014048667	0.00065810484	0.00060368056	0.19665505	0.7226148	0.016913043	0.002261143
