 	che	vende	buon	pane	</S>
k	0.9843262	0.01530273	0.0003323801	3.764988e-05	9.93076e-07
a	0.9749332	0.024895007	0.00016550202	6.2660683e-06	7.970401e-09
i	0.7781067	0.22189112	2.2258148e-06	6.379895e-09	3.887193e-09
p	0.19613127	0.7324987	0.0711827	9.9999976e-05	8.737222e-05
u	0.12909688	0.20145741	0.5924977	0.07565984	0.001288189
l	0.14360173	0.5497405	0.30601352	0.00031035035	0.00033384713
ì	0.1727214	0.5091109	0.27061418	0.045301456	0.0022520286
t	0.0958994	0.2494705	0.6160959	0.03780023	0.0007339671
s	0.084640324	0.36045498	0.52664256	0.016409501	0.011852625
o	0.20834947	0.23608367	0.55535424	0.00021118547	1.4446584e-06
m	0.13892895	0.17310104	0.44934013	0.21455838	0.024071533
ì	0.05436771	0.084325284	0.49085724	0.19488253	0.17556725
k	0.053826533	0.061700184	0.16646892	0.6046764	0.11332791
a	0.038448792	0.049567815	0.22017641	0.36968273	0.32212433
l	0.03276785	0.03392185	0.04770795	0.53274125	0.3528611
ò	0.04223391	0.043441314	0.08408475	0.6282299	0.20201008
</S>	0.022718115	0.02342557	0.032561366	0.3881453	0.53314966
