 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.99736744	0.0025862316	3.5140776e-05	8.0499685e-06	3.8358243e-07	2.7817853e-06	2.0253635e-08	1.5277985e-08
è	0.99611604	0.0038833043	6.3488824e-07	4.9363937e-08	5.4890625e-09	3.5304932e-08	7.772709e-11	1.3870914e-11
o	0.9879522	0.012017066	3.008653e-05	1.7824743e-07	3.0119887e-07	1.187982e-07	5.4087334e-08	1.9146377e-08
p	0.94176817	0.05527887	0.0029462548	3.759313e-06	1.6140079e-07	2.7959684e-06	8.307888e-09	1.7281989e-09
p	0.17583139	0.7775656	0.046035726	0.0005642381	4.0946497e-07	2.7239014e-06	5.830487e-09	1.5565337e-10
ò	0.109972216	0.88570726	0.0041039824	4.1920975e-06	1.6645404e-07	0.00021213139	2.9643447e-08	1.8543264e-10
r	0.745576	0.15610771	0.096039675	0.0021072507	4.522785e-05	0.00012338745	3.0062142e-07	3.7041937e-07
k	0.11939215	0.48267713	0.38982543	0.006914436	0.0006243051	0.0005635747	2.8476684e-06	5.825104e-08
e	0.21076661	0.7746692	0.014515859	3.7596744e-06	8.512705e-06	3.5850186e-05	2.4319246e-07	6.833171e-09
t	0.14261007	0.2705	0.5739309	0.0122957835	0.00037475157	0.00028822778	1.5114222e-07	9.435401e-08
e	0.06082191	0.16013244	0.6800367	0.055530444	0.041695792	0.0013432227	0.00043920474	3.0883808e-07
e	0.10970802	0.13367052	0.5616613	0.15621565	0.01195671	0.026760278	2.3742847e-05	3.7601012e-06
t	0.07014109	0.061226986	0.2032268	0.5902083	0.055537246	0.019034527	0.00041090415	0.00021414469
r	0.017859388	0.05520132	0.13500898	0.14037254	0.6483367	0.0015989355	0.0015687465	5.3316882e-05
ò	0.025847089	0.1863489	0.20834355	0.033416327	0.53660506	0.008127948	0.0008232256	0.00048793296
o	0.047625206	0.05069468	0.11800938	0.34046218	0.37008	0.058738254	0.013864358	0.0005259282
p	0.03805241	0.032609195	0.07666616	0.2581359	0.1646078	0.24857514	0.17820793	0.0031454558
ò	0.054318268	0.06716187	0.08356646	0.13335453	0.52996457	0.053881913	0.056984846	0.020767588
s	0.017986985	0.01842877	0.02734435	0.075711876	0.20084494	0.2762394	0.22718602	0.15625764
s	0.021292357	0.022676801	0.034364235	0.092253834	0.25825658	0.24334595	0.14862415	0.17918606
a	0.067244545	0.19362633	0.058533095	0.043176267	0.37312433	0.20410708	0.057823896	0.0023645237
t	0.020558413	0.020648737	0.02215408	0.029316489	0.056170814	0.19782177	0.373987	0.2793427
è	0.01828836	0.025514571	0.029092532	0.041081417	0.11070671	0.24966726	0.37215018	0.153499
l	0.021047557	0.021104092	0.022114536	0.026949994	0.04454402	0.14149061	0.4059654	0.3167838
o	0.016195133	0.016686162	0.01821846	0.025556115	0.053583078	0.17583053	0.35541403	0.33851647
</S>	0.02778069	0.0278226	0.028011436	0.028871965	0.032196227	0.051754065	0.28563863	0.5179244
