 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.80917174	0.18456098	0.0058836304	0.00037584107	7.5435064e-06	3.029504e-07	4.1391015e-08
o	0.9856376	0.014304124	4.5299323e-05	1.2699245e-05	1.9815472e-07	1.1123897e-08	7.8452835e-11
n	0.8439259	0.072492674	0.07341627	0.0101647	5.31542e-07	4.6089306e-09	1.0446618e-09
à	0.07168308	0.37627167	0.41881898	0.13076344	0.0024560133	6.771079e-06	5.25127e-08
b	0.053762868	0.2125597	0.4201686	0.31277734	0.00073085516	2.9893283e-07	3.418416e-07
b	0.049266364	0.1858757	0.2515346	0.51254	0.0007754866	6.777438e-06	1.0966045e-06
e	0.9775778	0.020997351	0.0012781897	0.00014650876	1.2397194e-07	1.372254e-08	4.992247e-08
t	0.08674084	0.35207686	0.3707828	0.1898188	0.00057938515	8.675018e-07	4.823942e-07
o	0.36788207	0.5619804	0.015910637	0.05369186	0.00041432615	0.00010725864	1.3429963e-05
a	0.078613564	0.1512673	0.28816614	0.47364783	0.0082750805	3.3727001e-06	2.6596028e-05
t	0.03711217	0.050425887	0.1009166	0.30569395	0.50503266	0.0001486786	0.00067004474
s	0.34735397	0.3568381	0.014277761	0.116286166	0.04307871	0.07518799	0.046977263
è	0.4921531	0.2700569	0.017109279	0.02696822	0.015488512	0.16749291	0.010731082
k	0.06783651	0.08700219	0.1497119	0.41822582	0.25053826	0.00095892424	0.025726356
o	0.061979737	0.08567432	0.065690584	0.39441398	0.23997256	0.12283428	0.029434605
r	0.02962526	0.031287264	0.035972267	0.061927952	0.46176675	0.05906872	0.32035175
à	0.040691417	0.04592698	0.010874511	0.087359145	0.15838166	0.594488	0.06227834
s	0.021740738	0.023165084	0.027732886	0.04989133	0.3833159	0.032143038	0.4620111
i	0.026067065	0.029512987	0.024187015	0.08946276	0.47189534	0.2182935	0.14058132
t	0.023344198	0.023649912	0.024268083	0.02877038	0.17397605	0.1670127	0.5589787
è	0.041374795	0.038565617	0.0020994528	0.012999446	0.16245428	0.6793369	0.06316957
l	0.018404685	0.018590631	0.019012138	0.021691117	0.11092167	0.34979177	0.46158797
i	0.026604436	0.02692609	0.015701847	0.030818341	0.21479765	0.61147314	0.073678456
à	0.031405423	0.031428672	0.030548524	0.03158381	0.043947775	0.20827512	0.62281066
s	0.021672072	0.021757957	0.021814939	0.023162141	0.06352615	0.33279535	0.5152713
p	0.052413072	0.052075937	0.023100832	0.04502048	0.0844103	0.58630556	0.15667385
r	0.011913115	0.0074469396	0.00026697307	0.00011981305	0.0023085708	0.9742666	0.0036779973
o	0.06596407	0.029578937	0.00019606062	0.00023193064	0.01571669	0.88168246	0.006629942
</S>	0.030565565	0.03060552	0.030268528	0.0300537	0.0434152	0.22086206	0.61422944
