 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	0.97702956	0.0024097592	0.020524604	1.6841395e-05	1.4195277e-06	1.7562788e-05	1.1231601e-07	4.0539632e-08	3.6860538e-08
n	0.74186915	0.029416574	0.22869532	5.2854734e-06	2.9318887e-06	1.0533275e-05	2.1204691e-07	6.736205e-08	1.6080046e-08
e	0.3241828	0.31016073	0.3626362	0.0030100977	3.7258449e-06	6.425336e-06	2.303738e-08	7.6710455e-10	5.230445e-12
s	0.12524928	0.3417865	0.5323705	0.0005929415	2.3702688e-07	5.705343e-07	6.0626295e-09	4.976396e-10	2.2432682e-10
p	0.08002289	0.34604028	0.5400657	0.031487778	0.002243908	0.00012864823	1.0700496e-05	7.458269e-08	3.567718e-08
ì	0.45912048	0.40785828	0.13046053	0.0023566685	0.00019652468	6.8143763e-06	6.226109e-07	8.757141e-09	2.1329183e-09
c	0.10547362	0.38264352	0.4730492	0.0387811	4.023624e-05	1.1950567e-05	3.274766e-07	3.316145e-08	3.3613645e-08
c	0.0908768	0.3935888	0.49985084	0.009909407	0.0048119747	0.0008949784	6.70982e-05	8.520131e-08	4.0846515e-10
e	0.01901304	0.4969027	0.48311168	0.0008588341	8.272235e-05	3.0938452e-05	3.2178797e-08	7.814151e-10	7.439477e-11
t	0.065846965	0.11867512	0.1632974	0.6431572	0.008664065	0.00035764926	1.6105223e-06	4.2503596e-09	3.5661194e-09
s	0.11453525	0.3158504	0.4358864	0.08706604	0.045521587	0.00076527003	0.00037129398	3.7591792e-06	9.737117e-09
a	0.07136763	0.41586933	0.48250848	0.0141466325	0.015831066	0.00010619454	0.00017015466	2.3756907e-07	3.376109e-07
o	0.04778568	0.054344274	0.059455536	0.51279217	0.3221649	0.0033981896	5.761184e-05	1.5249545e-06	1.3290916e-07
s	0.063776776	0.06856745	0.072473615	0.56392056	0.14101517	0.088608	0.0016283069	3.8774747e-06	6.213679e-06
ò	0.04581056	0.08447957	0.08687006	0.24713656	0.5319748	0.003279224	0.00035816737	8.6396365e-05	4.6936907e-06
z	0.046039607	0.04771384	0.04897953	0.2202962	0.58731383	0.041445646	0.00799032	0.0002021414	1.888604e-05
o	0.027616631	0.031982128	0.035343233	0.35822484	0.4833427	0.04531352	0.015032346	0.002603814	0.00054068945
s	0.039910685	0.040354036	0.040646963	0.07955935	0.25643852	0.46158522	0.07830892	0.0026499582	0.0005463126
p	0.038601857	0.043870434	0.04472062	0.17771618	0.5636978	0.126679	0.001345858	0.0023933828	0.0009749182
i	0.018568853	0.13687111	0.027577396	0.023310896	0.7903344	0.00023656918	0.0007915495	0.0011636877	0.0011454368
c	0.02841877	0.028698672	0.02874153	0.04112883	0.10863204	0.36177126	0.28948385	0.0765565	0.03656857
c	0.03665833	0.036871955	0.03572324	0.06921936	0.19412962	0.47968277	0.108255185	0.02710797	0.012351726
è	0.06983554	0.045098085	0.021356922	0.050317317	0.70681155	0.05291086	0.020014172	0.019985182	0.013670364
t	0.028157935	0.028343901	0.028485028	0.046827197	0.14685042	0.39948797	0.29098207	0.015353629	0.015511849
s	0.03592436	0.0373597	0.03729892	0.054263245	0.1500077	0.41313803	0.11021787	0.1155731	0.046217125
i	0.01687244	0.13838623	0.027252777	0.021110855	0.75913316	0.0011856349	0.0048485394	0.02101344	0.010197012
t	0.01633557	0.016664345	0.016534463	0.017292308	0.020993251	0.04253079	0.21109171	0.35842168	0.30013585
s	0.029654121	0.057208598	0.054088276	0.051391196	0.08191791	0.17272961	0.076360196	0.42757124	0.049078993
e	0.021781852	0.31951934	0.082992956	0.023916114	0.13992739	0.0024540757	0.065486945	0.29910952	0.044811763
g	0.017026741	0.017218618	0.017147146	0.017526371	0.019346595	0.029924525	0.13956513	0.36635372	0.37589118
r	0.029600637	0.034100648	0.033798896	0.03445632	0.046297822	0.099609606	0.0713767	0.57414865	0.07661074
à	0.00059134845	0.040050376	0.003992803	0.0038355738	0.119994745	0.0006637673	0.0037497417	0.8243585	0.0027632187
t	0.017211884	0.017218977	0.017223157	0.017806763	0.020595027	0.04126416	0.19552456	0.33499026	0.3381652
s	0.017717874	0.0180633	0.018031357	0.01882642	0.022965534	0.053358518	0.20353287	0.396557	0.25094712
i	0.0044415826	0.21968402	0.021460524	0.010286367	0.17174844	0.00022580507	0.0130249895	0.5378505	0.02127778
</S>	0.020642124	0.021950575	0.021360384	0.02160746	0.022909317	0.01852238	0.06729367	0.35945573	0.4462584
