 	non	aveva	dove	a	stare	</S>
e	0.99896634	0.00046361596	0.00039901052	0.00011571171	5.058041e-05	4.6456794e-06
n	0.9755642	0.020545755	0.0038804794	5.863273e-06	1.9335353e-06	1.8762786e-06
ì	0.615278	0.38345572	0.0012263956	3.971639e-05	1.8655945e-07	1.0588935e-08
c	0.27295503	0.6986389	0.02628206	0.0019938312	1.3044458e-05	0.0001170271
h	0.06281134	0.33858272	0.49782404	0.10060468	0.00013150043	4.569671e-05
e	0.08660419	0.34333572	0.51525384	0.05362169	0.0011225289	6.198863e-05
p	0.050485358	0.29409266	0.25023732	0.38507158	0.0120084975	0.008104542
u	0.04300147	0.15429834	0.6715528	0.10436557	0.01399133	0.012790535
s	0.038238022	0.055434734	0.084161475	0.56126016	0.21786433	0.04304126
t	0.037919704	0.03482252	0.20929873	0.48328272	0.12408488	0.11059146
a	0.0028014528	0.006396629	0.027760733	0.0040604267	0.9304751	0.028505614
t	0.019959621	0.027505193	0.041013453	0.3065332	0.24924543	0.35574317
ì	0.07364721	0.086311184	0.05916004	0.5060441	0.13208766	0.14274979
</S>	0.026622837	0.027332267	0.028717753	0.07000487	0.28517273	0.5621495
