 	possono	essere	ancora	svegli	</S>
i	0.99974185	0.00022158104	1.7722703e-05	1.7938404e-05	8.900328e-07
s	0.9697795	0.030046634	7.904578e-05	9.0900736e-05	3.912309e-06
ò	0.96917	0.029675972	0.0011224194	2.9416897e-05	2.2245363e-06
z	0.9006279	0.09937166	2.5896554e-07	1.14392286e-07	1.3792409e-07
o	0.6524526	0.34748763	5.724906e-05	2.3543919e-06	1.9399705e-07
n	0.3827843	0.61720794	6.1432424e-06	1.0071814e-06	5.790958e-07
e	0.09735159	0.8979962	0.0044886125	0.0001540744	9.59015e-06
ì	0.043071263	0.8934334	0.05935951	0.0024294248	0.0017063976
n	0.07306913	0.6289232	0.2708368	0.010696277	0.01647468
e	0.15788065	0.7973298	0.04418997	0.0004481183	0.00015145456
a	0.07117592	0.17097807	0.6669808	0.07602391	0.014841311
n	0.041759837	0.104677096	0.6544709	0.16224535	0.036846742
k	0.105812825	0.14450325	0.65819263	0.03168842	0.05980289
ò	0.5936509	0.14475366	0.018347539	0.0056297383	0.23761813
r	0.024715977	0.098650254	0.35758746	0.0623963	0.45665002
a	0.10088205	0.31163412	0.54538316	0.019823974	0.022276623
a	0.059909694	0.06820481	0.19245416	0.5909023	0.088529035
t	0.021592217	0.026121724	0.14061797	0.43567514	0.3759929
s	0.043795343	0.0435654	0.12766445	0.11660272	0.66837204
ù	0.38207197	0.003544701	0.00021767063	0.0030119168	0.6111537
n	0.04421931	0.049075324	0.1816632	0.38586596	0.33917618
n	0.027339578	0.04050782	0.32613665	0.34046307	0.26555294
i	0.28121147	0.3654271	0.15831104	0.014149678	0.18090063
t	0.022581402	0.024095064	0.0641012	0.3402368	0.54898554
i	0.27995372	0.3538952	0.13380387	0.010062491	0.22228464
</S>	0.045908347	0.04622572	0.04819162	0.15199398	0.70768034
