 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.9592499	0.0012975784	0.035557654	0.0038370343	5.650891e-05	8.201432e-07	5.368929e-07
n	0.94447386	0.035997998	0.019501539	2.6274429e-05	4.9047037e-07	1.22565265e-08	1.4808153e-08
a	0.28496465	0.68326616	0.031064117	0.0006711754	3.3798005e-05	1.541116e-07	1.9631385e-09
v	0.030312637	0.6075242	0.361366	0.00079350953	3.5329886e-06	4.7089577e-09	4.204327e-10
o	0.101827644	0.0041812556	0.31539765	0.54352164	0.035015114	5.604802e-05	6.789518e-07
r	0.066862434	0.3175178	0.6061818	0.0094241975	1.3320211e-05	4.74635e-07	2.7474625e-08
à	0.08550634	0.37909696	0.36070392	0.10588101	0.068539165	0.000271794	7.9052177e-07
s	0.038400378	0.26032552	0.38231462	0.31754926	0.001406715	2.6117764e-06	8.823984e-07
o	0.057553187	0.3198525	0.5390409	0.07408018	0.00937542	8.420666e-05	1.36173285e-05
o	0.05114923	0.09007389	0.13503073	0.71538734	0.008334098	1.4355158e-05	1.0404313e-05
s	0.0777612	0.09844947	0.118147805	0.6416069	0.06214362	0.00016107214	0.0017298558
s	0.10171871	0.028866822	0.22833195	0.49309686	0.12127933	0.025691295	0.0010150385
o	0.056624047	0.0003959148	0.4046564	0.4991688	0.037305336	0.00047926875	0.0013701279
m	0.040642317	0.044928223	0.0494813	0.23567842	0.60332465	0.023704683	0.0022404208
ì	0.022974415	0.02099679	0.049736008	0.3614862	0.08697273	0.119194396	0.3386395
k	0.05166682	0.05379742	0.05644256	0.156731	0.65251297	0.022495808	0.00635348
a	0.035700865	0.013875589	0.042139135	0.1757446	0.20391025	0.19955112	0.3290785
m	0.076559044	0.065464936	0.078046404	0.102302894	0.2895001	0.10757844	0.28054816
è	0.040934037	0.0038431806	0.040953275	0.06893847	0.14785336	0.5555308	0.14194684
r	0.022548435	0.022685371	0.022976432	0.03092742	0.09308834	0.36580175	0.44197223
i	0.018050428	0.010593551	0.018693732	0.036486633	0.1545377	0.40839767	0.3532403
</S>	0.031240188	0.027098373	0.0314635	0.034301843	0.054552846	0.27033275	0.5510105
