 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.15489961	0.70214003	0.14287744	7.414527e-05	6.8806203e-06	1.5639862e-06	1.9284721e-07	3.5424208e-08	7.100131e-08	2.8085672e-08
i	0.78882647	0.13776758	0.073309064	9.673682e-05	1.0716293e-07	6.8014177e-09	2.1522933e-10	3.3251865e-10	3.6547138e-10	1.00159065e-11
i	0.27121675	0.5130011	0.21578161	5.282874e-07	1.3550433e-09	2.8039113e-10	1.4474098e-10	1.15034766e-10	1.2827281e-10	1.1452118e-10
p	0.12981994	0.32648438	0.5386901	0.004949798	5.4957673e-05	7.222238e-07	9.821713e-08	1.571641e-09	1.1072782e-08	4.6231682e-10
à	0.21995716	0.21472977	0.35807595	0.1255801	0.079880476	0.0015688081	0.00020595285	1.5924936e-06	1.9234061e-07	5.337116e-09
s	0.0755437	0.28185916	0.45502135	0.1875677	7.942719e-06	5.1306163e-08	2.9503504e-08	1.4109007e-08	5.2054236e-09	2.0119987e-08
t	0.09929356	0.34152943	0.50097495	0.05808106	0.000117302734	3.6725248e-06	2.4349768e-08	5.003894e-09	1.7341079e-10	2.9661443e-10
a	0.16882254	0.027590802	0.80294335	0.0006135672	2.8106186e-05	9.655316e-07	6.168433e-07	9.760101e-08	1.1775096e-09	5.7181683e-11
ì	0.07080224	0.1159756	0.2027249	0.6082912	0.002204521	1.4640457e-06	8.615603e-08	1.0298407e-09	9.479739e-10	1.0375382e-08
c	0.04388979	0.07492632	0.13300826	0.73377275	0.0143924495	1.0051262e-05	2.4292328e-07	6.0784324e-09	3.168891e-09	4.8311456e-08
h	0.10694838	0.07926679	0.15822354	0.653148	0.002391937	1.137236e-05	9.731778e-06	2.1613222e-07	2.2059112e-08	1.2502237e-09
e	0.63341033	0.01137359	0.11660605	0.19334114	0.04412745	0.0010580155	7.8148034e-05	4.854578e-06	4.8368435e-07	2.357715e-10
t	0.040136766	0.043857068	0.050578937	0.33588728	0.50185853	0.02759618	8.495018e-05	2.302846e-07	2.274176e-08	5.4050144e-08
e	0.063469015	0.029658271	0.06901333	0.34742233	0.47305837	0.014850214	0.0024086672	0.000114236864	5.2696296e-06	2.759051e-07
l	0.07583404	0.0770433	0.08084055	0.22500248	0.47906804	0.06167456	0.0005295558	6.5766367e-06	1.9744543e-07	7.058322e-07
ì	0.055899322	0.050555643	0.063394725	0.2043112	0.496039	0.08329685	0.04565977	0.0008013642	2.441935e-05	1.7702034e-05
s	0.047186982	0.048071496	0.049638554	0.1192027	0.3231802	0.401965	0.010694592	5.4955664e-05	3.7941977e-06	1.7653613e-06
o	0.023518711	0.02568189	0.031162934	0.23468016	0.4099422	0.23785879	0.03697399	0.00010441509	4.289226e-05	3.407081e-05
n	0.057345446	0.057739075	0.058427345	0.084128	0.17362298	0.50452507	0.06352039	0.00061050616	1.2338427e-05	6.8855836e-05
t	0.033608634	0.032809354	0.034690943	0.069377966	0.19156426	0.25108477	0.3855677	0.0006630437	3.9713326e-05	0.00059366506
a	0.08726247	0.0027552706	0.022156859	0.014526012	0.20946214	0.25879648	0.39422873	0.0018110799	0.008886608	0.000114364804
à	0.04352545	0.04350301	0.043836776	0.051822472	0.0794065	0.32161444	0.40315	0.011903628	0.0005550462	0.00068269955
l	0.03066644	0.030906392	0.031315982	0.048342437	0.1095844	0.38892326	0.31727397	0.04181296	0.00013343417	0.0010406482
a	0.040620256	0.03765236	0.040416233	0.047432464	0.074295886	0.2932681	0.42886382	0.017431865	0.0025692398	0.017449774
t	0.07084646	0.0696831	0.070820734	0.07237652	0.077825405	0.12567827	0.19881362	0.23888734	0.065426655	0.009641973
o	0.041419107	0.021120073	0.036767263	0.036290426	0.0541392	0.14490104	0.3232409	0.14230432	0.084668085	0.115149625
ì	0.057644427	0.05651491	0.057577882	0.05832152	0.06119303	0.084788844	0.12396257	0.27771175	0.20072292	0.021562215
c	0.03332506	0.033346422	0.033387154	0.034899227	0.03972271	0.08692644	0.16722766	0.4889586	0.052534584	0.0296721
h	0.058904745	0.05852228	0.0589283	0.05995711	0.0626657	0.08833506	0.13674901	0.4118285	0.042256087	0.021853233
a	0.033624355	0.003622664	0.022717105	0.013899451	0.06551783	0.039153297	0.12069638	0.26445833	0.4295485	0.0067621525
v	0.020958304	0.021593954	0.021682937	0.021813717	0.022285774	0.026304338	0.033884924	0.17012845	0.26972204	0.39162552
à	0.018527208	0.013999759	0.017771013	0.01725127	0.019551856	0.026057513	0.041756414	0.20676792	0.30970892	0.32860813
l	0.01859605	0.018592898	0.018602261	0.01875028	0.019218815	0.023412209	0.031497452	0.17416109	0.2496814	0.4274876
o	0.021484282	0.01559399	0.02036728	0.02004634	0.022060314	0.026437977	0.037440527	0.19235885	0.22392671	0.42028373
n	0.03037916	0.030742984	0.03085154	0.03089403	0.031092517	0.03258617	0.035278052	0.08882812	0.16369407	0.52565336
t	0.027776377	0.027402343	0.02797899	0.028102042	0.028470026	0.031196773	0.03617398	0.13903727	0.229554	0.42430824
a	0.09403476	0.0043073874	0.030256167	0.022950694	0.08735243	0.044363674	0.08636966	0.1335686	0.4804166	0.01638006
</S>	0.03308188	0.03394659	0.034115873	0.034135196	0.034304373	0.03541368	0.037407376	0.07679175	0.133208	0.5475953
