 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.8189062	0.17460771	0.005895857	0.00058469997	5.081749e-06	3.388564e-07	5.030118e-08	8.534689e-09
à	0.041813966	0.009130924	0.86648816	0.0825668	1.01977975e-07	6.0790404e-09	4.0958343e-09	2.9264016e-09
b	0.09392622	0.3483882	0.45084646	0.10680099	3.7569713e-05	6.169519e-07	6.7862183e-09	2.532481e-08
b	0.070859544	0.13249318	0.16110295	0.6353435	0.0001961972	4.2229717e-06	7.772369e-08	3.1679116e-07
e	0.962947	0.036737334	0.00030293435	1.2552974e-05	1.056379e-07	6.75777e-08	6.283428e-09	1.1783713e-09
t	0.1902516	0.5881437	0.19367063	0.027895538	3.828164e-05	2.2006347e-07	6.70428e-09	2.9655678e-09
o	0.26335084	0.6749057	0.018894963	0.042739548	0.00010238367	5.386662e-06	1.2160077e-06	1.8910006e-08
u	0.14083359	0.31798854	0.34168226	0.1976555	0.0018303544	9.619087e-06	9.4718075e-08	3.467355e-08
k	0.06252747	0.07792125	0.13069521	0.42972153	0.2973072	0.0018202557	3.1525217e-06	3.9825545e-06
o	0.4836135	0.43309048	0.0025087981	0.01549517	0.046607412	0.016579151	0.00053916004	0.0015662756
r	0.05567313	0.08929017	0.16109309	0.54323566	0.14408706	0.0065898667	1.6195653e-06	2.9409373e-05
a	0.07019412	0.12500344	0.14014299	0.5753711	0.06771745	0.004998937	0.0020244236	0.0145475725
s	0.038248926	0.052105583	0.08247898	0.3059182	0.47555298	0.04558968	1.1948907e-05	9.368931e-05
ì	0.05746871	0.088636704	0.08362555	0.46605948	0.23760587	0.0059351893	0.003759064	0.056909528
u	0.03519964	0.041668586	0.05863951	0.16747719	0.40718177	0.2875221	0.00064899813	0.001662181
è	0.025799198	0.029259	0.038401067	0.10009202	0.5697268	0.23212616	0.0008161551	0.0037795394
n	0.023567311	0.025278827	0.029640429	0.059029117	0.51179683	0.33786333	0.000750548	0.012073649
a	0.07786768	0.07767496	0.07931377	0.088661194	0.596504	0.07187016	0.0044606156	0.0036476476
n	0.05260856	0.05278755	0.04179607	0.054528065	0.3016085	0.46304345	0.020758921	0.012868854
e	0.052712027	0.053477123	0.04751363	0.06564143	0.5944803	0.072487906	0.054544017	0.059143584
à	0.03507655	0.03530573	0.0333688	0.038881812	0.27445322	0.5035051	0.05050111	0.028907657
s	0.020396303	0.020753315	0.021566274	0.027087426	0.2967576	0.41497064	0.018725898	0.17974256
p	0.033683535	0.03366262	0.017569674	0.03131966	0.12847129	0.04790691	0.62428725	0.08309906
r	0.0046696663	0.0030182253	0.000115724506	6.3814136e-05	0.0030648494	0.0019347643	0.9835079	0.0036250704
o	0.06620975	0.027445529	8.21524e-05	5.0407227e-05	0.015157044	0.0054643624	0.87544906	0.010141715
</S>	0.019450689	0.019491065	0.019390916	0.019823516	0.056958906	0.14273244	0.2454385	0.476714
