 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.5463305	0.44665918	0.006933298	7.641571e-05	3.9029393e-07	7.7965495e-08	8.38853e-08	1.6100845e-08	1.1611324e-08	1.1292355e-08	1.1122989e-08	1.1558669e-08
a	0.92122674	0.07346578	0.0051953923	0.00011201137	1.416198e-08	3.1525602e-09	8.91139e-10	7.1580686e-11	3.4784516e-11	1.4896936e-11	9.567029e-12	1.4033991e-11
p	0.18891548	0.8109087	0.00017560837	2.1964331e-07	2.3510323e-09	1.6632978e-09	2.416213e-10	1.5783232e-10	1.4543025e-10	1.4602422e-10	1.4531629e-10	1.4394992e-10
e	0.58075	0.12775928	0.028929457	0.2619667	0.0005486772	3.7538215e-05	8.086381e-06	2.715904e-07	1.0279174e-09	3.5271433e-10	1.2945403e-10	3.8912265e-10
d	0.21359208	0.7642529	0.012455981	0.009695563	3.27243e-06	1.8317452e-07	2.25096e-08	2.950258e-09	4.1125042e-10	2.9751432e-10	3.0569172e-10	2.9252212e-10
ì	0.26132557	0.47228628	0.071568355	0.1922213	0.0018637076	0.000700264	3.435536e-05	1.8587649e-07	2.6206635e-09	3.792905e-10	1.2250205e-10	3.2905345e-10
a	0.07397632	0.22486918	0.67773426	0.023268094	0.00015031357	1.3039271e-06	5.0630655e-07	6.836612e-08	8.3865354e-10	5.190797e-10	4.513681e-10	4.0028528e-10
e	0.064215705	0.14967416	0.6758345	0.110172	0.000100862126	2.5939887e-06	1.8557975e-07	1.4689583e-09	2.9122902e-11	3.32244e-11	2.8373272e-11	2.3723358e-11
s	0.16686895	0.17593545	0.080529094	0.5737293	0.0022158567	0.00068820064	3.2331445e-05	8.1878903e-07	1.40190615e-08	3.658388e-09	1.3811715e-09	7.0629946e-09
ò	0.10324044	0.09315703	0.004385125	0.527158	0.21401829	0.057170983	0.0008696299	5.203133e-07	1.5641726e-08	1.6242276e-09	5.688204e-10	2.3383837e-09
z	0.08535338	0.093723044	0.4240418	0.39539823	0.0013666147	0.000112646725	3.494097e-06	5.898971e-07	6.737848e-08	4.0896705e-08	3.590419e-08	5.4044133e-08
u	0.06796454	0.08161181	0.45333305	0.38311252	0.013337	0.00047546555	0.00016545157	1.4669405e-07	3.6459966e-09	2.3219966e-09	1.4090983e-09	6.0138468e-09
n	0.20144589	0.20618372	0.37507662	0.21122207	0.004918539	0.00095553393	0.00019532091	2.223159e-06	2.7080768e-08	5.6807257e-09	3.2809488e-09	1.1995148e-08
e	0.080748536	0.08323744	0.17372967	0.18109599	0.42950702	0.050220598	0.0014592615	1.4787208e-06	2.0854944e-09	5.8873234e-10	2.0439318e-10	1.1053185e-09
f	0.10121678	0.10250526	0.15663467	0.18930426	0.35847032	0.09030914	0.0014968376	6.06238e-05	1.6861364e-06	5.384374e-08	1.9231615e-08	3.7178657e-07
à	0.07782128	0.068631254	0.0035965766	0.1763091	0.13364613	0.41612598	0.12378837	8.014973e-05	9.0602936e-07	5.7178067e-08	1.3937999e-08	1.0257952e-07
i	0.05136159	0.052569732	0.107365735	0.15072122	0.24322356	0.38510332	0.009579342	6.6616834e-05	5.919757e-06	6.752195e-07	7.2606156e-08	2.2711702e-06
t	0.05070712	0.051392753	0.08115844	0.10056548	0.26711595	0.44063032	0.008213705	0.00017304413	3.5937344e-05	3.3620133e-06	6.079207e-07	3.2403905e-06
o	0.030034225	0.028323587	0.012846284	0.048937872	0.13679408	0.36190665	0.3634878	0.017453918	0.00018860248	1.3641689e-05	5.0301907e-07	1.2882711e-05
g	0.13350254	0.13265538	0.12003283	0.1480849	0.16443108	0.20557608	0.09454997	0.0007403381	0.00018768893	3.0386776e-05	1.6078897e-06	0.00020720313
e	0.029479189	0.029759398	0.025949677	0.043799847	0.087995045	0.27910504	0.42204052	0.07770763	0.0033161042	0.00052980054	4.513965e-06	0.00031323882
l	0.0841964	0.083773635	0.0764757	0.09245529	0.11943792	0.22771308	0.30919296	0.0048066727	0.0008557102	0.00024971552	3.9128254e-06	0.0008390352
à	0.030008247	0.031363454	0.011754071	0.03912028	0.0435465	0.179276	0.36135867	0.28517252	0.014636998	0.0017265321	9.0564856e-05	0.0019460978
o	0.06904562	0.069181226	0.07469314	0.078872904	0.11312305	0.2637492	0.27164027	0.025847115	0.019728754	0.011706981	0.0008112692	0.0016004819
p	0.069800995	0.06994589	0.07329014	0.07563508	0.096983485	0.18280636	0.3172009	0.06666843	0.027436588	0.015056832	0.00051138754	0.0046638963
r	0.03468415	0.03352678	0.017151179	0.03448142	0.0400433	0.061946124	0.10659797	0.3351608	0.21125202	0.08948741	0.0027874145	0.032881472
ì	0.002819018	0.018033694	0.003428514	0.019543368	0.05067957	0.20124424	0.531964	0.12405242	0.025619514	0.011111898	0.0007781388	0.010725578
t	0.080833666	0.080910176	0.083686434	0.085632965	0.101381026	0.17026977	0.20626678	0.03576026	0.04093021	0.046963103	0.031984642	0.03538098
a	0.02868813	0.028107682	0.01921668	0.029170113	0.03444361	0.052200336	0.09051133	0.3038914	0.15736498	0.19315627	0.031090776	0.032158714
k	0.035180237	0.036391705	0.035724163	0.036641438	0.03742369	0.04062099	0.04720336	0.0832073	0.15310986	0.23966137	0.05106205	0.20377386
a	0.026141198	0.025046894	0.009037189	0.024894033	0.026494464	0.033631183	0.04562658	0.15236	0.18906298	0.23746833	0.043945063	0.18629208
n	0.01886367	0.021974057	0.021048734	0.022050608	0.02227131	0.023067899	0.024584705	0.035015408	0.07208645	0.22647381	0.16881698	0.34374627
a	0.05841878	0.063773476	0.058006987	0.06453664	0.06568411	0.062757365	0.06990021	0.11601363	0.04788855	0.14385045	0.10702609	0.14214374
