 	lo	sentii	che	arrivò	</S>
t	0.9985902	0.0013694313	3.1291023e-05	8.667204e-06	3.476649e-07
o	0.96093774	0.03886707	0.0001853558	9.852489e-06	2.0164717e-09
n	0.9084172	0.091553934	2.8701195e-05	9.855081e-08	3.7395253e-08
ì	0.21325797	0.72677135	0.052773174	0.0071457326	5.1771658e-05
k	0.07737647	0.3361373	0.5605642	0.02336409	0.0025579014
u	0.16750963	0.59523225	0.22207105	0.014229143	0.00095797685
s	0.09414487	0.19311263	0.67049646	0.034476306	0.0077698096
a	0.11504682	0.2312919	0.57688993	0.040484194	0.0362872
k	0.108506866	0.15427184	0.5797991	0.12573254	0.031689666
a	0.14250152	0.15489839	0.4131429	0.13500936	0.15444784
ì	0.04510279	0.053323347	0.13528803	0.3963579	0.3699279
r	0.030103179	0.038444433	0.12391265	0.69441366	0.113126114
t	0.02655812	0.030821541	0.07397902	0.49299067	0.3756506
e	0.23081747	0.036914315	0.62271816	0.10619676	0.0033533217
</S>	0.02898743	0.029741256	0.03639035	0.30601782	0.5988632
