 	il	ladro	è	entrato	da	qui	</S>
o	0.9491422	0.049609233	5.136955e-05	0.0011698086	2.7295642e-05	1.3042411e-07	2.4457774e-08
l	0.6406892	0.358428	0.00024535204	0.0006080765	2.9183857e-05	8.074725e-08	9.7613096e-08
à	0.27571738	0.6825633	0.029270004	0.01232885	0.00011978021	7.373704e-07	1.6115928e-08
d	0.29896498	0.70017517	6.220357e-05	0.00079752307	1.1568162e-07	3.8872855e-08	6.3543006e-08
r	0.2356753	0.67525804	0.045408357	0.043601997	5.6212553e-05	2.79021e-08	5.7258895e-09
o	0.75724596	0.24236037	8.4378655e-05	0.000308185	9.752929e-07	7.756608e-08	6.1614096e-11
i	0.1023211	0.82638013	0.06511481	0.006179095	4.9306527e-06	1.1357319e-08	2.3971689e-08
m	0.073984064	0.33932576	0.5755477	0.010427315	0.00071220024	4.0273724e-07	2.5495956e-06
b	0.062045384	0.17867368	0.3799013	0.37470892	0.0014884556	0.0031399298	4.240753e-05
ì	0.015479863	0.114198446	0.03241028	0.8378694	4.157397e-05	3.5250912e-07	1.5005824e-08
k	0.06624172	0.15326546	0.33884615	0.16239668	0.27805987	0.0011374115	5.264548e-05
e	0.08686541	0.10799051	0.222802	0.57900506	0.0024915976	0.00083604996	9.287193e-06
a	0.0959459	0.09997323	0.11602124	0.17055498	0.51366794	0.0033331611	0.00050357316
p	0.041063033	0.042922605	0.04674771	0.050465565	0.22705756	0.5758099	0.015933627
ò	0.12199021	0.042466916	0.13340415	0.35330185	0.012510784	0.32482848	0.01149765
t	0.019517668	0.021119256	0.024563182	0.038156696	0.18651326	0.4251882	0.28494176
t	0.028421743	0.02710392	0.033564664	0.04631191	0.14332817	0.5268815	0.19438808
u	0.16287853	0.07115028	0.09725477	0.35552552	0.078847565	0.22775126	0.006592105
</S>	0.02867485	0.028845163	0.02933421	0.030996626	0.050463647	0.3246951	0.5069904
