 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.62791365	0.3267163	0.0446703	0.0006472671	5.006574e-05	7.8046793e-07	3.811911e-07	2.9372234e-07	7.479463e-07	2.0877353e-07
t	0.33084312	0.6690092	0.00014766629	1.2469892e-09	1.5076631e-09	6.42135e-10	6.0949384e-10	6.135903e-10	6.139321e-10	5.563727e-10
e	0.6562629	0.32452342	0.005163541	0.013973692	7.647477e-05	5.2838736e-08	6.1429155e-09	1.4939048e-09	2.6895801e-09	3.4360938e-11
l	0.2796169	0.71577865	0.004603175	1.2869117e-06	1.6672372e-08	7.658135e-09	2.4884714e-09	1.4950228e-09	9.790546e-10	2.630555e-10
ì	0.39736518	0.5021603	0.018344404	0.08113209	0.0009933244	4.225225e-06	2.645598e-07	1.2038865e-07	1.6718781e-08	1.1134171e-09
s	0.09008239	0.27175048	0.6381493	1.6802453e-05	9.575133e-07	5.019872e-08	2.7210136e-08	2.3885097e-08	3.3753726e-09	1.0679204e-08
i	0.19178544	0.53536266	0.2713823	0.0012537017	0.00021572808	1.6549524e-07	4.827731e-09	1.12001945e-08	1.8854342e-10	8.386118e-11
n	0.17923205	0.38688248	0.43340355	0.00047731595	4.4449557e-06	1.7567955e-07	1.4257504e-08	4.5371715e-09	5.217809e-10	6.105754e-10
a	0.13549735	0.2684021	0.5045688	0.09012335	0.0013382422	7.007422e-05	1.35030875e-08	3.2705987e-08	1.2194363e-09	1.5533696e-11
m	0.07223665	0.09721437	0.7462241	0.0841002	0.0002068589	1.7834636e-05	3.8508357e-08	6.648608e-09	3.6422334e-09	1.6569656e-09
ì	0.15624122	0.15132055	0.09109911	0.3657652	0.22676459	0.007899385	0.00029377994	0.0006155505	1.3474573e-07	4.9923943e-07
n	0.06491841	0.077015035	0.483285	0.37080824	0.0037360545	0.00023499457	1.7714652e-06	1.9908165e-07	8.7844086e-08	1.02419726e-07
i	0.065744765	0.09313824	0.6035656	0.16244723	0.07457695	0.00052590406	8.608119e-07	4.3109011e-07	8.0420837e-10	8.3244733e-10
p	0.07656185	0.08090603	0.23111093	0.45805275	0.14324625	0.010053876	6.4282496e-05	3.948456e-06	5.7262948e-08	5.786285e-08
à	0.063141264	0.0547685	0.059238926	0.386891	0.42226532	0.01022494	0.0023773636	0.0010908206	3.5014665e-07	1.4571145e-06
n	0.06415522	0.066839665	0.15809835	0.43287084	0.2407426	0.037076913	0.000117839976	9.376073e-05	2.7224442e-06	2.0941977e-06
t	0.052548178	0.057830036	0.21620944	0.26354665	0.3151527	0.08746641	0.006658809	0.0005868907	5.635348e-07	2.7920686e-07
a	0.2055585	0.062234875	0.012599688	0.27085745	0.4287784	0.011231174	0.008586663	0.00012873003	1.5372205e-05	9.148934e-06
l	0.07434057	0.07516237	0.104175694	0.18563025	0.50606114	0.03972429	0.0068977177	0.007960772	2.899101e-06	4.4242857e-05
e	0.0296332	0.02584236	0.030211164	0.17683266	0.42622772	0.18589112	0.10916075	0.015951728	0.00017655318	7.2738614e-05
t	0.09345073	0.09333858	0.105417	0.15251195	0.39288136	0.094535135	0.03407554	0.033219	2.2455899e-05	0.00054816715
t	0.024344267	0.011003099	0.004208502	0.06323264	0.22696228	0.30490267	0.32761034	0.034423288	0.00240007	0.00091283093
ò	0.008378196	0.005302128	0.0021401357	0.04431451	0.8280606	0.013410764	0.08109438	0.009838406	0.0063189636	0.0011418744
m	0.044342637	0.044648845	0.051854055	0.07766503	0.1550911	0.4959437	0.052680213	0.07694114	0.0002604778	0.00057282276
i	0.016448993	0.013950943	0.011467032	0.037661716	0.11328456	0.29843184	0.3206473	0.17146155	0.008984756	0.007661232
f	0.0412495	0.041315768	0.04234714	0.047393706	0.06981468	0.17376202	0.24352182	0.2764015	0.037301026	0.026892846
à	0.027057236	0.008746788	0.0019549623	0.028162347	0.068591066	0.116654366	0.30610445	0.16854855	0.2594947	0.014685579
i	0.021124095	0.021149281	0.021972686	0.024814993	0.038028304	0.13077776	0.18873924	0.31682286	0.011111592	0.22545913
t	0.033920765	0.033955205	0.034560032	0.03664185	0.045909483	0.114209205	0.21461298	0.35475656	0.038133077	0.09330078
o	0.037553046	0.009485832	0.0023251243	0.028036252	0.04423865	0.06623885	0.120462485	0.22014028	0.42654714	0.04497235
v	0.03358178	0.03197192	0.027831055	0.033811815	0.035809744	0.045335155	0.061989356	0.09323812	0.36372548	0.27270558
r	0.02596302	0.019395975	0.009020216	0.026000088	0.030603638	0.038963515	0.08508013	0.12587465	0.5754472	0.06365161
à	0.0009245171	0.0045492356	0.00096695643	0.008754205	0.10178119	0.0016133202	0.0028633447	0.014425957	0.8619873	0.0021339355
i	0.02278336	0.022793237	0.023018109	0.023767708	0.027078541	0.05029858	0.086277634	0.16053836	0.057942178	0.52550226
</S>	0.03642161	0.036467876	0.036494203	0.036826707	0.037963197	0.04519344	0.05600282	0.081910215	0.07783793	0.554882
