 	le	canzone	si	scrivono	alla	notte	</S>
a	0.99902105	0.0009547413	1.9374756e-05	3.4102952e-06	1.2547617e-06	5.2309417e-08	1.825488e-08
t	0.9886331	0.011365881	1.0253191e-06	3.9689905e-08	5.8644427e-09	3.3171315e-09	2.9368599e-09
r	0.3115086	0.6698825	0.018588606	9.635793e-06	6.3565276e-06	4.2789325e-06	1.0453823e-08
a	0.92314243	0.07664364	0.00021288202	8.085339e-07	3.1604898e-07	2.9618802e-08	1.7189692e-11
ù	0.37274352	0.6271408	0.000113935304	1.3965983e-06	2.6230947e-07	5.8157448e-09	7.720394e-09
d	0.23609316	0.75757664	0.0063277255	2.266108e-06	1.7405873e-07	2.4293962e-08	9.601849e-09
i	0.12051206	0.5475258	0.33188555	6.582583e-05	1.0476004e-05	1.9632657e-07	1.1109607e-08
a	0.15948124	0.25837234	0.5820787	6.654416e-05	1.1894714e-06	2.3595257e-08	1.0998524e-08
g	0.1121849	0.06661448	0.81938434	0.0016756856	0.00010399112	3.5861063e-05	6.906806e-07
r	0.08946882	0.08361698	0.15261601	0.6618836	0.0115257595	0.000819211	6.96167e-05
à	0.04830672	0.014581509	0.09249763	0.8426348	0.0018070856	0.00016970048	2.5883144e-06
f	0.09033361	0.11839538	0.74124295	0.039653737	0.0066780862	0.00356327	0.00013301615
u	0.040694963	0.04916186	0.32527035	0.5708856	0.012602943	0.0012662122	0.00011808813
t	0.07471031	0.07688581	0.14155455	0.30799133	0.39276013	0.0058754473	0.00022236026
t	0.050079513	0.041459452	0.12460888	0.6380869	0.13622999	0.004330644	0.0052045546
e	0.17243218	0.084253855	0.009742027	0.70797443	0.025216067	0.00016505524	0.0002163218
t	0.05202543	0.052498877	0.06868292	0.1495595	0.5108599	0.15318681	0.013186485
s	0.032876577	0.025237516	0.05964735	0.2295221	0.4861942	0.031031836	0.13549045
e	0.1337031	0.044880982	0.028463649	0.2474757	0.48211345	0.054139934	0.009223185
n	0.034044184	0.03424252	0.04068945	0.07466358	0.33307493	0.36746272	0.115822576
ì	0.027411329	0.020068485	0.049661107	0.06286379	0.2592505	0.4750952	0.10564958
t	0.02570946	0.025941087	0.032737963	0.05855127	0.3072013	0.44435513	0.10550381
t	0.024740329	0.024160834	0.028592234	0.048643634	0.22774017	0.35295916	0.29316357
a	0.061894745	0.01928672	0.02234047	0.11456487	0.61667454	0.15927641	0.00596226
</S>	0.021427955	0.021438159	0.022090647	0.025265101	0.061619975	0.40488258	0.44327557
