 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.9988607	0.0003521254	0.00014407301	0.0005671565	7.464287e-05	5.503983e-07	5.698173e-07	3.1573556e-08	2.6849541e-08	2.6212168e-08	2.5548815e-08	2.4695217e-08
j	0.98457474	0.013780868	0.0016242724	1.7398259e-05	2.556197e-06	4.8356547e-08	5.7201923e-08	2.5446798e-08	2.5422494e-08	2.542167e-08	2.4262894e-08	1.8883027e-08
i	0.89139515	0.09257525	0.015288912	0.0007051462	3.5345158e-05	1.03167864e-07	4.642598e-08	2.7066545e-09	6.136715e-10	8.169694e-11	5.101827e-11	3.0313002e-11
n	0.9849066	0.008612956	0.006425402	5.414473e-05	7.8708547e-07	2.1293646e-08	5.898515e-08	2.2628683e-09	1.3694683e-09	9.3004954e-10	3.6343195e-10	3.6553421e-10
è	0.3667372	0.076755196	0.5435354	0.011143001	0.0018116013	1.5434498e-05	2.212285e-06	1.5078322e-09	1.130521e-09	1.8854034e-09	1.2648943e-10	2.8350017e-11
k	0.15041947	0.10873992	0.73556775	0.0051641907	0.00010838015	2.363208e-07	5.8076335e-08	2.2776621e-08	2.1822412e-08	4.9873528e-09	1.9005747e-10	2.4883334e-10
a	0.1651625	0.3178082	0.4764595	0.03927739	0.001249907	2.0389163e-05	2.1959742e-05	8.132826e-08	1.8393733e-08	3.7387576e-10	1.04483075e-10	2.2255576e-11
è	0.23260121	0.10830322	0.61712027	0.041537028	0.0004325802	4.7757103e-06	9.0633745e-07	2.5614803e-08	2.1466073e-08	6.8904367e-09	5.2545984e-10	5.499896e-10
n	0.07405013	0.07764994	0.5370551	0.2943039	0.01692882	1.1711072e-05	3.3322692e-07	3.9389946e-08	2.735194e-08	1.0780223e-08	3.0087044e-10	4.4965212e-10
e	0.3140167	0.055267785	0.5722761	0.057743393	0.00052363327	0.00012681773	4.0167157e-05	3.9241268e-06	1.4124607e-06	2.31654e-08	2.1956521e-10	2.0422601e-10
k	0.068341896	0.006964999	0.12433055	0.70805305	0.09073761	0.0014767438	9.368537e-05	1.3212662e-06	6.19081e-08	7.4180235e-09	2.0450493e-10	2.910451e-10
a	0.1925215	0.3407968	0.18286432	0.05943561	0.13973132	0.078866005	0.0040770746	0.0016682162	3.845515e-05	6.721596e-07	1.6881282e-09	8.5335866e-10
p	0.03595379	0.035404697	0.11173914	0.42247325	0.38479367	0.009593706	3.3511147e-05	6.3541547e-06	1.9026357e-06	1.4399698e-08	3.9023057e-10	6.586215e-09
à	0.13203071	0.16992107	0.21893033	0.14212306	0.14022678	0.09205057	0.037887506	0.061934914	0.0048660263	2.8941522e-05	2.2192761e-08	6.041623e-08
c	0.023898501	0.026366632	0.05340774	0.32812342	0.3605502	0.20467061	0.0029195948	5.9882856e-05	3.026702e-06	1.714194e-07	4.04015e-09	1.098641e-07
e	0.04504988	0.046808958	0.12581474	0.3394503	0.24302213	0.19519243	0.0036356365	0.0006157452	0.0003923588	1.791391e-05	7.592904e-10	3.1742637e-09
n	0.021937683	0.014043391	0.03163172	0.17265044	0.33105826	0.3717653	0.053681906	0.0031483949	8.281241e-05	6.397987e-08	6.8462225e-10	4.3875303e-09
a	0.05132978	0.026206205	0.07052012	0.28701887	0.38702193	0.10963295	0.03248264	0.030558363	0.00520888	2.0279298e-05	3.0688106e-08	2.1454051e-08
p	0.03497414	0.0060308687	0.04178473	0.14495692	0.35219026	0.3806156	0.028162044	0.011133602	0.00015166894	1.183384e-07	3.5515655e-09	4.0224577e-08
u	0.1015216	0.10820365	0.113759704	0.21928695	0.18600762	0.09689905	0.06980995	0.07612985	0.02662295	0.0017555398	9.0485753e-07	2.1972244e-06
l	0.028203504	0.026779985	0.032392073	0.093552396	0.2581772	0.43231332	0.10425589	0.023235634	0.0010817355	6.723265e-06	6.8586456e-07	6.979162e-07
i	0.08416338	0.09155413	0.09041503	0.23789334	0.24906483	0.0858958	0.049700618	0.07696326	0.030459356	0.00385986	2.650434e-05	3.8548637e-06
z	0.028588489	0.028435307	0.03226866	0.086066	0.23661153	0.43450913	0.11993139	0.031788744	0.0017854441	1.4280556e-05	3.7153123e-07	6.6287583e-07
z	0.04420897	0.04613794	0.054536678	0.2067803	0.3699844	0.11674825	0.04593437	0.061248973	0.046352804	0.007908545	0.00014911756	9.747161e-06
è	0.022341913	0.7873502	0.012247479	0.0012542679	0.06287954	0.079471804	0.01455243	0.012093767	0.007513961	0.00029385538	7.5393734e-07	6.273905e-08
s	0.016100036	0.016328542	0.018529104	0.055948067	0.14178212	0.30741042	0.24002378	0.17489918	0.028884402	8.895741e-05	2.4685678e-06	2.9124924e-06
s	0.033566188	0.037222583	0.03901644	0.110415876	0.3154526	0.32021546	0.036225535	0.08944303	0.01636954	0.0019530556	5.600555e-05	6.3789965e-05
