 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.9616206	0.038343083	1.4895212e-05	6.7851943e-06	1.3685427e-05	9.497911e-07	2.3143347e-08	1.19724906e-08	7.024772e-09	8.450429e-09	6.66569e-09	6.4757706e-09	6.2209917e-09	6.192733e-09	6.761703e-09	6.12159e-09	6.2521814e-09	6.1361787e-09	6.1517174e-09	6.186004e-09	6.3301893e-09	6.13302e-09
m	0.042029336	0.9579666	3.3954825e-06	3.2499304e-07	3.1643054e-07	2.5361961e-08	2.6690807e-09	7.089286e-09	1.3829404e-09	1.9833675e-09	1.7013085e-09	1.3846481e-09	1.2744497e-09	6.803537e-10	1.2235942e-09	1.2665063e-09	6.564711e-10	6.371553e-10	4.478785e-10	5.878769e-10	1.2751549e-09	2.0554201e-10
e	0.6448734	0.04469356	0.24561971	0.048235152	0.015472145	0.0010062365	9.461475e-05	3.5679998e-06	7.08563e-08	1.2821839e-06	2.6839433e-07	1.810261e-09	4.7870468e-09	6.8298045e-10	1.4171038e-09	1.4577324e-09	8.297576e-11	6.1618495e-11	4.4716238e-11	5.942952e-11	2.6564856e-10	2.3797995e-11
s	0.27289662	0.7269582	0.00013601729	8.919257e-06	1.5456192e-07	3.6404657e-08	1.797328e-08	1.3322082e-08	1.0232641e-09	3.7539265e-09	1.4997393e-09	3.238487e-10	1.1888991e-09	1.1294723e-09	4.2389883e-10	2.2181319e-10	1.4589684e-10	1.4743062e-10	1.4990006e-10	1.521663e-10	1.4453358e-10	1.4246904e-10
s	0.19874828	0.5843472	0.19211066	0.018544162	0.0058329897	0.00035130294	6.333851e-05	3.9161156e-07	6.696681e-08	1.6091097e-06	4.5368353e-08	1.973892e-09	1.967047e-10	1.0611099e-10	1.4616632e-09	1.3704911e-10	1.2145421e-10	1.3388807e-11	1.4841304e-11	5.1017492e-11	1.1744183e-10	3.9996665e-12
è	0.84221375	0.121031724	0.03480148	0.0019181704	2.5439964e-05	8.698152e-06	3.1166763e-08	5.9181673e-07	1.3178124e-08	2.3707303e-08	1.3540593e-08	5.882032e-09	1.6254262e-08	3.2917453e-09	6.5024013e-09	6.3793832e-09	1.9019854e-10	3.3375727e-10	2.0710302e-10	7.468899e-10	7.4220213e-10	5.843581e-11
r	0.17116846	0.8140921	0.010204762	0.004363372	0.0001390464	2.8481738e-05	3.4931365e-06	6.7864065e-08	8.77011e-08	6.5759295e-08	3.524376e-08	1.134475e-08	2.592102e-09	4.9813986e-10	8.063758e-09	2.1221105e-09	2.9746142e-10	2.5096442e-10	1.5288393e-10	1.8146795e-10	1.873777e-10	4.3240835e-11
e	0.12533243	0.4154959	0.305167	0.14871813	0.004918615	0.00036014814	6.842634e-06	8.958437e-07	2.4456692e-09	5.4823875e-08	2.2401454e-09	9.8767376e-11	5.825817e-10	3.4858144e-10	8.157364e-11	3.3298436e-10	3.666363e-11	2.8579545e-11	2.490476e-11	3.15821e-11	5.4306806e-11	8.3520794e-12
m	0.13069752	0.42896193	0.19714972	0.23729469	0.005830261	5.2663225e-05	1.30215685e-05	6.602648e-08	2.2909283e-08	1.7846668e-08	3.022317e-09	4.887854e-10	2.5803317e-09	2.4960871e-09	4.3600856e-10	1.7021609e-09	3.059371e-10	2.9115652e-10	2.8003452e-10	2.798834e-10	2.7375527e-10	2.5891453e-10
u	0.0634	0.11399594	0.7420787	0.055529628	0.016270123	0.0069447313	0.0016794282	6.5768572e-06	1.7341026e-06	9.209917e-05	9.0313927e-07	3.987622e-09	3.0839042e-10	3.1106877e-11	1.3812983e-09	9.2599484e-11	2.089676e-11	2.8481412e-12	2.4249997e-12	6.7559057e-12	5.67447e-11	9.6592e-13
