 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.9955817	0.0040737353	0.0003197412	8.955646e-06	1.5096715e-05	8.1949145e-07
c	0.98936045	0.010632275	5.887506e-06	7.9206507e-07	3.6509235e-07	2.2530193e-07
h	0.16463384	0.815784	0.019557111	2.1796028e-05	3.127887e-06	1.8531225e-07
e	0.81048554	0.18941249	0.00010120987	4.438405e-07	1.5484281e-07	3.9817427e-10
p	0.12283444	0.8749841	0.0021813407	1.1605939e-07	1.8166545e-09	3.8048817e-09
o	0.17510717	0.7276509	0.0963328	0.00078181055	0.00012701751	3.912961e-07
l	0.15580541	0.8138807	0.030226022	8.72107e-05	5.2301846e-07	2.113512e-07
e	0.094657876	0.6603112	0.23837289	0.0049206647	0.0017142971	2.3050123e-05
m	0.16904524	0.4965257	0.32651514	0.007830174	7.5118776e-05	8.477282e-06
ì	0.06109322	0.28953743	0.6291969	0.015625669	0.0035889759	0.00095785054
s	0.08085366	0.15478544	0.6473045	0.115386784	0.0015846435	8.493746e-05
o	0.039907936	0.21653573	0.5921057	0.14354545	0.00671504	0.0011901722
n	0.114193015	0.14388685	0.39945927	0.3319065	0.008887068	0.0016672136
t	0.029216481	0.06433655	0.32159188	0.52898145	0.018748794	0.03712486
a	0.06664467	0.12874767	0.2117611	0.45266587	0.10354846	0.036632232
ò	0.041734554	0.04829466	0.13095777	0.6336241	0.07123006	0.07415893
l	0.02796688	0.041415516	0.20885392	0.6022666	0.087549634	0.03194741
i	0.037513524	0.042597614	0.1025392	0.5805945	0.09282662	0.14392853
t	0.049803108	0.050417233	0.056345258	0.15270187	0.474363	0.2163695
i	0.027212331	0.029955016	0.03193837	0.20555957	0.35540769	0.34992698
n	0.0449514	0.045334797	0.04873863	0.10452582	0.47286394	0.28358534
a	0.022873012	0.023910288	0.02795861	0.09723851	0.34909382	0.4789257
d	0.037729647	0.039287075	0.042498197	0.09637366	0.41846338	0.36564803
d	0.024051381	0.024795998	0.028480202	0.09476533	0.43903437	0.3888727
o	0.0004663971	0.010728469	0.0028801356	0.00071915856	0.9837737	0.0014321174
m	0.020893352	0.02118604	0.024396334	0.076390326	0.33928108	0.51785284
à	0.028498176	0.030041985	0.026934683	0.063549705	0.38209122	0.4688843
d	0.03047828	0.030591872	0.031773504	0.04894449	0.22427982	0.633932
a	0.030231627	0.030743007	0.02975684	0.051585663	0.2514763	0.6062066
</S>	0.05277957	0.053091686	0.053592328	0.060997568	0.13940364	0.64013517
