 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.99991536	7.289539e-05	3.4783275e-06	8.211234e-06	5.458055e-09	2.4210458e-09	2.1733224e-09	2.0311641e-09	1.991555e-09	1.9601776e-09	1.9717605e-09	1.9635904e-09	1.9711064e-09	1.9697346e-09	1.963201e-09	1.9709636e-09	1.5807894e-09	1.9612545e-09
ò	0.99311405	0.0068835756	1.4288421e-06	9.002806e-07	7.8445084e-10	1.06615994e-10	6.02482e-11	3.833175e-11	2.5720684e-11	1.8174661e-11	2.6988023e-11	6.2733714e-11	2.6210827e-11	2.4878944e-11	2.333655e-11	2.6223829e-11	1.1257166e-12	2.2266744e-11
t	0.9733373	0.026646458	1.579892e-05	4.312066e-07	5.664869e-08	3.0566845e-08	1.320693e-08	5.2492872e-09	1.6550918e-09	2.1286606e-09	1.9834525e-09	2.7651197e-09	3.895019e-10	5.588613e-10	3.8707568e-10	3.9114198e-10	5.04996e-10	1.16309906e-10
t	0.63148457	0.36842602	8.4324856e-05	4.992484e-06	1.8091919e-07	3.6026906e-09	1.4788262e-09	7.8699114e-10	2.3517038e-10	1.8071593e-10	6.1824296e-11	1.0702757e-10	1.0787065e-11	1.6522169e-11	3.676924e-12	9.715086e-12	5.505386e-12	2.6467732e-12
i	0.99878055	0.0012108951	7.932128e-06	5.5123496e-07	9.247132e-09	1.7308958e-09	5.7198113e-10	4.019386e-11	9.72104e-11	7.4301586e-11	1.6878923e-10	6.3475135e-11	1.8983204e-10	1.494466e-10	1.6617271e-10	1.788232e-10	2.5428338e-12	7.8569026e-11
i	0.2905996	0.70920604	0.00019110889	3.2770558e-06	7.224933e-09	2.2518607e-09	6.714469e-10	3.6543832e-10	3.5689465e-10	3.4342132e-10	3.0233385e-10	3.0891137e-10	2.6118144e-10	2.4828875e-10	1.3699991e-10	2.3237003e-10	2.90613e-10	4.1423705e-11
v	0.12097931	0.8535522	0.02534943	0.0001189096	1.1994311e-07	3.0872183e-09	1.0664196e-09	5.5661287e-10	4.929934e-10	4.988427e-10	4.905275e-10	4.9892745e-10	4.515126e-10	4.3210868e-10	3.0345573e-10	4.2374282e-10	4.783116e-10	1.07565686e-10
ò	0.22346866	0.41427895	0.31424963	0.047639012	0.00034320538	2.0240737e-05	2.6951676e-07	8.222859e-09	1.1550038e-09	8.908306e-10	3.2823308e-10	4.1909332e-10	4.2108417e-11	7.7417184e-11	1.7263371e-11	2.129389e-11	3.0608273e-11	4.4762727e-12
e	0.08880653	0.58059984	0.3282985	0.0022928002	1.6188161e-06	3.13753e-07	2.0266691e-07	5.7808833e-08	2.0071315e-08	3.22916e-08	2.0218128e-08	6.0980985e-09	6.01293e-09	2.7937292e-09	1.1187895e-08	3.7107528e-09	2.0391242e-08	4.2434237e-10
g	0.049705844	0.39916244	0.5459468	0.0051544947	2.9379073e-05	9.277536e-07	1.184247e-07	2.7765132e-09	2.449184e-10	3.4305037e-10	3.327813e-10	4.89134e-10	1.2254092e-10	9.07659e-11	3.2082705e-11	8.5164924e-11	1.8317248e-10	1.3593381e-11
h	0.072808	0.23326571	0.64644706	0.04687357	0.0005389885	6.6146975e-05	5.2246827e-07	5.791e-09	9.555228e-10	5.1741034e-10	8.877767e-11	8.517984e-11	6.7025266e-12	1.579451e-11	2.961147e-12	3.8373263e-12	1.1307845e-11	1.0922058e-12
è	0.065630026	0.27275544	0.4840413	0.17745069	0.0001194869	2.6339449e-06	3.742029e-07	7.32916e-08	6.5572014e-09	2.7059859e-09	1.4420285e-09	3.7546473e-09	1.0089877e-09	9.852404e-10	1.0183448e-10	1.9067572e-11	4.2641422e-13	1.7146e-11
n	0.106262386	0.34275287	0.5161474	0.033124182	0.0014781918	0.00019366953	3.894238e-05	1.322271e-06	2.0178872e-07	7.405302e-07	1.263359e-07	1.6600024e-08	1.3426992e-08	2.622651e-09	4.912961e-09	3.2670622e-09	2.644528e-08	2.6825556e-10
n	0.03526803	0.1594708	0.5497656	0.2539416	0.0013921416	0.00015605958	5.7787306e-06	1.7346494e-08	2.818351e-10	3.2732503e-10	6.93481e-11	1.6514912e-10	5.975737e-12	7.620681e-12	6.0862565e-12	5.0793445e-12	2.974682e-11	4.7005026e-12
o	0.094797	0.33017102	0.4280117	0.14672077	0.00026324284	3.385502e-05	2.3201417e-06	7.4878095e-08	5.0811058e-09	1.8542917e-09	6.6216505e-10	5.426218e-10	1.03900485e-10	6.205649e-11	6.404075e-12	1.9512794e-11	4.7545683e-12	5.3493663e-12
m	0.057274003	0.086812556	0.44735497	0.3490581	0.05575407	0.003689744	5.6295044e-05	2.3789538e-07	7.167046e-09	4.2221156e-08	4.1541197e-09	2.7732003e-09	3.840326e-10	3.5019163e-10	5.011176e-10	4.140172e-10	6.7607503e-10	1.0565904e-10
e	0.07063567	0.075986184	0.34813216	0.44403976	0.023269972	0.024542686	0.013341407	4.9756607e-05	1.1199326e-06	1.2086123e-06	8.0299024e-08	3.3672183e-08	5.577358e-10	6.433139e-11	1.280669e-10	5.987133e-11	1.5719813e-10	1.8608646e-11
v	0.062140234	0.07339962	0.21702048	0.5877404	0.050679933	0.0081138695	0.0009002148	4.741411e-06	7.4819205e-08	3.6770206e-07	9.76607e-09	3.445269e-09	1.4243404e-09	1.7685948e-09	3.2459957e-09	6.204729e-10	1.3802548e-09	2.835773e-10
è	0.060995746	0.055641767	0.23424698	0.50467646	0.06733413	0.04387356	0.031853456	0.0012422068	6.788819e-05	6.7199406e-05	5.2566446e-07	3.5786453e-08	2.2595201e-09	2.4729496e-10	3.562032e-10	3.1881106e-10	2.4259244e-09	1.0810189e-11
k	0.06791474	0.077093706	0.19352278	0.073437385	0.5042591	0.07914528	0.0046085995	8.485975e-06	2.6148452e-06	6.1926185e-06	6.0031357e-07	4.9965696e-08	2.6361013e-07	6.477979e-08	8.05257e-08	4.5749243e-08	4.4598693e-08	4.0007127e-09
