 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.99844354	0.0014835132	5.847622e-05	1.3837413e-05	4.947699e-07	4.2983583e-08	5.468256e-08	3.170197e-08	2.4474126e-08	2.4672524e-08
d	0.969044	0.030937463	1.794417e-05	5.5676384e-07	7.970939e-09	6.056827e-09	6.619494e-09	6.390772e-09	6.4570704e-09	5.2087183e-09
r	0.3855863	0.5933175	0.020959845	0.00012985336	6.0788793e-06	6.06751e-08	3.0504162e-07	4.8487657e-08	1.6027163e-10	1.4272783e-10
e	0.82367486	0.17518033	0.0011418227	2.746085e-06	1.7005758e-07	1.2193735e-08	1.0461413e-08	1.3256992e-08	1.9896007e-09	4.882508e-11
f	0.34393188	0.65449506	0.0015705535	2.4089386e-06	8.7576794e-08	4.386869e-09	9.121961e-09	3.562549e-09	1.4069174e-09	1.3148902e-09
f	0.33898053	0.56871295	0.09194098	0.0002825918	8.155048e-05	7.976688e-07	5.993529e-07	6.713212e-08	1.7795069e-09	1.5011626e-11
ì	0.5876369	0.40322995	0.009123832	9.341083e-06	4.8899538e-09	1.2872811e-10	3.0783898e-09	1.1884197e-09	7.338051e-11	4.249693e-11
m	0.25092083	0.67454904	0.07138643	0.003079098	6.371135e-05	6.0615247e-07	1.7473764e-07	6.367055e-08	8.949216e-09	3.0287788e-09
m	0.08634418	0.36934415	0.5408253	0.0034263635	5.394617e-05	2.3266327e-07	5.714152e-06	5.085006e-08	8.1838086e-10	7.533808e-12
u	0.3613431	0.557547	0.054362692	0.026746014	9.5022267e-07	5.055817e-08	1.090381e-07	6.701645e-08	4.286266e-09	2.0432664e-10
f	0.08416619	0.18133876	0.731907	0.0024268837	0.0001585258	2.3680855e-06	2.7561896e-07	6.430267e-09	8.5090734e-09	4.6111506e-09
ù	0.06817353	0.19232188	0.55672944	0.17856482	0.004002724	5.212859e-05	0.00014826818	7.136793e-06	4.1680742e-08	7.1738344e-11
e	0.097901195	0.17337397	0.69462174	0.027169097	0.006743734	0.0001407976	4.837287e-05	4.394649e-07	2.8680125e-07	3.5262894e-07
p	0.110117085	0.04734494	0.8015602	0.013405435	0.021814056	0.0038916608	0.0018658759	7.3498205e-07	5.593219e-09	8.480706e-09
