 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.51000625	0.4673672	0.022464668	6.145551e-05	9.521547e-05	5.0341177e-06	8.943889e-09	1.3395832e-07	8.096699e-09	6.541072e-08	6.6941035e-09
p	0.039038934	0.9607787	0.00018215203	1.18434166e-07	4.8229058e-08	7.544585e-10	6.186683e-10	6.4737515e-10	5.823202e-10	3.396592e-10	2.5998897e-10
e	0.79347056	0.056549184	0.0037812756	0.13439377	0.008825971	0.0029726627	2.2765298e-06	3.4767402e-06	7.1106695e-07	5.742667e-09	1.3165362e-09
t	0.25250125	0.7462759	0.0010791627	4.2470892e-05	0.00010120469	6.1873294e-08	3.5099672e-09	2.8768363e-09	1.9761028e-09	1.7906542e-10	1.6180175e-10
à	0.29865503	0.64682657	0.012814768	0.035263322	0.003198323	0.0032301778	5.465987e-06	5.943234e-06	4.2479587e-07	2.2588195e-10	2.711523e-11
c	0.13449347	0.50862825	0.35362685	0.0026757682	0.00055404194	2.0967931e-05	5.1732833e-08	5.425291e-07	9.7036626e-08	3.516321e-10	2.0278797e-10
i	0.19324586	0.60315967	0.015554494	0.13463508	0.053089153	0.00031214106	3.4543698e-06	1.2699151e-07	5.858692e-09	4.0443537e-11	1.3204944e-10
a	0.08088304	0.2491677	0.5393054	0.013450638	0.117135204	5.784527e-05	4.7683592e-08	7.956164e-08	4.7460804e-09	1.9691271e-10	1.9772263e-10
k	0.0648648	0.104287274	0.32984972	0.0381975	0.45744675	0.0053491904	2.5092186e-06	2.2733004e-06	1.3761085e-08	1.6002293e-10	2.9613537e-10
è	0.24039842	0.1836203	0.0028085117	0.42660704	0.008003622	0.13781579	0.0006354131	7.834114e-05	3.2528886e-05	2.9141672e-08	8.068616e-09
c	0.022056706	0.031428646	0.37497222	0.19727443	0.330609	0.043422084	0.00023143055	5.093062e-06	2.9250802e-07	4.0695873e-08	6.425782e-08
c	0.02557985	0.045168336	0.14708334	0.4006213	0.2582839	0.1217577	0.0014201016	7.398775e-05	1.1482492e-05	4.7036086e-10	5.617815e-09
