 	le	melanzane	vogliono	girate	</S>
i	0.9984787	0.000924403	0.0005810044	1.5667361e-05	2.80466e-07
m	0.989349	0.010630622	1.9749385e-05	3.092818e-07	3.114778e-07
a	0.9085641	0.07584902	0.01439302	0.001192825	1.0479531e-06
r	0.8563425	0.1425717	0.0010843864	7.0367213e-07	7.486894e-07
a	0.56968474	0.3424554	0.08131274	0.006146759	0.0004003804
n	0.29096976	0.6686371	0.040390443	2.2584454e-06	4.6074194e-07
g	0.11624432	0.7804427	0.08804047	0.014088788	0.001183735
i	0.913864	0.005191894	0.076897085	0.003353104	0.0006940025
à	0.05426226	0.3298396	0.5977465	0.017813645	0.000338019
n	0.04564815	0.3679473	0.503117	0.07513245	0.008155106
e	0.07341064	0.23135656	0.68476045	0.005586262	0.0048861164
i	0.043598104	0.12735562	0.71914244	0.090123646	0.019780176
t	0.04692467	0.06664224	0.34823114	0.5013086	0.036893353
è	0.2371923	0.2846259	0.057955723	0.23197015	0.18825601
l	0.036137197	0.046718143	0.21705705	0.59568876	0.104398884
u	0.057695754	0.07809628	0.32720506	0.34413874	0.19286415
n	0.055509772	0.057635933	0.09009287	0.64543355	0.15132792
e	0.035594072	0.03808898	0.092169166	0.4265626	0.40758514
v	0.035536144	0.036910433	0.056775242	0.47362408	0.39715412
o	0.14550845	0.043396164	0.028377637	0.51196086	0.27075687
t	0.02252731	0.02373469	0.043494735	0.37687182	0.53337145
i	0.043498635	0.012464777	0.022398835	0.5694966	0.3521412
m	0.028365428	0.027513947	0.038056098	0.28158465	0.6244799
m	0.040961634	0.021211093	0.027617121	0.36850563	0.5417045
è	0.021797184	0.0004365627	0.06318186	0.7776886	0.13689578
n	0.036557633	0.0043895137	0.044790663	0.20762509	0.70663714
e	0.02426871	0.02341164	0.048510697	0.43270373	0.47110516
</S>	0.03982407	0.03920331	0.044945847	0.18714699	0.6888798
