 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.9562455	0.043418046	0.0002917559	1.0842766e-05	3.2782216e-05	1.3268436e-07	9.850336e-07
ì	0.23330815	0.766473	0.00021826684	2.2686082e-07	1.9195788e-07	5.0569458e-08	1.02131196e-07
s	0.18329448	0.8117795	0.0048724604	5.274617e-05	9.1130426e-07	9.460642e-09	3.991536e-08
i	0.28220966	0.7107937	0.0069940253	2.0373095e-06	5.935522e-07	1.0076409e-09	3.5887193e-09
f	0.07068362	0.9275462	0.0017671769	3.0210508e-06	2.4268552e-08	3.7812609e-10	6.325214e-10
a	0.19917652	0.2827623	0.35162207	0.123257235	0.04285362	8.2163366e-05	0.00024604832
m	0.19413845	0.59974664	0.20181444	0.0042238636	7.581312e-05	1.1505265e-07	6.66428e-07
ì	0.32895142	0.12300347	0.29824904	0.20153674	0.047522243	0.00035478114	0.00038222948
g	0.0667402	0.1088902	0.5673837	0.23956268	0.017393362	1.5083716e-05	1.4824055e-05
l	0.0312452	0.07358519	0.36480758	0.50998265	0.01938413	0.0006346579	0.00036057804
i	0.69081676	0.116539806	0.08043949	0.10895389	0.003245099	1.1829108e-06	3.8953144e-06
a	0.0514951	0.05716014	0.13300152	0.35897347	0.39525935	0.0018590827	0.0022513648
e	0.028960064	0.031579603	0.072477385	0.27613857	0.47073063	0.091890916	0.028222848
n	0.069355235	0.07025152	0.08217309	0.14408123	0.3349401	0.2494181	0.049780756
è	0.051627167	0.047242206	0.048592787	0.15379852	0.34725308	0.14072639	0.2107598
c	0.029364802	0.03004269	0.0402192	0.10484377	0.29120812	0.43864653	0.065674864
h	0.05872129	0.059236143	0.06862534	0.13022263	0.34362325	0.29751822	0.042053077
i	0.5826565	0.027388774	0.020661768	0.05296911	0.26558337	0.037207562	0.013532961
n	0.020211482	0.020436127	0.02351545	0.04219337	0.11723808	0.35174295	0.42466253
a	0.060736664	0.059108946	0.052154385	0.057058994	0.20697927	0.40465692	0.15930477
f	0.022120178	0.022212077	0.02346503	0.030590586	0.060083665	0.38231084	0.45921755
à	0.107202455	0.033596933	0.014923318	0.04317349	0.080634706	0.3320779	0.38839126
i	0.01933737	0.019426478	0.02065538	0.027685896	0.056897815	0.374262	0.48173514
</S>	0.025821578	0.025865233	0.026407395	0.029396893	0.041150346	0.30518103	0.5461775
