 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.6245827	0.36473498	0.009922695	0.0006562405	6.892631e-05	1.6313206e-05	8.426463e-06	8.52667e-06	8.317628e-07	1.746425e-07	9.313032e-08	1.0113694e-07
n	0.31425613	0.6856103	0.00011293834	2.0629323e-05	2.32606e-09	8.427227e-10	1.1689056e-08	3.753102e-09	7.361091e-10	7.299072e-10	7.107016e-10	6.6566e-10
è	0.43930417	0.21612759	0.12702751	0.210092	0.007007061	0.0004134795	2.50865e-05	1.7637826e-06	1.382538e-06	9.62193e-09	1.4778253e-11	9.743621e-12
r	0.04887737	0.10685318	0.40476206	0.4291086	0.010387494	8.544482e-06	2.6599055e-06	1.2178718e-07	1.2076448e-08	3.6949013e-09	6.6341904e-10	1.1993363e-10
t	0.111261085	0.33470458	0.41274095	0.13850617	0.002652395	0.00012772132	6.5591457e-06	1.9231135e-07	2.5517113e-07	7.9510964e-10	1.6350594e-10	2.3161119e-11
i	0.85042936	0.13008764	0.019045122	0.00043334786	1.1297019e-06	2.8282037e-07	3.0166614e-06	4.581209e-08	7.2743596e-08	3.380882e-10	3.1911887e-10	6.917108e-12
n	0.06342571	0.14951383	0.50017995	0.28543347	0.0014400434	5.5932846e-06	1.3951602e-06	8.2579945e-08	3.5958634e-09	4.893782e-10	1.0283808e-09	1.770785e-10
è	0.07360497	0.019492636	0.22159073	0.60625017	0.072081834	0.0068864566	9.126627e-05	1.9106208e-06	1.4384067e-07	2.207917e-09	1.2871973e-11	7.470846e-11
s	0.046613667	0.05971265	0.20873015	0.5276791	0.15632331	0.00077960617	0.00015688322	4.584076e-06	1.09413506e-07	1.360813e-08	1.4557988e-08	2.2390045e-09
s	0.05642478	0.07540977	0.27064022	0.5326107	0.054452967	0.004331141	0.0061066765	2.038809e-05	3.3709894e-06	1.3101201e-08	1.1282787e-08	1.0680633e-09
u	0.20607565	0.03210169	0.551397	0.2074857	0.0016415457	1.2533254e-05	0.0012828466	5.046587e-07	2.1230821e-06	3.271274e-07	3.5620914e-08	4.788278e-10
