 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.997493	0.0024105962	6.2729625e-05	3.082204e-05	8.275123e-07	7.521953e-08	1.5168043e-06	3.9637072e-08	6.781987e-08	2.572958e-07	2.6579166e-08
d	0.90586376	0.09412225	1.2284425e-05	1.3362693e-06	2.4628633e-07	9.738523e-08	2.2580974e-08	2.332933e-09	4.3392157e-09	1.5620305e-08	8.217377e-09
e	0.7302197	0.2378434	0.031477228	0.00045715747	2.4557214e-06	2.6298425e-08	7.455783e-09	2.1830723e-10	3.8087364e-10	4.8766102e-09	3.557725e-10
r	0.43257904	0.5634926	0.0039280443	2.580479e-07	2.5278796e-08	2.3324771e-08	3.0582623e-08	4.130974e-09	7.355946e-09	3.4497658e-10	7.0408246e-10
f	0.28446132	0.6924831	0.021484038	0.0015513361	1.9760793e-05	2.3168987e-07	1.3392784e-07	1.7674877e-08	3.6923353e-08	2.62014e-09	5.823041e-10
ì	0.48388126	0.51374274	0.0023752933	6.2638765e-07	1.6090915e-08	7.086789e-09	1.1799503e-11	3.369725e-10	2.602204e-10	4.8355847e-08	2.9846994e-10
m	0.25059932	0.6886323	0.0593487	0.0014118918	6.778373e-06	2.3360877e-07	6.9109336e-07	6.4889094e-09	8.585135e-09	3.0063646e-08	3.3292277e-08
u	0.12499203	0.49717772	0.36877942	0.008648705	0.00039821578	3.0113806e-06	7.849163e-07	1.4430143e-08	5.889961e-08	5.6208695e-09	8.599651e-10
e	0.12667541	0.23153865	0.64069235	0.0010578997	3.512623e-05	2.4381887e-07	1.9634604e-07	1.8094108e-09	2.3504518e-09	2.628899e-09	2.9309875e-09
n	0.07379673	0.053752456	0.5732003	0.2598331	0.039052684	0.0003263613	3.822778e-05	3.789491e-08	1.0484325e-07	6.687659e-10	4.237434e-09
è	0.06853649	0.03129423	0.33570725	0.4545022	0.106144905	0.0028405127	0.0009681506	2.49928e-06	3.7177495e-06	7.7528234e-08	2.6292739e-08
e	0.09323944	0.109795384	0.38892892	0.24904242	0.1578095	0.0010465578	0.00013513789	1.1157371e-06	1.1595037e-06	1.4605307e-07	2.483563e-07
r	0.043179937	0.031038761	0.09158951	0.29140595	0.49751458	0.021581203	0.023650832	1.8679832e-05	1.7223625e-05	8.116915e-08	3.1628574e-06
t	0.0821337	0.061307456	0.10664893	0.65645653	0.058775835	0.02914347	0.0015945764	0.0021302958	0.0014071316	0.00038366066	1.8408853e-05
o	0.11472594	0.036712673	0.11915239	0.5646785	0.12807424	0.035530243	7.715703e-06	3.5768353e-05	3.1732005e-05	0.0009801048	7.073467e-05
m	0.038599055	0.0406597	0.07349938	0.24191923	0.36462522	0.22185467	0.01687622	0.0012416133	0.0005725633	0.000120811135	3.1590487e-05
è	0.04238662	0.035357464	0.079773314	0.40693206	0.25304836	0.17557298	0.0009449644	0.0013544151	0.00046579185	0.003961306	0.00020274158
n	0.028341223	0.029069684	0.039897278	0.10170683	0.35902724	0.3569406	0.056365147	0.018009717	0.009494091	0.00080331886	0.00034494314
a	0.033638168	0.033250272	0.06566997	0.2246128	0.4760476	0.10820739	0.055792164	0.0015822216	0.0003535297	0.0007438513	0.00010202782
a	0.01625467	0.015772536	0.019404812	0.03585062	0.15985383	0.19632168	0.28704804	0.19514853	0.05713722	0.011795792	0.0054122293
n	0.021269262	0.01848266	0.02398332	0.037527226	0.155477	0.13499773	0.35019484	0.21122938	0.031312432	0.010940662	0.0045854133
k	0.069889635	0.06398605	0.07443505	0.10030433	0.29931134	0.32226822	0.04040731	0.010674133	0.0035381885	0.014700741	0.00048496627
ò	0.3641058	0.091485314	0.05546037	0.11146054	0.10774785	0.051290665	0.0013732667	0.0054987795	0.0010195533	0.20213856	0.008419335
r	0.011897265	0.012151965	0.015883455	0.03761103	0.1638607	0.21137793	0.28659183	0.12580171	0.039396416	0.03061009	0.06481758
a	0.03256184	0.03132899	0.040110517	0.07923263	0.33581874	0.21276091	0.09866425	0.028921094	0.0059292265	0.06603941	0.06863241
e	0.021171138	0.021190332	0.021669792	0.023737298	0.041115575	0.05994571	0.05337673	0.2124122	0.2268432	0.1626016	0.1559364
t	0.015555213	0.015366814	0.015806032	0.01696793	0.026852526	0.037083436	0.14590287	0.20603721	0.21959002	0.27058545	0.030252488
t	0.03928411	0.021242825	0.039444666	0.053984117	0.042632163	0.054810308	0.004788439	0.15941924	0.042783737	0.520781	0.020829411
ù	0.095512226	0.031113235	0.0156229995	0.02108775	0.009133899	0.0021593282	5.8311118e-05	0.00041191382	0.00019323133	0.80407447	0.020632705
</S>	0.019649671	0.019660734	0.019875651	0.020918243	0.029448263	0.03636664	0.12128068	0.055447176	0.067206055	0.24553487	0.36461204
