 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.9986173	0.001381144	6.3963563e-07	9.513153e-07	2.3111133e-08	3.1769353e-08	1.00778434e-08	6.9050645e-09
è	0.9940732	0.005925642	1.012858e-06	3.4131542e-08	1.3082222e-09	5.978746e-11	9.725007e-12	1.5420469e-10
l	0.95539325	0.04460191	3.9122206e-06	6.88897e-07	8.6469804e-08	3.12504e-08	3.8164913e-08	1.8012593e-09
o	0.7079115	0.29208514	3.2453954e-06	1.5626672e-07	1.6908888e-09	1.6205286e-10	3.0450992e-10	1.1801171e-10
k	0.26807153	0.7300796	0.0018440536	4.701982e-06	7.85411e-08	3.27046e-08	3.0082038e-08	4.3782107e-09
a	0.24319981	0.5598272	0.0010125387	0.19385792	0.0020228326	7.8166806e-05	4.4372123e-07	1.1253272e-06
i	0.21300018	0.7297943	0.039332055	0.017816264	4.5719953e-05	8.865432e-06	2.094225e-06	4.588038e-07
M	0.04492719	0.08807801	0.7906869	0.07601284	9.361581e-05	0.0001915645	7.879479e-06	1.8875254e-06
a	0.43503177	0.3137933	0.0002065509	0.22496122	0.025475508	0.00044104952	3.2909048e-07	9.029734e-05
r	0.03306942	0.08064732	0.36936885	0.46405715	0.051283672	0.0005844007	2.3549834e-05	0.0009656864
ì	0.039901983	0.106883846	0.0030254896	0.5699313	0.23792082	9.19915e-05	2.256834e-06	0.04224231
a	0.042439554	0.0685696	0.73222077	0.14364569	0.010099448	0.0019536652	0.00020322808	0.0008681051
è	0.023538472	0.037976254	0.33410728	0.4357587	0.13880776	0.014019586	0.0018974745	0.013894448
n	0.021754578	0.02604969	0.24838282	0.31663147	0.2857735	0.02352137	0.0039596753	0.07392691
a	0.12795591	0.12595618	0.20122461	0.09780215	0.01965906	0.37005168	0.055672016	0.0016783498
r	0.04112187	0.041138873	0.019856034	0.1308746	0.31311366	0.26715297	0.015081883	0.17166011
t	0.05217046	0.052847248	0.0054517165	0.19153906	0.45197806	0.020176303	0.009148341	0.21668878
i	0.73913157	0.08059949	0.00036879207	0.033131305	0.1209482	0.00027794816	0.00021237945	0.02533035
à	0.020434072	0.020722821	0.032402452	0.051343344	0.1422856	0.20495676	0.07911596	0.44873908
v	0.013794655	0.013991228	0.027341211	0.03408785	0.09586352	0.252311	0.24600932	0.31660122
v	0.039931163	0.03971321	0.011457872	0.05061779	0.08966199	0.066780455	0.037774637	0.664063
r	0.9092246	0.016086439	0.00030918053	0.008037492	0.0120110735	0.00073757645	0.0008381291	0.052755475
i	0.5954234	0.05033186	2.5557869e-05	0.08572666	0.18323943	0.00027122948	2.3559433e-05	0.08495835
</S>	0.035973523	0.034573235	0.0005470281	0.0415009	0.059727978	0.017998893	0.006285492	0.80339295
