 	la	casa	la	costruirono	i	muratori	</S>
o	0.6005413	0.39937556	6.052935e-05	2.2275235e-05	2.6323167e-07	5.6747396e-08	1.6770468e-08
s	0.09339844	0.90641236	0.00018575524	3.484545e-06	3.1272606e-08	3.6821208e-09	6.2570504e-09
p	0.3054182	0.611857	0.06656632	0.016001554	0.00015680127	2.8673064e-08	5.7873915e-08
ì	0.89625216	0.08965573	0.013893741	0.0001964977	1.8992682e-06	2.247344e-08	2.247683e-08
t	0.24140175	0.73173016	0.026863543	4.010898e-06	3.910376e-07	5.1108938e-08	8.379695e-08
i	0.27654174	0.5957571	0.12742345	0.00027663246	9.576701e-07	9.48893e-08	1.8190757e-08
o	0.20521446	0.5428132	0.25191674	5.3481617e-05	1.7542686e-06	3.2637922e-07	3.6691407e-08
f	0.07852149	0.11630143	0.8006931	0.0041580135	0.00032512916	2.8298413e-07	5.470624e-07
a	0.05416547	0.062433474	0.14049755	0.7217861	0.021076642	1.3134205e-06	3.9513325e-05
b	0.06881701	0.09167955	0.671009	0.16014504	0.0065256325	0.00176474	5.8916547e-05
b	0.028666617	0.039395567	0.32541472	0.5315751	0.054000564	0.0002886208	0.020658791
r	0.047493845	0.013922466	0.0103560025	0.92813927	8.527251e-05	7.036343e-10	3.1258924e-06
i	0.09724488	0.3619652	0.40150967	0.1377631	0.00062007236	9.342863e-08	0.00089705904
k	0.071719825	0.0953318	0.5425215	0.2849376	0.005184097	0.00023253728	7.261255e-05
è	0.4517931	0.0728657	0.040376928	0.41776127	0.016079322	5.1162596e-07	0.0011231115
t	0.06337801	0.06750796	0.2302246	0.23452833	0.35398534	0.012964818	0.037410904
s	0.093098745	0.094343595	0.2302378	0.23568082	0.21082559	0.029936856	0.105876565
a	0.07331776	0.009254866	0.0056837876	0.7382019	0.17318666	1.3419648e-07	0.0003548179
n	0.06624016	0.06668842	0.081414655	0.12233412	0.3155434	0.008868631	0.3389106
e	0.1143203	0.11225054	0.1838629	0.07990031	0.14384428	0.2266866	0.13913517
e	0.03285496	0.0330376	0.038491372	0.05432843	0.20354864	0.4165708	0.22116819
f	0.034296222	0.034391288	0.037306156	0.044661347	0.11701525	0.5804813	0.15184847
a	0.10564725	0.07596399	0.010394208	0.50351137	0.23431286	0.0013687242	0.0688016
b	0.025529271	0.025657868	0.03033952	0.04444234	0.17322475	0.10238044	0.59842575
b	0.03330783	0.033213742	0.036584903	0.05454438	0.15935393	0.06276688	0.62022835
r	0.19010337	0.43478623	0.054567095	0.23368096	0.04849963	0.00014967356	0.038213
i	0.04576064	0.6371291	0.15334955	0.106028296	0.024071116	0.0027802961	0.030881025
k	0.17448737	0.18408068	0.21734962	0.28748885	0.026591012	0.00012952292	0.10987297
a	0.6145908	0.08145871	0.078205876	0.14392978	0.023188338	3.4854336e-05	0.058591545
t	0.1004302	0.10239882	0.17683052	0.30289957	0.29257324	0.0018665639	0.023001092
ù	0.28686285	0.24984723	0.10983248	0.12046423	0.16598776	0.0016231146	0.06538233
r	0.024161227	0.02431612	0.02948462	0.044193298	0.17505533	0.15734152	0.5454479
i	0.029687911	0.029629707	0.036168117	0.05110821	0.14404735	0.21320611	0.49615267
</S>	0.034494866	0.034545697	0.035368	0.03765967	0.05459712	0.03072886	0.77260584
