 	ho	messo	uno	specchio	sul	muro	</S>
è	0.99472815	0.0047779903	0.00030927983	7.193248e-06	0.00017658017	3.3727244e-07	4.4052976e-07
v	0.9943369	0.005498219	0.0001635978	8.7607594e-07	3.4385485e-07	2.1195348e-08	7.8686455e-08
a	0.42668837	0.5720338	0.0006332643	0.0005562226	8.746463e-05	5.030869e-07	2.449316e-07
l	0.44750246	0.55228835	0.00020712223	1.8919544e-06	1.8742232e-07	1.3542435e-09	6.95952e-09
a	0.3546421	0.6385878	0.0006767356	0.0059804893	0.00011276393	1.4159953e-07	1.0908856e-08
è	0.19037072	0.78627276	0.023158813	0.0001928369	4.96357e-06	5.8233995e-09	2.7120103e-08
n	0.1442341	0.4186251	0.41889665	0.01797421	0.0002689699	7.436812e-08	8.4984333e-07
a	0.3067775	0.372065	0.16657762	0.14471035	0.009830053	5.2289115e-06	3.4238463e-05
n	0.14481007	0.06496547	0.7010574	0.031059533	0.0576632	6.7220444e-06	0.00043762132
j	0.06004509	0.053513616	0.40958497	0.28926456	0.18547136	0.0012505276	0.0008698721
a	0.088615224	0.13195653	0.021552162	0.523769	0.2134258	0.020484822	0.00019642028
l	0.036049362	0.04716784	0.24231175	0.27058488	0.39404485	0.0051262365	0.004715051
ì	0.03856431	0.054177083	0.089981034	0.40689653	0.36468405	0.038690794	0.007006201
s	0.0443438	0.049179323	0.13506892	0.18657479	0.48586637	0.084248036	0.014718824
t	0.021989992	0.028769251	0.14741299	0.21940519	0.3756748	0.1222671	0.084480666
o	0.080883324	0.17588538	0.02449563	0.20158681	0.51591885	0.00065898534	0.0005709851
t	0.08075955	0.08177663	0.09350533	0.10772913	0.30517238	0.10017891	0.23087807
ì	0.023595102	0.025033444	0.039688755	0.059859272	0.2653674	0.27522862	0.3112274
c	0.033723336	0.033996854	0.03809995	0.041130926	0.09891186	0.61094505	0.14319196
h	0.051041987	0.051752433	0.05542009	0.07229621	0.23945753	0.20168316	0.3283486
o	0.12864672	0.1523109	0.055829186	0.07799818	0.42567778	0.12783563	0.03170154
</S>	0.022550492	0.022634985	0.02358822	0.024383377	0.038307555	0.3888137	0.47972172
