 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.9973974	0.002415386	0.00015246714	3.248291e-05	1.6313966e-06	2.0237668e-07	3.6626552e-08	1.5879161e-08	2.8196336e-08	2.795067e-08	2.811621e-08	2.7879002e-08	2.8343647e-08	2.7993085e-08	2.7919553e-08	2.7437252e-08	2.7999652e-08	2.7894162e-08	2.7880706e-08	2.8176768e-08	2.7982674e-08	2.7969174e-08
m	0.96265924	0.036906853	0.00043089545	2.3601158e-06	4.6893132e-07	1.1484983e-07	1.0714706e-08	7.5663955e-09	7.0579445e-09	6.4568635e-09	6.554642e-09	6.8693633e-09	4.6284745e-09	6.102087e-09	6.8378334e-09	6.964882e-09	2.0737163e-09	1.4696887e-09	2.928757e-09	1.0072385e-09	1.9968884e-09	4.2417309e-10
ì	0.38454646	0.41474453	0.1942718	0.006432068	4.997721e-06	3.3615883e-08	8.50267e-09	8.4453755e-12	2.664869e-10	1.3818881e-10	1.2059505e-10	1.1808649e-10	1.5388785e-10	1.05981945e-10	1.1930039e-10	9.799578e-11	1.9775001e-11	1.5256268e-11	2.604124e-11	1.2676777e-11	1.9855504e-11	7.447532e-12
s	0.065438315	0.90535456	0.029204264	2.6702303e-06	7.5478326e-08	5.0262436e-08	2.3611737e-08	2.2534805e-09	1.39973375e-08	2.9524536e-09	2.4776137e-09	1.1178178e-09	1.9840229e-08	2.7970388e-09	3.229278e-10	4.3834616e-10	5.16431e-10	2.0061495e-09	3.1254613e-10	1.6556197e-10	8.614529e-10	1.3276916e-10
e	0.16439277	0.5445604	0.29090497	0.00014170355	1.6345348e-07	1.0628774e-08	1.3763807e-09	1.723699e-10	5.5680544e-10	3.3714934e-10	2.355078e-10	1.0029137e-10	2.0084395e-10	6.0210156e-11	6.4010915e-11	7.558502e-11	3.42631e-11	5.3543444e-11	2.3041359e-11	1.1439067e-11	4.6116416e-11	3.6100571e-12
g	0.043698873	0.60334474	0.35289094	6.539932e-05	6.55891e-08	5.6755134e-09	7.902684e-09	1.7853745e-10	6.7271333e-10	2.7114472e-10	1.6357726e-10	1.4460748e-10	5.166399e-10	1.6882933e-10	1.2907735e-10	1.3038258e-10	1.2979205e-10	1.445799e-10	1.2679365e-10	1.1747651e-10	1.4196774e-10	5.248476e-11
a	0.09246244	0.4714656	0.40299523	0.03258818	0.00046056623	2.6532636e-05	1.5482291e-06	1.07585434e-10	8.341963e-10	1.1038744e-10	6.4090934e-11	3.2597623e-11	3.1395395e-10	4.3591075e-11	1.7773661e-11	2.0780388e-11	3.631812e-12	7.4257735e-12	3.73635e-12	2.901548e-12	5.0072325e-12	9.937612e-13
p	0.054044068	0.22874267	0.712368	0.00481323	3.149096e-05	4.17834e-07	1.0795131e-07	8.993394e-10	3.7704333e-09	1.1529238e-09	5.8992156e-10	3.7125922e-10	4.2586947e-09	6.367475e-10	1.8529948e-10	2.0069003e-10	2.340065e-10	4.489222e-10	1.8210441e-10	1.5454558e-10	3.7643955e-10	9.834519e-11
ù	0.06570892	0.21686362	0.6403065	0.061079457	0.009689748	0.0062807538	7.0946255e-05	2.0374213e-08	8.465528e-08	5.3424443e-09	1.5981466e-09	2.3435082e-10	9.500858e-09	9.492158e-10	4.609319e-11	7.9112904e-11	2.699949e-11	1.901824e-10	2.4300431e-11	7.357635e-12	3.7376418e-11	1.4008159e-12
m	0.074508645	0.20472945	0.6711499	0.041962605	0.0075894417	2.873722e-05	2.9633155e-05	6.5637835e-07	6.543914e-07	5.0258187e-08	3.586034e-08	2.433022e-08	4.3683983e-08	3.0646483e-08	1.3785263e-08	1.9963625e-08	6.7482344e-09	2.5863052e-08	1.2669144e-08	1.0058575e-09	2.1893438e-09	3.7743766e-10
e	0.038932316	0.12108906	0.46348327	0.3718594	0.003257293	0.00025924356	0.0011189911	2.1973425e-07	9.918491e-08	1.6397957e-09	1.5920723e-09	2.4940014e-10	3.4270995e-09	9.049436e-11	7.398822e-11	1.219157e-10	1.9666949e-11	5.968867e-11	6.682236e-12	7.354793e-12	1.8407255e-11	3.5180953e-12
s	0.07641319	0.09882373	0.24746633	0.4814982	0.09520476	0.0005477117	4.5529458e-05	2.442859e-07	2.54873e-07	6.828955e-09	2.752666e-09	1.901247e-09	2.0376689e-08	2.0129374e-09	3.6939202e-10	5.4955435e-10	8.9155383e-10	1.750008e-09	3.5052203e-10	2.0461062e-10	1.0790581e-09	1.4587122e-10
e	0.034595445	0.06583309	0.2567414	0.5544251	0.054453775	0.02225468	0.011691445	3.1298898e-06	1.9811805e-06	3.8445027e-08	7.612686e-09	3.636179e-10	2.3145894e-08	5.6247285e-10	6.707243e-11	1.4138185e-10	3.5360603e-11	4.1512926e-10	1.8101985e-11	2.1003116e-11	2.972594e-11	1.978614e-12
s	0.06463515	0.07199863	0.11855924	0.4241101	0.3120371	0.007344043	0.0012956558	1.612818e-05	3.6930219e-06	5.2617075e-08	1.3269506e-08	4.578687e-09	9.440189e-08	8.900284e-09	5.4111066e-10	1.0922044e-09	1.2349934e-09	6.6920056e-09	5.035295e-10	2.189644e-10	1.0757986e-09	2.522501e-10
è	0.03858351	0.050029915	0.13436837	0.5274504	0.11454303	0.10443116	0.03016979	0.00029683005	0.000118741424	6.2443123e-06	5.2125506e-07	2.8844905e-08	1.4468501e-06	1.8146682e-08	9.744239e-10	2.7146412e-09	5.607195e-10	5.635375e-09	3.1564576e-10	2.944792e-10	1.5570263e-10	1.1248939e-11
n	0.04299309	0.047316402	0.07494747	0.2150802	0.5191323	0.0982924	0.0021416363	7.0776114e-05	2.1182694e-05	2.4929138e-06	4.6210064e-07	3.037112e-07	7.546892e-07	5.4808627e-08	3.1525733e-08	1.2804358e-07	1.4841082e-07	1.228875e-07	2.5693334e-08	6.708543e-09	7.831885e-09	7.1006236e-09
a	0.024190806	0.029959023	0.075165205	0.3137844	0.3585948	0.14169852	0.056366708	0.00019425782	4.5988963e-05	2.4359952e-07	6.526862e-09	3.052737e-09	9.504107e-08	3.4354591e-10	8.727137e-11	1.8210472e-10	1.6587173e-11	1.5734582e-11	9.549369e-12	5.4825493e-12	9.437216e-12	6.6645895e-12
t	0.04158839	0.043730542	0.05611909	0.16438365	0.36323932	0.18089417	0.14936705	0.00050505286	0.00016239907	5.9897884e-06	2.5708636e-07	6.471695e-08	3.962854e-06	3.1887396e-08	2.0473188e-09	1.0094069e-08	5.7529084e-09	2.1194762e-08	1.4264537e-09	6.01092e-10	2.2726843e-10	4.7825893e-10
s	0.058376722	0.056721903	0.061646912	0.19822134	0.22758357	0.3109906	0.073768295	0.0024562532	0.009596584	0.0005461957	4.9640446e-05	4.777238e-06	3.569192e-05	1.4426057e-06	1.48071555e-08	6.071211e-08	1.8975546e-09	1.154516e-08	2.6901772e-09	1.5104492e-09	1.8346009e-09	4.9547144e-10
a	0.07056559	0.013928705	0.06880672	0.66163695	0.03187975	0.14417829	0.0050291573	0.0038151015	9.480431e-05	3.1995264e-06	3.1513828e-06	1.0665175e-06	5.6295878e-05	9.3441815e-07	3.053699e-08	6.3518556e-08	1.01714726e-08	1.9989925e-09	6.595679e-09	3.360099e-09	5.9387556e-08	1.3852639e-09
l	0.04636665	0.04733565	0.05309104	0.10262465	0.288821	0.41244754	0.042142138	0.0059493748	0.00067918916	0.00039805408	2.3771536e-05	4.7513063e-06	0.000109358036	5.6434246e-06	9.214636e-08	6.1916637e-07	6.1402964e-08	3.188363e-07	2.4692437e-08	1.1942047e-09	1.7386981e-09	3.9422647e-09
ì	0.026380591	0.027325155	0.037904236	0.1476019	0.24370298	0.40778828	0.06662936	0.019706246	0.020262687	0.0018319034	0.0005318597	0.0001919636	0.00012791679	1.4282464e-05	2.8103636e-07	3.3546365e-07	1.2498505e-08	9.356361e-09	1.9786184e-09	3.1334202e-09	1.1692869e-09	1.6918719e-10
e	0.030675417	0.031189207	0.034264684	0.058555756	0.16623077	0.37461823	0.15775366	0.14098352	0.003561312	0.0006964121	0.00017054101	2.479707e-05	0.0012363845	3.3370143e-05	1.5549854e-06	3.0812178e-06	4.3760684e-07	3.6486787e-07	2.8367933e-07	1.4710633e-07	2.9642267e-08	6.47745e-08
