 	i	bambini	non	si	vestono	da	soli	</S>
t	0.6176571	0.37816414	0.0041351984	4.2225525e-05	2.2214373e-07	8.2886004e-07	1.1096752e-07	6.451472e-08
a	0.90639716	0.09072829	0.0028322507	4.2315503e-05	3.7915726e-08	6.7067076e-09	1.14987506e-10	5.1768395e-10
p	0.19380102	0.80609953	9.946958e-05	1.4396365e-08	1.4198108e-09	3.0059213e-10	1.6821826e-10	1.499604e-10
e	0.59410787	0.18087941	0.018941142	0.20463666	0.0011317447	0.0003023363	2.4520878e-07	5.892387e-07
t	0.20297071	0.76027787	0.0342908	0.0024602	3.0466103e-07	5.378638e-08	1.8334927e-09	2.7818914e-09
ì	0.2514473	0.59281695	0.027911155	0.12160681	0.004178997	0.002038235	2.4530684e-07	2.824808e-07
a	0.06485191	0.18532753	0.73957604	0.010242322	7.720273e-07	1.2965178e-06	2.4258316e-08	6.010339e-08
e	0.06028778	0.14730327	0.6156621	0.17668025	6.213411e-05	4.4541875e-06	2.3811337e-09	8.683931e-09
n	0.121480286	0.13724454	0.4214394	0.3177902	0.0017708791	0.00027357024	1.4102388e-07	8.918672e-07
i	0.119961165	0.12710625	0.23527287	0.2875059	0.21230854	0.017838908	1.4033079e-06	4.951227e-06
n	0.071544304	0.07547032	0.26253572	0.35746825	0.17934194	0.05347419	4.3717458e-07	0.00016477633
d	0.043159045	0.046133433	0.15909576	0.20170318	0.4440861	0.105632216	8.2406244e-05	0.000107863576
ì	0.37926024	0.040749893	0.0031444288	0.050999176	0.0040964764	0.5215864	9.724649e-05	6.6138935e-05
n	0.018731108	0.023003897	0.21603033	0.27107358	0.37522396	0.09537469	0.00018226894	0.00038014978
n	0.018952176	0.029635433	0.2864586	0.33698422	0.030973753	0.29448447	0.00011171208	0.002399658
o	0.025594702	0.025109231	0.015738945	0.52225953	0.00794322	0.40278283	3.318227e-05	0.0005383878
t	0.03149762	0.03227597	0.0705538	0.09444175	0.21692708	0.5377343	0.00022504639	0.016344413
t	0.040311605	0.035486393	0.010919962	0.09467483	0.3044412	0.50479513	0.007118124	0.0022527906
e	0.021822197	0.016662857	0.013533058	0.26746127	0.0032396854	0.67428607	0.0010292557	0.0019655637
m	0.058008946	0.058531046	0.06704865	0.07545721	0.10942315	0.50079215	0.004639401	0.1260995
a	0.03779613	0.026617829	0.002683974	0.0437612	0.1682314	0.5056496	0.15833133	0.05692847
n	0.044994365	0.04517172	0.050490975	0.055474985	0.13913655	0.36069897	0.04486261	0.2591698
e	0.023028875	0.023143113	0.03579699	0.046703458	0.2792657	0.38477635	0.10891954	0.09836592
c	0.027182043	0.027274191	0.03191845	0.03514817	0.14908555	0.25827447	0.37161148	0.09950564
h	0.02459659	0.024605602	0.024921449	0.027722502	0.07129879	0.13038474	0.31406608	0.3824043
à	0.040447675	0.033977	0.0065631946	0.061748408	0.01712631	0.6292536	0.18008183	0.030801974
t	0.021680525	0.021751866	0.025055734	0.02696415	0.10375873	0.18842827	0.098364286	0.5139964
u	0.041692987	0.039464492	0.020995954	0.044616483	0.093373485	0.18263212	0.2980413	0.27918315
</S>	0.02959932	0.030368967	0.02959232	0.030738488	0.031996097	0.040540595	0.23438329	0.5727809
