 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.9923124	0.0061534974	0.00073347194	0.0007264583	6.192865e-05	1.2144465e-05	2.5265496e-08	2.88475e-08
g	0.9686377	0.031232402	0.00010387288	2.591619e-05	5.107139e-08	1.5037015e-08	1.5396124e-09	1.4228906e-09
r	0.50045216	0.4813808	0.016546104	0.00059688656	0.0009210673	0.00010292268	2.1020005e-08	4.3791072e-08
a	0.9305175	0.06938369	5.0763985e-05	3.869076e-05	7.764009e-06	1.5833147e-06	5.4244225e-08	1.4759381e-10
t	0.19555765	0.7933219	0.009928787	0.0011909035	6.3921124e-07	4.9741978e-08	8.0470997e-10	2.2055857e-09
s	0.22141574	0.76167995	0.011605789	0.00046946394	0.0042936835	0.0005350411	3.1321582e-07	1.0049471e-09
a	0.12990168	0.86873287	0.0011501126	5.8279424e-05	0.00015500962	2.1024046e-06	1.3430656e-08	1.1950184e-09
è	0.06437012	0.13590504	0.54953337	0.24848261	0.0017051313	3.5600842e-06	1.1476157e-07	3.0405886e-08
n	0.03961915	0.083831534	0.53207254	0.33554217	0.008933357	1.0563728e-06	2.3307974e-08	2.562617e-07
a	0.09007707	0.11441078	0.4622175	0.3121794	0.021078587	3.616804e-05	4.0695116e-07	1.3207865e-07
n	0.06361275	0.07096146	0.18457925	0.56852674	0.11160485	0.00069018116	1.1605228e-05	1.3210455e-05
g	0.056881074	0.06414624	0.19014116	0.22958231	0.44855687	0.0087052705	0.0017129618	0.00027410276
r	0.11204601	0.24942385	0.0031754433	0.0009850666	0.5545214	0.079637975	1.3662055e-05	0.00019655448
à	0.02376886	0.12604931	0.0058686836	0.0039113252	0.777276	0.06290157	5.0745184e-05	0.00017352626
m	0.02984907	0.034656662	0.16335335	0.5331167	0.22576612	0.0070574167	0.0052392427	0.00096144894
m	0.05162614	0.055883884	0.1362654	0.26539353	0.41925716	0.04037511	0.028292282	0.0029065933
a	0.10563955	0.24572651	0.012388406	0.012717916	0.47869706	0.14472544	5.9497586e-05	4.558546e-05
u	0.056483433	0.057339832	0.07327132	0.19157231	0.20765808	0.37744927	0.02293122	0.013294576
d	0.041164186	0.041544054	0.049648337	0.10804669	0.11725709	0.39304313	0.21529594	0.034000576
e	0.05917354	0.06183617	0.029483873	0.011442171	0.26417598	0.3129131	0.17856695	0.08240818
r	0.0476238	0.047856025	0.05157129	0.078681484	0.08590616	0.30782402	0.25144193	0.1290953
f	0.03610579	0.03735978	0.022802794	0.012059595	0.16818547	0.33458138	0.29956555	0.089339666
ù	0.0058893193	0.054419678	0.00065282115	0.00048818678	0.1308965	0.79100335	0.015886575	0.0007635692
m	0.024358328	0.024457395	0.026615221	0.041263483	0.043648146	0.1507986	0.53863233	0.1502265
m	0.026055375	0.02652451	0.022655169	0.018914811	0.046108223	0.16715068	0.4210788	0.2715124
u	0.013108352	0.0508261	0.0009725594	0.000675136	0.06510565	0.84083164	0.027722064	0.0007585526
</S>	0.02368828	0.024097688	0.024462348	0.026614878	0.02709177	0.04587397	0.3263222	0.5018489
