 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.97216403	0.027799752	3.216492e-05	3.808757e-06	1.11108214e-07	1.4546746e-08	4.228962e-09	3.4899938e-09	3.5637253e-09	3.7223424e-09	4.517284e-09	8.785014e-09	3.7156391e-09	3.491898e-09	3.7372034e-09	3.66962e-09
t	0.91135865	0.06574626	0.0227754	6.310287e-05	2.3972238e-05	2.1260657e-05	1.0459569e-05	1.3833281e-07	4.33066e-07	1.1851735e-07	4.027511e-08	1.1686076e-07	2.7715679e-08	4.0933628e-08	2.1218352e-08	2.0187926e-08
t	0.13514751	0.8529005	0.008427842	0.0032020514	0.00031968183	2.289661e-06	1.4856536e-07	1.8520589e-10	1.8992738e-09	2.2259887e-09	3.230766e-10	1.2878121e-09	3.955064e-11	2.5191661e-11	7.756333e-12	7.86642e-12
ù	0.78468895	0.20726253	0.0076145376	0.00042874194	5.078854e-06	1.7702918e-07	1.4676618e-08	4.3972384e-10	2.318884e-10	5.932183e-10	7.3756244e-11	1.2514005e-09	5.367032e-11	5.940423e-11	4.2180426e-11	3.0032855e-11
s	0.39984503	0.54708153	0.05301802	4.9705803e-05	4.8135294e-06	8.506308e-07	4.5624414e-08	3.9001837e-09	9.865166e-09	1.1863514e-08	9.178466e-10	1.0974992e-08	6.5147415e-10	6.4013844e-10	3.743807e-10	2.2056443e-10
t	0.14810301	0.40378726	0.44443414	0.003672909	2.637715e-06	3.0337628e-08	3.5709573e-09	2.3109898e-09	2.766836e-10	7.6643486e-10	4.7752413e-10	6.9659944e-10	4.4648227e-10	8.185368e-11	1.6282181e-10	2.2408388e-11
o	0.570685	0.4217687	0.007523504	2.2093938e-05	2.2132846e-07	4.3225458e-07	3.8436298e-08	4.1634265e-09	9.838471e-10	8.234819e-10	4.576562e-10	3.6169007e-10	1.6097175e-10	4.2618784e-11	1.3254509e-11	4.3532785e-11
s	0.08152097	0.34225172	0.55317616	0.022950156	0.00010092169	6.706679e-08	2.825278e-08	6.6377073e-09	6.3387445e-10	2.380397e-09	1.141968e-09	8.217669e-09	8.580624e-10	1.6189013e-10	8.5006896e-10	1.1139021e-10
p	0.05088527	0.27628124	0.52439606	0.14310248	0.005258827	7.583193e-05	2.785782e-07	9.6160395e-09	7.134604e-10	7.2523776e-10	1.1749267e-10	1.2832971e-09	1.5866285e-10	2.2181866e-11	4.2085512e-11	1.6432364e-11
ì	0.25306946	0.6675687	0.07232207	0.0069176955	9.954268e-05	2.2294633e-05	2.236098e-07	8.959007e-09	5.4968545e-09	1.2959307e-10	1.2257288e-08	3.4285408e-11	4.1429247e-09	4.68407e-11	6.2911638e-12	1.9407416e-10
t	0.06522649	0.21426664	0.65220904	0.060404874	0.007415192	0.00045018818	2.6990201e-05	1.01290105e-07	4.2082715e-07	5.8209192e-08	1.0063455e-08	1.9117309e-08	1.3950573e-09	2.1162616e-09	6.658401e-10	7.0047607e-10
i	0.044191886	0.13735408	0.50708073	0.2929729	0.016665075	0.0017161535	1.9116767e-05	1.7912093e-08	1.0449784e-08	2.2276347e-09	7.6874807e-10	2.0875675e-08	1.009102e-09	4.2995944e-11	5.878284e-11	4.820629e-11
è	0.040644318	0.06274984	0.26184097	0.5898643	0.044779163	0.00011808141	2.888687e-06	3.6484207e-07	2.2568244e-08	1.2956713e-08	3.4415333e-09	2.3069353e-08	2.6929978e-09	1.856744e-10	1.0426984e-09	7.4610595e-10
c	0.029688846	0.058550872	0.28648448	0.4761393	0.14828776	0.0008095035	3.7226186e-05	1.608655e-06	3.1576855e-07	2.857609e-08	3.448164e-08	2.308656e-08	6.8439525e-09	4.9688307e-09	9.41971e-09	3.919207e-09
h	0.073998176	0.07091566	0.16173247	0.59441686	0.09788159	0.001024719	2.956224e-05	9.1236643e-07	1.6085076e-08	8.871256e-09	4.9624846e-09	1.9242579e-08	2.318513e-09	4.4440892e-11	1.7358294e-10	6.697121e-11
