 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.9336004	0.06635374	4.5191835e-05	6.1925573e-07	2.6586868e-08	1.1382904e-08	7.711658e-09	6.704389e-09
t	0.8774379	0.122398384	0.0001635837	9.6882836e-08	8.36521e-09	3.8251177e-10	3.5412945e-10	3.428594e-12
i	0.99041545	0.0095101185	7.276052e-05	1.5857098e-06	8.684801e-08	2.340881e-09	3.1478223e-11	6.6248023e-12
p	0.18174766	0.81794417	0.00030793058	2.202363e-07	1.1641815e-08	1.900231e-09	2.6952807e-10	6.1740557e-10
à	0.37133783	0.5343321	0.08506069	0.008045599	0.0011999826	2.3722803e-05	6.057486e-08	9.007763e-09
s	0.23234272	0.6877674	0.07979266	9.449084e-05	2.5979914e-06	7.4213084e-08	1.6439747e-08	2.9815475e-08
t	0.20673124	0.71524674	0.07240392	0.0053989263	0.00021870562	5.5418286e-07	4.5933093e-10	2.5780583e-10
a	0.20693643	0.75143665	0.041488525	0.00013499994	2.245631e-06	1.1204403e-06	1.0490788e-08	3.0709565e-10
v	0.112422355	0.2035945	0.6702021	0.013488336	0.00029252723	1.3686358e-07	1.0194162e-09	2.585314e-08
à	0.08831966	0.21309827	0.6384695	0.04505506	0.014911157	0.00014633134	2.8122594e-08	4.781502e-10
l	0.060707036	0.083529405	0.5363527	0.30764917	0.011746369	1.4511058e-05	2.4178073e-07	5.4928813e-07
e	0.056459576	0.09274854	0.5844178	0.24859837	0.017679393	9.613712e-05	1.2742652e-07	1.4127575e-08
à	0.06938342	0.07240121	0.1972744	0.5674482	0.093437	5.5613207e-05	1.3795281e-08	1.3325864e-07
l	0.0252781	0.028239502	0.16006826	0.43516374	0.35061702	0.0006282555	3.3577955e-08	5.0824506e-06
a	0.045894273	0.047831252	0.12960051	0.47247604	0.3033643	0.0008037793	9.176064e-06	2.0658887e-05
e	0.08545377	0.08583655	0.10014506	0.21064599	0.48736465	0.030358845	5.4986787e-05	0.00014009373
t	0.051719025	0.05198876	0.06079707	0.09925088	0.42311078	0.31147146	0.00019730744	0.0014646957
è	0.07025202	0.069140606	0.08264397	0.1763007	0.52226144	0.07561409	0.0010487479	0.0027384197
l	0.04501254	0.04516122	0.05065795	0.0962245	0.30315498	0.44701722	0.007705816	0.005065733
i	0.03400129	0.034212064	0.04303416	0.120542295	0.3925617	0.34494963	0.017930442	0.012768381
t	0.051175863	0.05119336	0.05194545	0.05765089	0.08416321	0.33929902	0.32454535	0.040026814
à	0.03481689	0.034382813	0.033874813	0.04465798	0.1243531	0.43485433	0.1884235	0.10463658
l	0.033281084	0.033294547	0.03379833	0.03756962	0.055153526	0.24294105	0.45091984	0.11304206
a	0.020145584	0.020151118	0.020986324	0.028193176	0.06537549	0.29565623	0.33001462	0.21947749
</S>	0.032609597	0.0326097	0.03269594	0.033427108	0.036656182	0.07236456	0.37994102	0.37969586
