 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	0.96638286	0.03358929	1.6593594e-05	1.1022325e-05	2.0030838e-07	5.0726827e-09	7.632564e-09	3.815356e-09	3.1543235e-09
o	0.99769163	0.0022334498	7.21224e-05	2.8137918e-06	2.4348783e-08	4.691887e-10	2.6389814e-11	1.2951441e-11	1.3883259e-12
f	0.78134745	0.21817283	0.00047747756	2.2788445e-06	1.7770285e-08	1.0766299e-09	2.2966156e-09	7.557706e-10	7.7506235e-10
à	0.74903035	0.11904721	0.06437244	0.058604073	0.008933496	1.1828842e-05	5.915351e-07	2.1145317e-08	6.723644e-09
i	0.19532564	0.75591266	0.048375525	0.00038489088	1.0798135e-06	1.094762e-07	5.2821875e-08	2.9016466e-08	3.580384e-08
e	0.05450331	0.19156907	0.5125661	0.24064875	0.0007127604	1.3760817e-08	1.4651519e-09	1.3136613e-10	2.9049224e-10
e	0.07143089	0.11865149	0.53696924	0.27059695	0.0023505073	8.330712e-07	8.688214e-08	4.3092788e-10	1.0302308e-09
t	0.0793074	0.09220971	0.24060611	0.5452866	0.042045802	0.00053611846	8.1584085e-06	5.321127e-09	4.925701e-08
è	0.0660351	0.045725126	0.23814504	0.55256355	0.07507952	0.020768436	0.001680651	1.910888e-06	6.6524166e-07
l	0.046158742	0.06554286	0.28576413	0.53142804	0.07105411	4.9226313e-05	2.0648267e-06	2.6749007e-07	5.348936e-07
i	0.046542622	0.064764515	0.32491332	0.54403114	0.019643407	8.536661e-05	1.9475414e-05	1.10954325e-07	4.0513807e-08
f	0.07142908	0.074729554	0.113368325	0.3403487	0.39575532	0.003019476	0.0013419022	1.9853771e-06	5.7093557e-06
a	0.081557065	0.020429842	0.14811453	0.49102798	0.05428016	0.20134597	0.0029456774	0.0002904325	8.435942e-06
m	0.099516995	0.10131734	0.12984337	0.2984847	0.32400554	0.026486402	0.01993225	0.00032541234	8.797595e-05
è	0.044454824	0.011152183	0.05086431	0.1748647	0.07712992	0.6131315	0.008911274	0.018773591	0.0007176612
n	0.058715545	0.05972141	0.07092115	0.13928552	0.3734955	0.17770147	0.11883166	0.0011900791	0.00013767031
o	0.02791448	0.028517649	0.040149804	0.111019336	0.3160129	0.20115802	0.2724509	0.0026302983	0.00014668987
s	0.028545296	0.028702661	0.030753173	0.04230434	0.08994243	0.26247606	0.45433387	0.053161286	0.009780949
ù	0.030674975	0.018387204	0.033316683	0.06552419	0.11691468	0.5230551	0.08327539	0.12363962	0.0052121636
b	0.031103246	0.031242136	0.032830473	0.041700102	0.07891224	0.26467842	0.40299004	0.10468348	0.011859823
i	0.017832099	0.01796154	0.022051478	0.04614693	0.13750738	0.3021341	0.33240813	0.10411818	0.019840218
t	0.03322166	0.03323383	0.03364513	0.035753243	0.043831196	0.09697453	0.20571685	0.44626445	0.07135902
o	0.02507641	0.012415903	0.023354499	0.027426856	0.030776437	0.14036937	0.15876834	0.5379348	0.04387744
è	0.04199184	0.041452553	0.04217446	0.04335383	0.047567666	0.07122417	0.12849848	0.36922085	0.21451616
p	0.025456212	0.025490569	0.025849989	0.027794756	0.035372123	0.08870217	0.19016801	0.5234492	0.057716954
r	0.027905487	0.02611955	0.02792939	0.029216781	0.033120696	0.06576694	0.12708826	0.5798935	0.0829594
è	0.036002297	0.0012711291	0.0047838124	0.0066852374	0.0028702752	0.042151496	0.01839165	0.87977463	0.008069489
s	0.017960645	0.017971393	0.01809055	0.018728456	0.02114767	0.03770504	0.07296561	0.36659405	0.42883655
t	0.021464482	0.016816435	0.021056712	0.021895712	0.023981892	0.04091875	0.07558231	0.4398986	0.33838513
o	0.04466267	0.0025676026	0.012928464	0.013640017	0.008221521	0.08330981	0.033391427	0.7969491	0.0043295147
</S>	0.030291885	0.030232456	0.030292256	0.030458046	0.03095049	0.033971924	0.039758682	0.22642231	0.54762197
