 	forse	stanno	ancora	svegli	</S>
f	0.99699175	0.0027202794	0.00019793445	8.3432715e-05	6.640715e-06
ò	0.99723804	0.0027585744	3.3614792e-06	2.6967104e-08	1.3903415e-08
r	0.9860234	0.013975613	9.313809e-07	5.138296e-08	3.921301e-08
s	0.7214385	0.27842382	0.0001348511	2.7372334e-06	1.2175632e-07
i	0.9990095	0.000989711	3.8530928e-07	1.8446394e-07	1.6370709e-07
s	0.18908383	0.8108936	2.2204118e-05	4.1569402e-07	3.6797044e-08
t	0.15712681	0.84009886	0.0026960056	7.592657e-05	2.4181936e-06
è	0.8866044	0.113312334	2.7852759e-05	2.2488772e-05	3.2722623e-05
o	0.12785359	0.8452435	0.026441146	0.00045973103	2.00607e-06
n	0.030916044	0.5317382	0.4181712	0.01868883	0.00048566924
e	0.33333248	0.6170481	0.047545206	0.0010781602	0.0009960104
a	0.043024834	0.12480348	0.75153667	0.07278445	0.007850494
n	0.03244615	0.07686328	0.6824531	0.17797692	0.030260447
k	0.18205576	0.220427	0.47673658	0.023585923	0.09719468
ò	0.4765457	0.063442245	0.014710017	0.012674905	0.43262717
r	0.02608836	0.06632817	0.42513394	0.05738691	0.4250626
a	0.13244364	0.21736434	0.60690325	0.019610886	0.023677848
a	0.06009761	0.06379147	0.20930694	0.5914248	0.07537916
t	0.021300439	0.023984965	0.13667782	0.41974974	0.39828706
s	0.04757136	0.051309917	0.110304214	0.09527378	0.6955407
ù	0.19817057	0.008314256	0.0011620934	0.005736051	0.786617
n	0.046628032	0.049614385	0.21783501	0.37242892	0.31349364
n	0.03182763	0.03892867	0.3602758	0.32513162	0.2438362
i	0.45699826	0.15704523	0.15151595	0.01827152	0.216169
t	0.02127273	0.022212878	0.07312733	0.3527357	0.5306514
i	0.38773	0.42612278	0.030635959	0.005597001	0.14991426
</S>	0.051804863	0.051690534	0.050293043	0.13340752	0.712804
