 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.6271886	0.36682916	0.00522326	0.000736109	8.745412e-06	1.0829753e-05	1.0550847e-06	4.0879868e-07	1.2195189e-06	1.6352858e-07	1.1017136e-07	1.095671e-07	1.0779592e-07	1.08198414e-07
n	0.2766218	0.72109246	0.00228513	5.6443787e-07	1.8556768e-09	1.7411204e-09	1.2425959e-09	1.1418612e-09	1.1402027e-09	1.0033966e-09	1.129971e-09	1.1321671e-09	1.1206238e-09	8.6421176e-10
è	0.45572388	0.1900192	0.26353672	0.09042212	0.00016208636	7.489813e-05	6.0480612e-05	4.0298264e-07	2.0524749e-07	5.4507843e-09	9.234142e-11	3.0715638e-10	9.0082324e-11	6.412953e-11
r	0.06599986	0.14579305	0.620545	0.16763352	1.6653692e-05	1.1281258e-05	5.1079843e-07	2.3053225e-08	2.419102e-08	7.181866e-09	6.453532e-09	9.1694796e-10	4.4767218e-10	2.8594024e-10
t	0.120349124	0.36081412	0.4812769	0.0373962	0.0001294948	3.2690747e-05	1.0800243e-06	2.727888e-08	3.3288683e-07	1.6831267e-09	5.6861055e-10	1.9644246e-10	1.5732807e-10	7.701562e-11
i	0.8838198	0.09857858	0.016131235	0.0014666942	5.006088e-07	3.0643964e-06	4.7808918e-08	1.391918e-09	6.9829795e-09	6.3448063e-10	2.3793978e-10	4.050123e-11	1.7708904e-11	9.104816e-12
s	0.054273285	0.12067191	0.528632	0.29642165	6.146113e-07	4.692875e-07	5.421797e-08	3.7283603e-09	5.3987206e-09	9.940373e-10	9.3067326e-10	2.0818755e-10	1.4682201e-10	2.056236e-10
e	0.25136265	0.21498021	0.29439962	0.23145625	0.005141253	0.0016224021	0.001027365	8.099375e-07	9.4519455e-06	1.5912267e-08	1.1938958e-09	3.3290729e-10	8.6809115e-11	3.445758e-11
s	0.06767767	0.08166775	0.23138835	0.61910075	0.00012709592	2.2790235e-05	1.5508647e-05	4.3508038e-08	3.4715892e-08	2.5079085e-09	1.9973787e-09	8.5388996e-10	4.960786e-10	8.675998e-10
e	0.09242419	0.12229522	0.2799878	0.43245098	0.040955514	0.010180566	0.021449242	0.000111153546	0.00014494626	4.564117e-07	1.1033524e-08	1.6104523e-09	5.864218e-10	2.1228586e-10
t	0.070300005	0.078140326	0.16892736	0.6681869	0.0062874206	0.005660794	0.002494316	1.8909574e-06	9.596907e-07	1.8058566e-08	8.4974925e-09	1.4002135e-09	6.481079e-10	1.9594528e-09
t	0.06369236	0.06797315	0.10702983	0.53134996	0.121910036	0.043022353	0.051350016	0.008177615	0.005413575	7.9256184e-05	1.8258769e-06	3.2615993e-08	4.980652e-09	3.3352332e-09
à	0.0061928513	0.0036098475	0.11138953	0.72267187	0.10138357	0.049873676	0.0008942992	0.0003509411	0.0035914918	4.0731004e-05	1.1146717e-06	4.3999297e-08	1.6287894e-08	4.496003e-09
a	0.06419121	0.044209108	0.11161568	0.394832	0.29677686	0.07320784	0.015144404	1.0246705e-05	1.1826322e-05	3.0060667e-07	2.7340914e-07	1.484971e-07	3.492225e-08	1.9270235e-08
n	0.04769821	0.050568976	0.08495163	0.31100106	0.10783721	0.28741837	0.10678809	0.0012184819	0.0025166245	1.0200015e-06	3.8001392e-07	4.437431e-09	1.8943458e-09	6.1299703e-09
d	0.04398535	0.016209695	0.056537192	0.15527059	0.27946112	0.18060912	0.25217715	0.011293132	0.004432473	1.04149885e-05	1.3709372e-05	3.188675e-08	5.997711e-09	3.912169e-09
e	0.028667508	0.008202276	0.18892717	0.4148364	0.06135116	0.2684449	0.006163797	0.0068710893	0.014797095	0.0016998643	3.8282396e-05	4.098665e-07	1.8852349e-08	1.615288e-08
