 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.99433964	0.0056225825	3.7130285e-05	1.8670295e-07	4.962784e-07	3.3129066e-08	1.285098e-08
ò	0.9747048	0.025283128	1.2118099e-05	5.2837428e-09	6.2504717e-09	1.6096188e-10	7.1513754e-12
p	0.9215819	0.07840938	8.324896e-06	3.1003182e-07	4.5126253e-08	2.4994868e-08	3.268394e-08
u	0.8079617	0.19181783	0.0002203974	1.02545684e-07	2.4439611e-08	9.7468424e-09	1.05134415e-10
o	0.22057432	0.7794153	1.0338191e-05	2.1188884e-08	2.7866647e-09	1.3810629e-09	5.019607e-10
G	0.14130516	0.39741683	0.46085966	0.00041602054	2.3874436e-06	8.941914e-09	9.007011e-09
i	0.2112926	0.28028563	0.4076701	0.052906863	0.04342693	0.0043855524	3.225594e-05
o	0.11508581	0.52268827	0.36160615	0.00061159604	2.7365938e-06	3.532231e-06	1.8648623e-06
v	0.10554026	0.22833277	0.6539886	0.012036152	9.295779e-05	4.096857e-06	5.1199772e-06
à	0.11576482	0.17094709	0.4866754	0.13737075	0.06805743	0.021018839	0.00016565734
n	0.056897074	0.10826715	0.68269783	0.14701992	0.00482377	0.0002852762	9.06484e-06
n	0.049657073	0.14944626	0.65484965	0.07172851	0.07382012	0.0004722923	2.597313e-05
i	0.16965061	0.35800573	0.4132452	0.056753565	0.0022671225	5.9301932e-05	1.8416473e-05
j	0.044034854	0.05531397	0.27301916	0.53387964	0.07480872	0.017603684	0.0013399497
ù	0.054641474	0.06165932	0.2417046	0.48903066	0.11225808	0.04007268	0.0006332115
r	0.036503002	0.04217418	0.15458815	0.45933422	0.26848713	0.031500846	0.007412494
i	0.017946314	0.029671978	0.20966417	0.34691793	0.31311738	0.05666469	0.02601751
s	0.051633894	0.053196575	0.08055707	0.20731741	0.52829885	0.04602115	0.032975107
e	0.024804495	0.026896039	0.07264573	0.32612896	0.34705603	0.16494887	0.03751987
è	0.070186436	0.07081813	0.08160687	0.1410843	0.3501944	0.14269096	0.14341894
s	0.024899496	0.025426423	0.03454132	0.123458706	0.23122737	0.52751815	0.03292854
s	0.03098544	0.03139779	0.03955781	0.10673108	0.2221465	0.535806	0.03337533
u	0.02850776	0.018632447	0.040165402	0.012538747	0.7468177	0.14489213	0.008445746
</S>	0.028424898	0.02850025	0.029808318	0.03948617	0.06290848	0.26010185	0.55077004
