 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
t	0.5739225	0.4101627	0.015889592	2.2127842e-05	2.8851575e-06	1.974045e-08	1.0352642e-07	6.829353e-08	1.6946785e-08
a	0.8871575	0.11136553	0.0008387806	0.0006378396	3.8535785e-07	2.1191093e-09	3.9195562e-09	1.2991706e-10	3.423923e-10
p	0.18934129	0.81060255	5.584365e-05	2.9499662e-07	3.696138e-10	4.4773973e-10	2.101061e-10	1.5330552e-10	1.3736846e-10
e	0.68946546	0.19639012	0.02113244	0.08700222	0.00594892	1.7045182e-05	4.3396e-05	1.0326059e-07	2.9148177e-07
d	0.20632723	0.78808516	0.0036799454	0.001907377	2.4031272e-07	2.344133e-08	1.7382048e-08	1.140873e-09	1.1020851e-09
ì	0.24826023	0.6293112	0.028192038	0.08700789	0.006311058	0.0005042184	0.00041283158	8.168637e-08	4.3398722e-07
a	0.11515199	0.4382897	0.3112837	0.13511755	0.00015552898	6.788479e-07	8.0948683e-07	6.285014e-09	1.22938e-08
m	0.10621719	0.33791006	0.36576226	0.18913144	0.000978146	6.4152624e-07	2.9338457e-07	6.6936406e-10	6.5950456e-10
i	0.34648195	0.37991056	0.06397664	0.10763557	0.10141882	0.00031459876	0.0002616336	7.984512e-08	1.9268649e-07
n	0.04681597	0.068440214	0.53290224	0.32932657	0.022491219	1.4214566e-05	9.216215e-06	5.301034e-08	2.3479706e-07
c	0.04358779	0.0709201	0.083533704	0.5846853	0.14643942	0.06904949	0.0017827796	5.175111e-07	9.285213e-07
i	0.22826819	0.09962367	0.005641802	0.32559502	0.33694798	0.0026415703	0.0012813	7.007989e-08	4.1065397e-07
à	0.021571413	0.029068017	0.31939974	0.3839527	0.2362416	0.007769672	0.0019946736	6.875821e-08	2.040407e-06
e	0.02034841	0.03648635	0.36376944	0.40683094	0.110451706	0.05900923	0.0030896007	1.3481571e-06	1.2968668e-05
n	0.047063578	0.050884914	0.29169106	0.42418465	0.17670375	0.00853922	0.00091586047	9.74038e-07	1.5959453e-05
i	0.04202885	0.043551717	0.09324936	0.35048646	0.201704	0.23304613	0.035917554	2.3389248e-06	1.3628503e-05
n	0.05354034	0.05455436	0.09199548	0.18792245	0.32226744	0.25414145	0.034145396	3.8514892e-05	0.0013945452
d	0.033278096	0.034063365	0.022222348	0.14306179	0.18790258	0.44585502	0.13283262	0.00043977433	0.00034444986
ì	0.2862149	0.026199877	0.00094964873	0.017377852	0.06535082	0.015016357	0.58787465	0.0006482882	0.00036763612
n	0.014659376	0.015805954	0.0924146	0.15349838	0.2380497	0.32380483	0.15449023	0.00063399196	0.006642961
n	0.013294073	0.015527246	0.13379274	0.19738801	0.27631688	0.059997916	0.2808203	0.0007841426	0.022078702
u	0.005468108	0.008676447	0.00083144876	0.021388426	0.3769541	0.0062904023	0.5767825	0.00018818145	0.0034203553
t	0.026982618	0.027285604	0.039299693	0.052418828	0.1050707	0.23755203	0.46428388	0.0040560765	0.04305051
t	0.034150045	0.027858289	0.00427511	0.028928153	0.105234005	0.27507606	0.4746409	0.040161844	0.0096755205
e	0.010789196	0.009343257	0.00047820705	0.055272378	0.25404847	0.004159177	0.6551178	0.002947663	0.0078438595
m	0.040365506	0.04159826	0.042991098	0.0469498	0.058594253	0.10769947	0.2795934	0.034323476	0.34788477
a	0.04259427	0.021334635	0.001429829	0.0072094784	0.054593578	0.10134653	0.40374786	0.29877305	0.06897085
n	0.03049326	0.030782359	0.03195145	0.034408603	0.042428892	0.09128868	0.20011152	0.08294862	0.45558667
i	0.023972519	0.024572827	0.028893624	0.038107663	0.06758911	0.25047803	0.35147738	0.12373497	0.09117382
c	0.019242	0.019265885	0.020966439	0.022832142	0.0299466	0.09814183	0.168682	0.3783213	0.24260184
h	0.04086639	0.04067993	0.038019136	0.042413283	0.04904077	0.09100118	0.14850998	0.28952834	0.25994095
ò	0.017015362	0.026707703	0.0006830485	0.029753027	0.19201262	0.016134225	0.40726057	0.12549508	0.18493842
t	0.021388605	0.021415513	0.022945082	0.024486449	0.030378979	0.08871324	0.15418094	0.1203815	0.51610965
t	0.040494833	0.036706094	0.022170754	0.029476268	0.045735106	0.07464704	0.12817553	0.3347246	0.28786987
o	0.0045345617	0.01191614	0.00029240706	0.061919276	0.1319999	0.0076892315	0.4971001	0.114046365	0.17050207
</S>	0.025705203	0.028643863	0.027048131	0.02890744	0.029464414	0.03239916	0.03882633	0.2113929	0.57761264
