 	non	ci	dimentichiamo	mai	</S>
e	0.9685218	0.030821236	0.0006292627	2.6189755e-05	1.6379307e-06
n	0.9770448	0.022951048	3.441704e-06	2.4783554e-07	3.8545454e-07
è	0.7387548	0.26075697	0.00047721932	1.0976567e-05	1.8944592e-08
n	0.67493033	0.3231786	0.001886771	3.7173809e-06	6.328675e-07
a	0.31730047	0.6687011	0.0137541285	0.00022052146	2.3815772e-05
a	0.111371234	0.86996436	0.018640932	1.2040977e-05	1.14449185e-05
l	0.1483137	0.33737513	0.49222952	0.016830038	0.0052515795
l	0.17933947	0.016615575	0.7008816	0.10160524	0.0015581006
i	0.51792693	0.33725965	0.13352993	0.006821187	0.00446231
m	0.10245904	0.7713495	0.08438024	0.040071905	0.0017393945
o	0.062083233	0.08001771	0.7920164	0.04772596	0.01815674
n	0.17647643	0.38735145	0.38765773	0.03518093	0.013333406
i	0.036361624	0.15119292	0.48012957	0.21531354	0.117002316
s	0.04492195	0.078122206	0.22031842	0.622339	0.034298416
t	0.07164334	0.056405462	0.41140673	0.18441492	0.27612957
ù	0.009622137	0.033083916	0.86246777	0.054404754	0.040421456
m	0.02425313	0.030828647	0.03456809	0.5186735	0.39167663
e	0.023371417	0.029225802	0.08004873	0.5195692	0.34778485
s	0.024157709	0.025476722	0.03454534	0.42330736	0.4925129
t	0.025940793	0.02382129	0.051435456	0.64871645	0.25008604
a	0.038528096	0.030804632	0.18803842	0.71428406	0.028344711
m	0.023590853	0.02448129	0.030432884	0.3788982	0.54259676
à	0.03267756	0.02822214	0.04692931	0.59365124	0.2985198
i	0.024225753	0.02484646	0.029210245	0.35526988	0.5664477
</S>	0.028573558	0.029063458	0.03249588	0.3273221	0.58254504
