 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.9754152	0.0055919546	0.017009767	0.0019340279	4.8079724e-05	5.5945304e-07	3.5133834e-07
c	0.9896848	0.009438731	0.0008057014	5.3579024e-05	1.6182634e-05	5.343848e-07	5.225398e-07
h	0.04360429	0.94119	0.015121756	8.088718e-05	2.9686278e-06	9.390546e-08	1.4409489e-09
a	0.28647658	0.5649852	0.14086059	0.0068418975	0.0008356185	5.620629e-08	3.5014727e-10
n	0.04128824	0.9458328	0.012876094	2.9121695e-06	6.9025505e-09	4.0819242e-10	3.2150316e-10
a	0.19723918	0.7673084	0.03447287	0.0009548892	2.430207e-05	2.399316e-07	2.170573e-08
a	0.03467614	0.6702015	0.29273397	0.002379051	9.4525485e-06	1.4624785e-08	2.2167217e-09
g	0.031619586	0.43105102	0.484181	0.050847698	0.0023002694	4.4304e-07	2.7169891e-08
o	0.0020730796	0.0322921	0.4937129	0.42883527	0.042587228	0.0004953121	4.132758e-06
r	0.021859165	0.2753353	0.66390634	0.038779426	0.00011549594	3.139286e-06	1.122584e-06
à	0.011345008	0.47793782	0.3400742	0.10060062	0.06939573	0.0006407831	5.7949364e-06
s	0.03221967	0.15976514	0.45351604	0.3503789	0.0040984536	1.7306213e-05	4.55177e-06
o	0.022764012	0.23697059	0.58833814	0.13305143	0.018626451	0.00015499919	9.439582e-05
o	0.045722935	0.061146017	0.1581032	0.6767863	0.05806581	9.651398e-05	7.923699e-05
s	0.06834548	0.08110521	0.14719121	0.6258054	0.069700286	0.0008529913	0.006999466
s	0.0040873443	0.06760023	0.36935416	0.4356733	0.10454116	0.017666165	0.0010778072
o	0.0012322005	0.0001308789	0.28341532	0.66839343	0.04413628	0.00041115578	0.002280767
m	0.03818039	0.040880095	0.056601584	0.26157212	0.5693558	0.028468013	0.0049419664
ì	0.008789408	0.020183943	0.06615485	0.3151851	0.12890483	0.1550468	0.30573502
k	0.05222774	0.053492896	0.062927015	0.18755317	0.5937054	0.033134103	0.016959645
a	0.008695198	0.015700705	0.036056876	0.15445285	0.24270052	0.2431995	0.29919437
m	0.07077099	0.05591965	0.07584628	0.10446991	0.23797685	0.10898332	0.34603298
è	0.0020536967	0.010925771	0.039256513	0.073399365	0.15232153	0.55935824	0.16268493
r	0.0228233	0.022966707	0.023892207	0.034627263	0.08547098	0.35782313	0.4523964
i	0.01207119	0.01488486	0.020483028	0.043326795	0.13845684	0.41849703	0.35228026
</S>	0.031897727	0.0270421	0.033049665	0.036867935	0.053492054	0.2544583	0.5631922
