 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.98406386	0.015862897	4.139739e-05	2.6493168e-05	5.3059707e-06	1.1244744e-07	1.3497765e-08	8.4573575e-09	8.440212e-09	8.8453165e-09	7.400681e-09
t	0.980191	0.019797843	1.0154752e-05	5.683057e-07	3.8512206e-07	2.5508099e-08	3.1114e-08	8.67138e-09	7.123773e-09	2.2593525e-09	2.465632e-09
e	0.7508586	0.15526913	0.0203675	0.0721443	0.0012460742	0.000110791625	3.6017154e-06	7.3074226e-08	2.1592253e-08	3.4598215e-09	4.9164295e-10
l	0.65600777	0.34227434	0.0017121586	5.0489825e-06	7.219264e-07	6.3829346e-09	8.484383e-09	2.239984e-09	1.131496e-09	5.886179e-10	6.114952e-10
a	0.8488203	0.04688011	0.0036689849	0.09992079	0.0007025112	7.214634e-06	2.523021e-08	2.726266e-09	5.3944e-09	1.3069072e-09	5.7487165e-10
è	0.26620847	0.72015655	0.0109280255	0.0026923271	1.4393571e-05	1.3992111e-07	4.8910376e-08	1.0608868e-08	2.7023483e-09	5.401018e-10	1.4130662e-09
n	0.13383687	0.42635614	0.28912112	0.1502935	0.00038994965	2.168608e-06	1.9475115e-07	4.331505e-08	9.258789e-09	4.627201e-10	2.844258e-09
a	0.14478096	0.18427792	0.32001933	0.34620562	0.0046845702	3.11903e-05	3.6252146e-07	3.9281197e-08	6.5831607e-09	6.42214e-10	4.5510182e-10
b	0.059458155	0.099329196	0.46147054	0.32128456	0.05804936	0.00040636794	1.6888358e-06	2.774527e-08	9.060348e-09	3.6751915e-10	1.5566319e-09
a	0.10240077	0.02936662	0.0052339514	0.65305555	0.023757003	0.18307157	0.0030952373	1.7002405e-05	2.3143245e-06	1.437416e-08	7.2291466e-09
r	0.04055454	0.05745496	0.3066621	0.44786668	0.1450717	0.0023740951	1.5767331e-05	9.199599e-08	4.254876e-08	3.0761373e-09	3.5586574e-08
m	0.05903119	0.036127742	0.013162096	0.6509675	0.020974988	0.21604082	0.003153394	0.00045197518	8.7422486e-05	2.5802697e-06	2.3192834e-07
è	0.36938474	0.00041235925	2.700841e-05	0.6140832	0.0008903427	0.0151863545	1.6011907e-05	1.10784955e-08	8.1129144e-08	2.8917295e-09	7.7702134e-10
n	0.028930044	0.03630978	0.20712532	0.2738899	0.40308866	0.050105225	0.0005477443	2.807647e-06	2.0432718e-07	5.1509886e-08	2.3615861e-07
a	0.10236595	0.09678616	0.17445558	0.33933058	0.07839609	0.20708297	0.001578608	3.1113564e-06	1.4498247e-07	8.249818e-07	4.0990917e-09
f	0.054088444	0.0539885	0.08545426	0.12818304	0.34096128	0.30805117	0.02922656	4.6072473e-05	4.5832016e-07	3.0248323e-08	1.4116735e-07
ù	0.06350661	0.020690817	0.0064707105	0.24325411	0.022230038	0.61131126	0.025406102	0.0061492915	0.0006910294	0.00027134077	1.8767669e-05
r	0.034924448	0.036770843	0.08085336	0.10812386	0.32904232	0.38120568	0.027787065	0.0012481272	2.9859202e-05	1.1209125e-05	3.2672751e-06
n	0.014987885	0.017249921	0.07561479	0.1279478	0.24796198	0.27030686	0.23544516	0.009199269	0.0011746942	1.20717605e-05	9.948865e-05
o	0.23870915	0.004198036	2.6972288e-05	0.38716653	0.04435028	0.2715437	0.05361187	0.00018826855	0.00020232024	1.3091728e-06	1.5617533e-06
n	0.03836769	0.038880717	0.050196216	0.059645876	0.13832703	0.2829681	0.33438903	0.05188564	0.0049790163	0.000310365	5.035173e-05
a	0.03614126	0.035761647	0.044002555	0.064324446	0.13796581	0.3417736	0.30258816	0.030745273	0.00643879	0.00019348724	6.5023014e-05
k	0.0401517	0.038560696	0.038213994	0.04987095	0.08460195	0.110863574	0.333139	0.29722735	0.0060443394	0.0006786831	0.00064778863
à	0.06737878	0.038253743	0.0081453	0.08776741	0.06289417	0.33020887	0.25379103	0.07188947	0.041463066	0.037235484	0.00097269716
n	0.03208655	0.032265063	0.037047215	0.040280446	0.06979618	0.14700156	0.30460763	0.21622404	0.10779179	0.011247124	0.0016523146
i	0.023958672	0.024045253	0.027847268	0.031053502	0.056393113	0.12406855	0.30178604	0.28233656	0.12031707	0.004544575	0.0036493465
k	0.035087094	0.034980815	0.035174843	0.036390394	0.040582363	0.05092499	0.10650035	0.30256468	0.22146814	0.107739635	0.028586779
a	0.028502574	0.013886384	0.0018449494	0.03157399	0.02425513	0.053444944	0.12271885	0.20251603	0.3029859	0.20140633	0.016864918
l	0.034669034	0.03395855	0.031986497	0.03621781	0.040949892	0.05312296	0.117843516	0.30616367	0.26235843	0.031813942	0.050915707
ò	0.020513251	0.0081192935	0.0005453656	0.022629006	0.013931584	0.038720973	0.07416007	0.15741882	0.30040827	0.31348583	0.050067548
r	0.017877398	0.017898526	0.018390201	0.018700052	0.021396607	0.028359223	0.06191862	0.15745217	0.1991971	0.3167849	0.14202517
ù	0.013291203	0.01167509	0.008444561	0.014421344	0.017347645	0.025880827	0.07410409	0.19072202	0.19545889	0.23958284	0.20907153
s	0.0160593	0.016068613	0.01629098	0.016435318	0.017646898	0.020686572	0.036171146	0.10337413	0.13526812	0.34897774	0.27302113
t	0.017371157	0.014052788	0.008133849	0.01809625	0.018799644	0.022307692	0.04585274	0.13381258	0.15800284	0.32163513	0.24193531
i	0.03951272	0.0028150326	3.4368648e-05	0.06863504	0.0040355125	0.021716297	0.06589104	0.058994014	0.5179618	0.21512966	0.0052744905
k	0.02655185	0.026092941	0.017283024	0.026657397	0.026898919	0.02765724	0.030846072	0.045091506	0.05514754	0.21366966	0.5041039
u	0.023774114	0.015559835	0.004468851	0.024549719	0.021857437	0.023805844	0.03454693	0.0736456	0.10112624	0.45942017	0.21724531
</S>	0.028227255	0.02762795	0.018627943	0.028301649	0.028387155	0.028819626	0.030632492	0.038465343	0.04466117	0.23597816	0.4902712
