 	non	so	cosa	stai	scrivendo	</S>
e	0.9972734	0.0020497406	0.00016531326	0.00051096146	3.9005653e-07	2.970797e-07
n	0.9854565	0.01439061	0.00014818502	4.304079e-06	7.7989505e-08	2.733446e-07
e	0.28113672	0.7135807	0.005219667	6.282343e-05	1.1602189e-08	1.8611914e-09
t	0.11046864	0.44356415	0.44592303	4.4237557e-05	2.918277e-09	1.21489165e-08
s	0.059942584	0.29389971	0.6386308	0.0058636814	0.0015328315	0.00013043918
è	0.15050834	0.2586747	0.42793417	0.16287969	2.227234e-06	8.096349e-07
r	0.1425888	0.72140384	0.12069912	0.015302943	4.208495e-06	1.1270354e-06
o	0.089040786	0.4604849	0.42830512	0.022156736	4.956479e-06	7.512872e-06
e	0.090630315	0.22281264	0.6373049	0.049246516	3.9476263e-06	1.6787334e-06
s	0.16183673	0.2514713	0.54543036	0.03429819	0.005976597	0.0009868181
ù	0.13170947	0.23116826	0.4992106	0.084722005	0.029197453	0.023992263
t	0.18812557	0.23754133	0.4244828	0.13687703	0.010308685	0.0026646242
i	0.13349368	0.21074471	0.51880175	0.12289686	0.004312355	0.009750645
s	0.18852103	0.19860265	0.23474963	0.2700608	0.042181063	0.06588491
t	0.0717262	0.08940019	0.1322758	0.21355537	0.22113764	0.27190477
e	0.0027241013	0.006525413	0.12674257	0.77911246	0.08315545	0.0017400279
g	0.13420604	0.13788976	0.15099579	0.17036547	0.050332896	0.35621008
r	0.026699724	0.031153476	0.04457622	0.23374204	0.27273768	0.3910908
à	0.0007738548	0.00052715896	0.015262994	0.7498209	0.23150767	0.0021073685
f	0.029929671	0.030837554	0.03421249	0.07433912	0.532821	0.29786018
i	0.024066146	0.02545758	0.02833998	0.053336076	0.3783577	0.49044254
</S>	0.03522044	0.03537475	0.036210813	0.042776935	0.20868148	0.6417356
