 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.99932945	0.0005933396	6.001173e-05	1.2623078e-05	4.245681e-06	1.1720034e-08	1.9791334e-07	2.2935293e-08	1.2028121e-08	1.0882181e-08	8.6805345e-09	9.142068e-09	7.975481e-09	6.6633823e-09	6.9752177e-09
v	0.9715576	0.028430728	5.3219974e-06	5.2813166e-06	7.137118e-07	2.985225e-08	1.6663702e-07	7.24076e-08	1.7777342e-08	1.2578715e-08	2.0136147e-08	1.6129684e-08	1.2425152e-08	1.2397644e-08	1.7420858e-09
ò	0.64205575	0.19943142	0.1557241	0.0027154104	7.0993956e-05	2.7934275e-09	2.2307827e-06	1.8408828e-08	4.422275e-09	2.0010158e-09	3.4186187e-09	8.4634344e-10	3.6127565e-10	1.0610418e-10	1.8931672e-11
s	0.35112867	0.6484956	0.00030787324	6.741962e-05	2.7148076e-07	6.2205565e-08	4.137261e-08	2.161431e-08	3.0936572e-08	2.3328555e-08	2.4235566e-08	2.5101413e-08	4.9385016e-09	2.660231e-10	7.468761e-10
t	0.3030338	0.6840016	0.008251697	0.0047028223	9.9523e-06	5.49603e-10	4.816199e-08	9.2719016e-10	1.0898684e-09	1.9662331e-10	2.0628518e-10	3.2962577e-10	1.185507e-10	7.022396e-11	3.2244693e-12
o	0.8273899	0.17255475	5.524281e-05	1.4640149e-07	4.0423956e-08	9.870157e-10	3.15573e-08	5.696382e-10	1.9874213e-09	1.7702942e-09	1.4289679e-09	6.5399086e-10	5.979808e-10	7.078121e-12	1.0048897e-11
d	0.18085639	0.7726356	0.035260405	0.01123513	1.23476275e-05	1.4363104e-08	1.3125505e-07	2.134278e-09	2.916378e-09	3.770116e-09	3.2963543e-09	4.877253e-10	3.4218178e-10	3.19265e-10	2.478115e-10
e	0.12762512	0.5564827	0.1960509	0.11719638	0.0026280778	2.3623615e-07	1.6249875e-05	2.2146455e-07	8.514126e-08	8.308853e-09	1.0589611e-08	2.2145439e-09	7.564197e-10	2.6816202e-11	4.4069128e-12
r	0.09739837	0.2859406	0.50919306	0.10678755	0.0006768575	1.5110552e-07	3.3948381e-06	3.266503e-08	2.1017122e-08	1.2853441e-08	3.9864e-09	6.781661e-10	2.8238806e-10	2.180844e-10	2.3866242e-10
f	0.054550014	0.26849392	0.38455403	0.27970546	0.012326923	0.00011425688	0.00024233379	7.2176495e-06	3.198417e-06	5.35776e-08	2.3291402e-06	2.574606e-07	1.3961486e-08	7.654123e-11	1.8600397e-12
ò	0.10150122	0.20869422	0.6594447	0.029859062	0.00049364695	7.4252135e-08	6.902689e-06	4.681965e-08	1.3876498e-08	3.9387293e-09	8.938192e-09	2.3568052e-08	6.221883e-09	1.0305148e-10	5.7561615e-11
m	0.10696535	0.1979919	0.12544982	0.5247671	0.04177398	0.0014007273	0.0012753535	0.00035334157	1.8807987e-05	1.7746274e-06	1.2066021e-06	5.8269893e-07	1.0499094e-07	4.3367097e-09	4.118283e-09
u	0.04715329	0.083631106	0.3760265	0.4161961	0.073101245	0.0015222462	0.0021883636	0.00013503553	3.4591932e-05	7.821315e-06	3.3479835e-06	2.921337e-07	1.3087329e-08	8.4749374e-11	8.796079e-12
e	0.07842647	0.086198136	0.16545805	0.4095576	0.2581243	3.77037e-05	0.002139221	5.2024803e-05	5.686477e-06	4.1060682e-07	3.2896384e-07	2.6925669e-08	8.1430157e-10	2.7442987e-10	2.1627864e-09
