 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.13414356	0.7679684	0.09779859	8.4199266e-05	3.1188586e-06	1.7093668e-06	1.051434e-07	2.1667717e-07	2.7906761e-08
e	0.834403	0.09761385	0.06737477	0.00060765614	7.069899e-07	1.1561358e-08	5.2921634e-10	5.5520244e-10	1.740572e-11
t	0.30309436	0.525627	0.17127638	2.2596384e-06	8.32909e-09	4.8180054e-10	1.3223878e-10	1.7280115e-10	1.3015806e-10
i	0.14611101	0.48784846	0.32762143	0.033699237	0.004690114	2.968829e-05	9.5499445e-08	2.9006948e-09	1.2286087e-09
p	0.103413224	0.37290916	0.5220693	0.001607536	7.1837314e-07	6.1235085e-08	1.4960471e-09	1.8225923e-09	4.9932974e-10
à	0.1419177	0.39665878	0.3805787	0.034610927	0.026894176	0.019324264	1.5351325e-05	4.2329994e-08	4.5096197e-08
s	0.05769669	0.17253406	0.35560155	0.4125019	0.0016648012	8.8196646e-07	2.3320215e-08	1.13609655e-08	7.9707796e-08
t	0.08425255	0.30033326	0.5293105	0.077926695	0.0075297984	0.00064485735	2.270308e-06	2.7566857e-08	2.4188112e-09
a	0.15806077	0.066718526	0.75863373	0.015145748	0.0014350485	4.2361517e-06	1.9195197e-06	3.046327e-08	1.2977304e-09
ì	0.04266116	0.05971693	0.10184592	0.69102335	0.10458298	0.00016940512	1.7181287e-07	5.2695885e-08	3.0466992e-08
t	0.036309566	0.055274315	0.101847924	0.65056133	0.153299	0.0027073058	2.061371e-07	1.7889366e-08	3.5184155e-07
e	0.0743264	0.08637168	0.13132063	0.6593257	0.047000904	0.0016354402	1.08953345e-05	7.0582846e-06	1.2912969e-06
l	0.100512445	0.10182924	0.107378304	0.33830583	0.3256818	0.026272338	1.5838874e-05	7.7318975e-07	3.4236464e-06
e	0.10632301	0.098490246	0.1343481	0.32598877	0.16054207	0.1730682	0.0011860242	3.590554e-05	1.7691158e-05
à	0.05917656	0.059629407	0.062110726	0.16284366	0.36038697	0.29507026	0.0006774852	1.5691794e-05	8.915537e-05
l	0.029412476	0.030637246	0.033356223	0.17346033	0.35615546	0.36706206	0.009843712	1.8866716e-05	5.364575e-05
a	0.041132104	0.039515212	0.043479968	0.13311951	0.29741108	0.4390866	0.0037686299	0.0004286115	0.0020582753
t	0.085764706	0.08556028	0.08654757	0.10975718	0.16788661	0.34765562	0.11232743	0.002942064	0.0015584988
o	0.057571054	0.034145806	0.05419469	0.08273658	0.16922958	0.4861991	0.06159645	0.0137790255	0.040547784
n	0.08905923	0.08789738	0.08936853	0.102491386	0.13494335	0.24487713	0.22458711	0.023508035	0.0032678847
ì	0.039620917	0.038908742	0.039984528	0.05676196	0.08891202	0.262977	0.26350078	0.03983527	0.16949871
c	0.042676076	0.04272932	0.04293879	0.05089174	0.07099379	0.14924262	0.55394214	0.016882816	0.029702736
h	0.049240775	0.049137574	0.04951532	0.058672655	0.08119844	0.17052528	0.50031686	0.015267122	0.026125973
a	0.033153765	0.008114087	0.03594625	0.028742852	0.038015213	0.11203614	0.38240007	0.3372625	0.02432902
v	0.022844581	0.023120673	0.023178853	0.02425501	0.026855344	0.03651573	0.19764362	0.32495308	0.32063305
à	0.017621478	0.015416916	0.017371146	0.018130455	0.021690805	0.03752945	0.20559545	0.32505107	0.34159324
l	0.019119207	0.019122913	0.019148842	0.0200249	0.022138976	0.030015377	0.16779697	0.26549777	0.43713507
o	0.022509784	0.018544625	0.02188301	0.022431057	0.024730308	0.033953678	0.17734624	0.24802938	0.43057188
n	0.031363625	0.031617526	0.031688716	0.031940278	0.032546643	0.0346709	0.07395309	0.18137391	0.55084527
t	0.027616648	0.027093241	0.027637469	0.028243357	0.029413648	0.03338618	0.11249095	0.24373533	0.47038314
a	0.1177	0.005704644	0.046337523	0.036988795	0.040584903	0.06262972	0.100393884	0.57322663	0.016433826
</S>	0.03439442	0.034798898	0.034900088	0.035071023	0.035492774	0.036964748	0.06358678	0.13975471	0.5850366
