 	questo	muro	vuole	uno	specchio	</S>
c	0.9998957	9.4272975e-05	9.966649e-06	7.926195e-09	4.6429887e-09	3.0742648e-09
ì	0.9999583	4.1640153e-05	1.5819991e-07	1.7623842e-08	1.1205622e-08	1.1635458e-08
t	0.9989147	0.0010361923	4.890564e-05	1.2649953e-08	1.618321e-08	9.18702e-08
t	0.7756601	0.22421986	0.00011972745	1.4700662e-07	1.9520248e-09	6.116126e-08
o	0.9999769	2.280312e-05	3.412137e-07	5.595141e-08	1.7669802e-09	4.0143974e-10
t	0.9026068	0.09666743	0.0007244996	1.119635e-06	1.7549574e-08	1.6572093e-07
ì	0.22854248	0.76500505	0.0064514256	9.2789566e-07	8.044999e-09	7.14839e-08
c	0.22568804	0.7627907	0.0115107065	7.855228e-06	8.986789e-07	1.9173442e-06
h	0.19605152	0.7759752	0.027960248	1.25020515e-05	1.3574776e-08	4.769764e-07
o	0.5133134	0.48106608	0.0055897217	4.748647e-06	2.041092e-06	2.3986737e-05
t	0.054665867	0.3024519	0.6421928	0.0006647639	2.9474322e-07	2.444836e-05
è	0.05211208	0.30633798	0.6327266	0.0035965154	0.00077690656	0.0044498816
l	0.059856452	0.18513761	0.7037503	0.048996966	1.0461979e-05	0.0022482036
i	0.044221714	0.25098884	0.70129436	0.0012359524	6.720403e-05	0.0021919252
è	0.15023221	0.18205883	0.5767378	0.037307527	0.007282258	0.046381313
n	0.047302328	0.06528471	0.2829373	0.54551905	0.015304114	0.043652482
a	0.18757465	0.20907271	0.46183392	0.103876315	0.015003375	0.022639021
n	0.09543753	0.09933704	0.1429514	0.44059148	0.05740263	0.16427992
j	0.030392038	0.033869714	0.07558541	0.24039145	0.23389336	0.38586807
a	0.035575673	0.033875912	0.04572316	0.018022766	0.7855344	0.08126806
l	0.01846458	0.019808305	0.035332974	0.16665529	0.32799193	0.4317469
ì	0.020383075	0.021686513	0.04159919	0.056965377	0.4192743	0.44009152
</S>	0.02157227	0.02230274	0.030331211	0.10921204	0.30233148	0.5142503
