 	la	casa	la	costruiscono	i	muratori	</S>
t	0.55112135	0.44879374	8.068037e-05	3.936236e-06	1.7715621e-07	6.5426015e-08	1.7615237e-08
o	0.8819851	0.11792698	8.778346e-05	6.370369e-08	6.4117747e-09	7.303105e-12	3.3233565e-11
s	0.43606624	0.5625235	0.0014094242	9.0170704e-07	1.1981503e-08	3.3016352e-09	1.0515749e-09
p	0.19194189	0.5532176	0.18137124	0.07290931	0.0005596725	2.0975311e-07	1.5043611e-07
ì	0.8233779	0.15739952	0.018723518	0.0004987445	2.7788008e-07	1.096666e-09	2.6137657e-08
t	0.21554543	0.6322765	0.1520762	9.8486904e-05	2.8475579e-06	2.1029308e-07	2.720624e-07
i	0.14208186	0.38569912	0.46988285	0.002329414	6.585978e-06	1.5103083e-07	1.6731066e-07
t	0.21201307	0.38640735	0.40032947	0.0012322927	1.363487e-05	3.9636543e-06	1.9324523e-07
o	0.049272794	0.08683942	0.58557004	0.27746224	0.00085457286	2.6335172e-07	6.315564e-07
f	0.12662902	0.1560499	0.70151335	0.013608635	0.0018152564	0.000370873	1.29623295e-05
a	0.0415544	0.052083127	0.20813842	0.6712776	0.02642277	9.201234e-06	0.00051449833
b	0.096742064	0.107695565	0.49753192	0.22864684	0.06289337	0.0058637476	0.000626495
b	0.026177196	0.030850114	0.19329262	0.42919976	0.21768449	0.0013082334	0.10148757
r	0.105332024	0.028208239	0.022261128	0.843023	0.0011294403	2.6856786e-09	4.614387e-05
i	0.09247207	0.27701625	0.4105433	0.21562925	0.0018545463	4.94168e-07	0.0024841516
k	0.09224312	0.108280085	0.60494596	0.17225187	0.020315604	0.00031310788	0.001650279
è	0.6066374	0.08653545	0.046367314	0.22587967	0.02924591	5.792787e-07	0.0053336583
o	0.057311464	0.05933445	0.1357777	0.26540902	0.32759088	0.027504764	0.12707172
n	0.026885299	0.027193915	0.037748385	0.06888151	0.25717542	0.23036389	0.3517516
e	0.1168797	0.11441844	0.12142962	0.060819212	0.07963355	0.2667259	0.24009362
i	0.03969811	0.039759338	0.042058926	0.049128674	0.10885096	0.4095769	0.31092712
f	0.045357905	0.045435835	0.047883812	0.053155787	0.105517596	0.58971107	0.11293798
a	0.062100142	0.05712498	0.0064147436	0.6895625	0.13977262	0.0044341795	0.040590838
b	0.023274887	0.023368618	0.0264707	0.035736505	0.11775964	0.19825213	0.5751375
b	0.033656828	0.03377309	0.037342295	0.052402094	0.13964465	0.09071626	0.61246485
r	0.16640617	0.49281666	0.048922643	0.22385344	0.049163163	0.00014953075	0.018688338
i	0.057284333	0.679401	0.08856883	0.106501564	0.031611484	0.003719288	0.032913573
k	0.2324744	0.23942465	0.25123286	0.08841389	0.020787172	0.00016346076	0.16750355
a	0.6759481	0.08354161	0.07500994	0.09786008	0.013102414	4.805643e-05	0.05448978
t	0.107656755	0.10926537	0.1720416	0.2488737	0.31172773	0.0021480564	0.048286796
ò	0.25301155	0.24027207	0.11544117	0.17955886	0.15712073	0.0031115077	0.051484052
r	0.024575386	0.024698354	0.028795306	0.040533293	0.13937998	0.17571625	0.5663014
i	0.03233826	0.032396585	0.03781747	0.051019434	0.13455476	0.23564847	0.476225
</S>	0.03371775	0.033760738	0.03452472	0.036521725	0.050756954	0.04436331	0.76635474
