 	voglio	che	Maria	che	venga	domani	</S>
i	0.9994899	0.0005093185	3.0742572e-07	1.8894974e-07	1.2264617e-07	5.071163e-08	1.984798e-08
t	0.96595967	0.034012068	2.055133e-05	5.743047e-06	3.7728873e-07	6.474121e-07	1.0534413e-06
è	0.73276085	0.2656712	0.0015505624	1.669643e-05	3.6287918e-07	3.5963828e-07	3.0536352e-08
l	0.5047016	0.495072	0.0002228149	1.653712e-06	7.390429e-07	4.9829765e-07	7.9884745e-07
o	0.23919533	0.76019955	0.000589451	1.537844e-05	9.741973e-08	4.282347e-08	1.5077298e-07
k	0.20209417	0.7815618	0.016261986	6.638812e-05	1.35994815e-05	1.4820433e-06	5.175265e-07
a	0.3721956	0.57132053	0.00077582325	0.054596882	0.0008717789	2.3303806e-05	0.00021620287
i	0.27083755	0.6477742	0.047328737	0.024751956	0.008634263	7.847027e-05	0.0005948682
M	0.04827135	0.065069295	0.7270521	0.033088367	0.117725186	0.008556528	0.00023709565
a	0.57258046	0.27017623	0.00019137959	0.14112185	0.00053131673	4.6441684e-05	0.015352355
r	0.022557361	0.042296667	0.31933767	0.32168812	0.037274137	0.010717239	0.24612875
ì	0.053068068	0.10455286	0.00096023537	0.46791825	0.0030383377	0.000264385	0.37019786
a	0.051879335	0.07050529	0.79401845	0.015695367	0.03972535	0.012233025	0.015943164
n	0.01937434	0.026911177	0.10902566	0.299667	0.27177912	0.046885777	0.22635694
a	0.11395848	0.1062059	0.17251208	0.11313516	0.16189699	0.07914067	0.25315067
r	0.03585157	0.03689189	0.035202917	0.19866179	0.2785625	0.055051014	0.3597783
t	0.06582409	0.0667522	0.0059936363	0.29000396	0.05783704	0.038587555	0.47500148
i	0.89082986	0.01622734	0.0066202995	0.0051806294	0.0026259776	0.005096998	0.07341875
à	0.013389368	0.013912864	0.04608989	0.075348474	0.26496893	0.2649257	0.32136476
v	0.013942515	0.014186752	0.028518477	0.04299468	0.23457906	0.3214629	0.34431568
v	0.050782595	0.050540168	0.0063887993	0.06433279	0.026201015	0.030453973	0.7713007
r	0.8571374	0.0063151787	0.0011049157	0.00091571076	0.0023880068	0.005365875	0.12677282
i	0.9122892	0.020234872	4.265224e-05	0.0035128805	7.632776e-05	7.488293e-05	0.06376917
</S>	0.06288846	0.053718276	0.0005682624	0.036133207	0.002849067	0.00554158	0.8383011
