 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.99839133	0.0009911042	0.00033509728	0.00013713277	3.6035643e-05	9.503404e-05	1.3834117e-05	2.8503302e-07	5.184401e-08	5.73257e-08
n	0.9602286	0.039612897	0.0001451724	6.837655e-06	6.6716757e-07	4.7232015e-06	9.869948e-07	2.8373972e-08	1.9949574e-08	1.37570755e-08
è	0.5321436	0.44154975	0.017791592	0.005262765	0.0014611441	0.0017885502	2.6117066e-06	2.0190347e-08	8.1225604e-10	9.526031e-12
g	0.26626083	0.60528064	0.12521471	0.0029283012	0.00019820585	0.0001170277	2.2060013e-07	2.1920938e-08	6.342704e-09	1.0316297e-08
r	0.118856065	0.38588735	0.4492349	0.045817226	0.00011959528	6.475709e-05	1.993036e-05	2.2260528e-07	3.88095e-09	2.7995892e-10
a	0.06440102	0.90191144	0.03206614	0.0015797624	1.0768009e-06	2.3861799e-06	3.4685963e-05	3.5143817e-06	2.3255883e-08	1.1800454e-10
t	0.08851265	0.3216357	0.567906	0.020985583	0.0006781318	0.00028145642	3.9942773e-07	3.934086e-08	4.6318493e-10	2.2397744e-09
s	0.069144316	0.3102136	0.56718737	0.05022083	0.0014465932	0.0001920869	0.0015480634	4.703377e-05	3.4204657e-08	2.372342e-10
a	0.07080743	0.25793266	0.65578306	0.014610312	2.5991725e-05	8.009826e-05	0.00075077376	9.638204e-06	3.4076265e-08	2.3790372e-09
m	0.062852375	0.09702365	0.3202567	0.46445593	0.01486839	0.040361933	0.00017889915	2.1292656e-06	2.4249099e-08	2.8578363e-08
à	0.049585354	0.14339441	0.64510924	0.15023363	0.00597954	0.0015877889	0.0038188137	0.00029038358	7.2884717e-07	3.33177e-09
i	0.033410005	0.045361664	0.14636494	0.43873814	0.083549954	0.24729103	0.005264134	1.640982e-05	3.5797368e-06	1.6100837e-07
è	0.016503625	0.021055862	0.058203846	0.21963623	0.34418184	0.33783185	0.0025474569	3.903395e-05	1.7474466e-07	1.11974465e-07
n	0.020208271	0.024279127	0.06038767	0.22506313	0.3126619	0.32120273	0.03618468	1.04857245e-05	4.2129992e-07	1.5853889e-06
a	0.05836174	0.060208272	0.0726164	0.15018384	0.3635803	0.28815776	0.0068403077	4.2649404e-05	6.2279565e-07	8.127355e-06
g	0.05001713	0.05079742	0.05503308	0.08452482	0.26151857	0.418612	0.07698292	0.0018226993	0.0003134577	0.00037778213
r	0.09743448	0.11950097	0.18332355	0.24064319	0.022922045	0.009893703	0.29657984	0.029150955	0.0005000851	5.1163723e-05
à	0.0011149667	0.023337001	0.10757366	0.0626404	0.015249439	0.007218218	0.7061065	0.076383635	5.62839e-05	0.0003197766
m	0.023575863	0.024385711	0.030767452	0.07124475	0.28468004	0.45138133	0.105134614	0.0052371565	0.0030249807	0.0005681291
m	0.037046187	0.04244762	0.05169429	0.10786056	0.28132293	0.21636397	0.209759	0.026741737	0.023384927	0.0033787768
a	0.007836914	0.0783958	0.18647498	0.104165286	0.01747659	0.010688795	0.36027676	0.23454605	5.638926e-05	8.241501e-05
s	0.03969626	0.040275514	0.041708995	0.049473103	0.10244695	0.23935564	0.2203581	0.24112621	0.01670011	0.008859137
o	0.026009053	0.033547614	0.036956165	0.0534819	0.062791415	0.040437754	0.35871482	0.20821829	0.12791465	0.051928345
n	0.058894902	0.059641622	0.060356073	0.06415417	0.0871355	0.15005253	0.14715025	0.28909972	0.047398828	0.036116336
a	0.029757302	0.030138636	0.031219378	0.03706262	0.07660168	0.16031364	0.16972253	0.20887953	0.08841534	0.16788937
d	0.05356413	0.054065187	0.054723613	0.058524095	0.0828278	0.14391026	0.13716891	0.21607609	0.14422086	0.05491911
e	0.036014926	0.0379686	0.039690148	0.045163393	0.039227385	0.035021834	0.23021981	0.2535389	0.23363481	0.049520154
r	0.03629494	0.037045434	0.037238125	0.03831504	0.044068925	0.058269083	0.06087699	0.16925162	0.4120475	0.106592335
f	0.029363895	0.033783868	0.03533239	0.03382312	0.011704966	0.0105336355	0.13486545	0.30755487	0.3154807	0.08755705
ò	0.00020167463	0.018131722	0.03486294	0.010535309	0.00045616803	0.00050126255	0.17240031	0.7495542	0.010943309	0.0024131252
m	0.02052755	0.02054911	0.020708412	0.021575147	0.027206536	0.041151688	0.04020326	0.120252796	0.46869934	0.21912624
m	0.01880939	0.02252316	0.022661775	0.023462515	0.021691635	0.0204619	0.041984204	0.12852609	0.402505	0.29737425
u	0.00081923057	0.020246925	0.025026234	0.014343603	0.0005235538	0.0005656565	0.09146203	0.8224864	0.023408774	0.001117577
</S>	0.020865733	0.022307478	0.022522096	0.022651479	0.023835124	0.026248723	0.026230462	0.042421326	0.318178	0.47473967
