 	la	casa	la	costruisce	il	mastro	</S>
o	0.82539016	0.17438129	0.0001483727	7.9571546e-05	5.991169e-07	2.3086331e-08	4.1372033e-08
s	0.31219178	0.6872188	0.00054442487	4.4608703e-05	3.5663382e-07	3.360929e-08	2.2617252e-08
p	0.2614676	0.6981772	0.037081502	0.0032426973	3.097043e-05	3.2559363e-08	1.2362124e-08
ì	0.91491354	0.07910956	0.0020799208	0.0038871937	9.796122e-06	3.704717e-08	2.4928621e-08
t	0.1938093	0.7869086	0.014366823	0.0049139853	1.0705414e-06	1.8226882e-07	1.3580703e-07
i	0.2838812	0.7076978	0.0072022504	0.0012127846	5.9500903e-06	2.7067253e-09	1.665033e-08
o	0.15315928	0.6758673	0.12943833	0.041521486	1.341113e-05	9.768916e-08	4.7481894e-08
f	0.037844323	0.07892321	0.17825997	0.7037099	0.0012602109	1.9635813e-06	4.9471475e-07
a	0.12538652	0.15159598	0.7042426	0.009777207	0.008918303	9.7599195e-06	6.961228e-05
b	0.0378946	0.06801138	0.47683164	0.4043071	0.012944379	5.508023e-07	1.02966005e-05
b	0.03910557	0.07495945	0.5833732	0.17389093	0.08744065	0.0018831533	0.039346978
r	0.57800674	0.13250893	0.28451234	0.004639932	0.00024844139	1.5995814e-06	8.200369e-05
i	0.15724452	0.7244258	0.09419261	0.022141803	0.001347652	2.7183546e-06	0.0006449299
k	0.036699887	0.07390608	0.37085092	0.48773846	0.03072526	5.9530237e-05	1.9857014e-05
è	0.68836474	0.11039673	0.1692296	0.014822617	0.016029567	1.96255e-05	0.0011371262
i	0.022966078	0.026759388	0.12748206	0.37513164	0.43788725	0.006125035	0.0036484392
o	0.030959971	0.032009546	0.057911325	0.20306396	0.60338813	0.002570039	0.07009697
m	0.030054392	0.03075205	0.048356883	0.14603974	0.5306759	0.0036952263	0.21042581
à	0.074141435	0.0711342	0.08809687	0.018672865	0.0757564	0.35108712	0.3211111
s	0.024512397	0.02487418	0.033487912	0.08207616	0.3703076	0.03604562	0.42869607
c	0.014560268	0.014859229	0.024207396	0.07132973	0.2414376	0.34241295	0.2911929
i	0.45642725	0.067296855	0.056878936	0.0047098002	0.018529393	0.26636738	0.12979034
a	0.022525167	0.022665907	0.025971645	0.043546647	0.20677127	0.1190537	0.55946565
</S>	0.029224746	0.029368427	0.032575164	0.0493395	0.2161022	0.05130903	0.5920809
