 	il	morto	vuole	pianto	</S>
o	0.9779449	0.021500425	0.0005189212	3.5624067e-05	1.1926105e-07
p	0.2631254	0.73684955	2.4304049e-05	5.846964e-07	8.72312e-08
e	0.8545128	0.11867668	0.026293425	0.0005074893	9.5250125e-06
s	0.23973373	0.7599785	0.00028630902	1.1368636e-06	3.5960886e-07
a	0.30808502	0.6123638	0.06611016	0.011609976	0.0018310822
m	0.13346237	0.8245141	0.04191148	0.00010722281	4.9105142e-06
m	0.17066793	0.6603762	0.09040816	0.06571717	0.012830548
è	0.6309868	0.26755828	0.09453891	0.0031345927	0.003781356
n	0.15757912	0.5785876	0.26287058	0.00086720084	9.548288e-05
o	0.07924576	0.4931048	0.39869586	0.018737927	0.010215686
t	0.043829966	0.14663778	0.67865586	0.1250262	0.0058501586
è	0.09920909	0.19384788	0.39891216	0.053706624	0.25432423
l	0.033842713	0.071444795	0.38840178	0.44164532	0.06466536
i	0.05232188	0.13598669	0.6142253	0.077489026	0.11997706
g	0.044418048	0.049481954	0.15126044	0.6195147	0.1353248
l	0.055430364	0.06908269	0.1947009	0.15855661	0.52222943
a	0.2657563	0.053245034	0.2962275	0.3664139	0.018357243
m	0.01804388	0.021196006	0.08616059	0.42341128	0.45118824
m	0.02563741	0.028063642	0.07919335	0.40644616	0.4606594
è	0.15266919	0.017755738	0.08707028	0.6577314	0.08477337
n	0.029724034	0.030634793	0.04709028	0.34539667	0.54715425
o	0.023907226	0.026134359	0.083578855	0.4949956	0.37138397
</S>	0.029305084	0.029764572	0.0377867	0.2985645	0.60457915
