 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.98446053	0.01553812	1.166513e-06	7.179235e-08	8.6306855e-09	3.3048913e-08	3.0343805e-09	2.3568714e-09
ù	0.98785186	0.012146655	1.452602e-06	5.2582944e-08	4.6286166e-09	2.8914855e-09	1.7573054e-11	2.0095171e-12
t	0.8786131	0.1213444	3.9987393e-05	2.3800412e-06	7.923815e-08	1.2765297e-08	6.309721e-08	1.726137e-08
t	0.3782553	0.62039256	0.0013518949	2.5833086e-07	1.0945982e-09	3.029634e-10	5.944681e-10	7.334428e-11
o	0.99686545	0.0031327312	4.8932117e-07	1.3025763e-06	5.1559788e-09	6.2787855e-09	1.7884368e-09	4.7767616e-11
s	0.62632567	0.35767478	0.015995285	4.270837e-06	2.2993868e-08	6.912101e-09	3.0796306e-09	3.2299192e-09
p	0.15016627	0.7052146	0.14428441	0.00033469027	2.656319e-08	9.731499e-10	1.1441297e-09	9.681014e-10
ì	0.8541911	0.1447156	0.00032072744	0.0007723356	6.505091e-08	5.8143893e-08	1.9746048e-08	4.746772e-11
t	0.1403434	0.7823225	0.077155836	0.00017705781	8.781379e-07	2.6726912e-07	2.2133912e-08	5.3249916e-09
i	0.12580194	0.6735315	0.20032144	0.0003449637	2.5474293e-07	4.844569e-09	4.6094257e-09	8.6374613e-10
t	0.12487859	0.46160752	0.4130285	0.00048486717	4.6085523e-07	4.332641e-08	1.519806e-09	7.4862285e-09
o	0.06489097	0.20591967	0.6081727	0.12100979	6.5086897e-06	2.8310419e-07	7.1355714e-08	3.9509453e-09
f	0.11150466	0.1914101	0.6795341	0.017536743	1.4277398e-05	1.2135062e-07	1.8895987e-08	5.6874867e-08
a	0.046247605	0.08075816	0.14838046	0.72152483	0.0030780344	7.2271096e-06	3.572367e-06	1.1147151e-07
b	0.08107265	0.11110115	0.5612156	0.24643116	0.00017821297	4.5187704e-07	2.1328128e-07	5.69774e-07
b	0.030621538	0.050107792	0.3078626	0.56989783	0.041091193	7.345684e-05	0.0003008835	4.467202e-05
r	0.10780994	0.03545248	0.0136841545	0.84297884	4.2889533e-05	3.1532574e-05	8.441021e-08	8.724829e-08
i	0.14751121	0.50480616	0.27451113	0.07303047	0.00013421322	5.8776595e-06	8.912503e-09	9.2615727e-07
k	0.057416286	0.09557521	0.43678728	0.4091283	0.0010859551	5.757671e-06	2.5170138e-07	9.91723e-07
è	0.58724666	0.044615973	0.0078090816	0.35027432	0.009983282	2.9148683e-05	3.131907e-05	1.0217787e-05
t	0.122206345	0.13680616	0.42706305	0.25346234	0.0579363	0.002428381	7.8825884e-05	1.8592737e-05
s	0.07651581	0.083777435	0.27149987	0.41943452	0.12566891	0.020111004	0.0028669855	0.00012543167
a	0.06360041	0.024675302	0.008912173	0.85547525	0.011818275	0.03547244	4.467686e-05	1.3856879e-06
n	0.08886132	0.09061893	0.12115953	0.19514279	0.4811691	0.020130232	0.002661039	0.00025705385
o	0.079322	0.08563388	0.21168669	0.1436189	0.46250594	0.011147006	0.0052508716	0.00083470356
p	0.06585464	0.06690108	0.084334165	0.12173927	0.6022135	0.0055745994	0.041422922	0.011959832
e	0.07149396	0.065110594	0.024531202	0.12916446	0.51888347	0.13438235	0.053411525	0.0030224493
t	0.0490336	0.049013406	0.05681129	0.08069671	0.5382445	0.13967052	0.07567545	0.010854476
t	0.028218677	0.024240578	0.013477285	0.053532243	0.353315	0.3979738	0.038754538	0.090487845
ì	0.06269253	0.01058774	0.0005850669	0.064953804	0.0017880141	0.8542875	0.0014980106	0.0036073385
n	0.07072854	0.07103223	0.07675671	0.06192111	0.34608513	0.028943831	0.24480036	0.09973211
t	0.05265707	0.052990764	0.060410693	0.036303356	0.29764423	0.08268964	0.39755273	0.01975159
a	0.14872214	0.013222761	0.006397868	0.22454776	0.04594824	0.48470202	0.06879311	0.007666065
c	0.029389227	0.029412152	0.03008525	0.03157207	0.079685375	0.16355093	0.4672325	0.1690725
h	0.047513835	0.046816755	0.046160683	0.015700039	0.05038234	0.19171852	0.48865092	0.113056876
r	0.0389269	0.02342165	0.011641858	0.02183028	0.003843903	0.5787227	0.2818989	0.039713804
ò	0.32345253	0.3156369	0.049913205	0.0097409105	0.004574092	0.19976255	0.017157326	0.079762526
n	0.019082453	0.019225342	0.021622298	0.026736872	0.18411885	0.05546746	0.3979018	0.27584487
u	0.18195428	0.17275733	0.14433224	0.0144185675	0.026622217	0.14354661	0.30404636	0.012322397
a	0.13320178	0.13278112	0.13078299	0.110386044	0.05560731	0.15198803	0.25308788	0.03216483
m	0.04249444	0.042456847	0.042459305	0.04272753	0.04679823	0.059150018	0.3099391	0.41397455
p	0.05083517	0.04143408	0.018733455	0.079045855	0.12872688	0.36268932	0.102965854	0.2155694
ì	0.029312748	0.017391149	0.0021599594	0.029036079	0.00052232854	0.86532015	0.05212764	0.004129985
</S>	0.021310873	0.021316042	0.02140927	0.021614915	0.027393905	0.05485616	0.31177542	0.5203234
