 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.999099	0.00063919433	0.00019827942	4.9163933e-05	1.2671035e-05	1.5072424e-06	9.0156824e-08	4.315512e-08	4.0507633e-08
n	0.9893056	0.010606085	5.3850225e-05	3.2147615e-05	1.9196211e-06	4.3664795e-07	3.529558e-08	1.6575237e-08	1.0101096e-08
è	0.40156057	0.56366533	0.029838039	0.004850605	8.474264e-05	7.1472965e-07	1.0818589e-08	6.010605e-10	4.905062e-12
n	0.21521053	0.70432615	0.07962476	0.00083620375	2.204112e-06	1.302256e-07	2.4566518e-08	8.392587e-09	3.2060448e-09
a	0.1722123	0.6804013	0.1284482	0.018738853	0.00019716621	2.0902542e-06	2.628068e-09	7.771725e-10	1.0810773e-10
m	0.16193527	0.65211666	0.16313042	0.022705859	0.00011093289	9.3476785e-07	1.6988299e-08	7.0424144e-10	9.390866e-10
i	0.03603858	0.113224395	0.37970576	0.4653736	0.0054184585	0.00022228128	1.6885651e-05	2.5962738e-08	1.8336945e-09
l	0.105140395	0.3115474	0.5051168	0.07761077	0.0005713761	1.3279369e-05	2.0633744e-08	2.103512e-09	3.7183001e-09
ì	0.030464208	0.1191869	0.46966165	0.37780896	0.002535012	0.00032784115	1.526795e-05	1.3015789e-07	2.6152818e-09
s	0.091401406	0.17955592	0.34899065	0.35793132	0.02166017	0.00045798623	1.9896481e-06	1.580292e-07	3.8703143e-07
i	0.026618142	0.13609515	0.28699282	0.36655	0.18000045	0.0036829428	6.0421826e-05	6.8313064e-08	1.5288359e-08
m	0.12704636	0.16289495	0.24562737	0.3800603	0.07724469	0.007110471	1.5743453e-05	4.8898414e-08	1.1001608e-07
b	0.040132232	0.0708178	0.15403941	0.47209454	0.2568069	0.0037640398	0.0022299665	0.00011369261	1.4498551e-06
r	0.007312317	0.3343882	0.24372332	0.31206334	0.100696884	0.0017040253	0.00011005693	1.7284275e-06	1.4598949e-07
ò	0.01756266	0.14804299	0.18714102	0.6427752	0.003864863	0.00056293444	5.0026207e-05	3.160763e-07	2.6228433e-08
s	0.05794025	0.10228776	0.23619983	0.5579435	0.03314611	0.008345226	0.0040547396	6.136576e-05	2.1129232e-05
t	0.03881778	0.049851917	0.08107189	0.26262373	0.5339783	0.03013626	0.0033303695	0.00018683675	2.927155e-06
i	0.0347892	0.18836749	0.12007708	0.19502422	0.4536366	0.0070515117	0.001047534	1.8240887e-06	4.5108195e-06
n	0.07468755	0.077109426	0.08234563	0.10892723	0.24492767	0.36260873	0.048610646	0.0006570772	0.00012600629
A	0.06498632	0.0696201	0.08359396	0.1032977	0.21072997	0.42829236	0.038987603	0.00038635117	0.00010557056
n	0.08826407	0.090266526	0.09607868	0.12917206	0.1300319	0.35233846	0.10560749	0.007369455	0.00087134185
n	0.056911465	0.059376825	0.065805435	0.10155184	0.27688137	0.26625836	0.17219627	0.00063510763	0.00038337227
a	0.18924123	0.21430366	0.14118968	0.23291673	0.107335426	0.0787779	0.03560521	0.0004729423	0.0001572916
à	0.045468114	0.04606399	0.04728693	0.04353193	0.057887413	0.39019918	0.30475157	0.043596145	0.021214766
t	0.021618353	0.022273002	0.02424775	0.035675123	0.08208945	0.34505302	0.33342594	0.12917693	0.0064404146
s	0.035840824	0.0452114	0.043672465	0.048862353	0.07273574	0.21732053	0.4553457	0.069232106	0.011778812
e	0.04049927	0.1544744	0.09703174	0.04778437	0.11062165	0.05270283	0.4673113	0.017057747	0.012516625
t	0.032044955	0.03242586	0.032491732	0.03327311	0.036472894	0.07427531	0.22566159	0.1983529	0.33500162
ù	0.011836977	0.03358746	0.024853665	0.026475653	0.039047778	0.11868442	0.40533057	0.29303765	0.047145836
o	0.02252829	0.022574542	0.022659784	0.023138247	0.025206361	0.046471376	0.14391436	0.33542624	0.35808077
</S>	0.06364998	0.063729286	0.06381131	0.05282577	0.047119405	0.12566991	0.16266643	0.29496014	0.12556775
