 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
t	0.9999157	8.200589e-05	2.2086442e-06	3.299279e-08	3.9868904e-09	3.887417e-09	1.7468005e-09	2.0102904e-09	1.6465604e-09
ù	0.997477	0.0025224604	5.0489535e-07	1.0146409e-08	2.095335e-10	2.0765363e-10	6.732091e-12	2.1874594e-11	3.4952553e-12
t	0.9976036	0.0023906135	5.518568e-06	1.5287571e-07	5.6739715e-08	3.5861202e-08	4.9432373e-08	4.5478473e-08	1.840801e-08
t	0.9149439	0.08487	0.00018606611	1.3282702e-08	1.198379e-09	3.7425424e-10	3.0197644e-10	3.3325867e-10	2.3273003e-11
o	0.9998311	0.00016877516	1.5678157e-07	3.6213564e-08	5.1943703e-09	3.760969e-09	4.3950873e-10	1.9755422e-10	1.580742e-11
t	0.9784514	0.020846298	0.0007020091	2.5948984e-07	2.502736e-08	3.1816287e-09	8.920479e-09	3.3724128e-09	1.2789887e-09
r	0.6234934	0.35095304	0.025549533	3.880427e-06	1.16476926e-07	2.4119462e-09	8.170877e-09	1.3227369e-09	2.0293187e-10
a	0.82584727	0.17383729	0.0003153485	1.6288932e-07	6.0133987e-09	8.645431e-09	5.578781e-09	2.1413153e-09	1.523431e-11
v	0.28268012	0.7081259	0.009179622	1.0991022e-05	3.0134734e-06	4.0623385e-07	1.0608209e-08	8.559337e-09	5.4667035e-09
ù	0.2196118	0.6216894	0.15654428	0.0021384833	1.5581887e-05	3.8796503e-07	6.354076e-08	3.3429767e-08	4.081407e-10
d	0.19044083	0.7311603	0.07661316	0.0017159545	6.50329e-05	4.2892866e-06	1.522999e-07	7.056262e-08	1.6166909e-07
i	0.06599785	0.28373837	0.6375214	0.0124622965	0.00027953146	3.90275e-07	1.2949523e-07	7.3958977e-09	1.2866295e-09
e	0.12319545	0.18224563	0.6892755	0.0051111835	0.00017058493	1.6740105e-06	3.6091823e-08	9.679342e-09	9.822304e-09
e	0.07551266	0.02543212	0.49258852	0.40149954	0.004937596	1.5162587e-05	1.36284e-05	7.1722474e-07	6.127062e-08
t	0.10850598	0.029336011	0.27041847	0.56801736	0.023440082	6.229989e-05	0.0002151434	3.6184779e-06	9.920739e-07
o	0.05208363	0.03994932	0.10477637	0.6875795	0.095485315	0.019612238	0.00021790256	0.0002808832	1.4862505e-05
n	0.081195585	0.080737114	0.22850531	0.5042886	0.103175186	0.0020211404	4.0869978e-05	4.8695383e-06	3.13022e-05
è	0.04341135	0.008171962	0.12117099	0.57965547	0.22388974	0.010992367	0.0125476625	9.652216e-05	6.3920335e-05
g	0.05106394	0.052921284	0.10955136	0.45997044	0.3091438	0.01403593	0.0031952963	1.4772005e-05	0.000103181235
r	0.03169671	0.032411367	0.0635863	0.3119653	0.42402613	0.1354353	0.00045853292	0.0003202341	0.00010018016
a	0.021271316	0.004141342	0.015904667	0.21858408	0.21175423	0.52723944	0.0003252589	0.0007640367	1.5557442e-05
t	0.028030105	0.028336763	0.034648757	0.09004375	0.26865697	0.2856485	0.1925418	0.06650432	0.0055890265
s	0.027775872	0.021516325	0.030037597	0.13970418	0.27391845	0.48198465	0.004263508	0.018579105	0.0022202956
e	0.03716991	0.01607286	0.0101490095	0.05714245	0.06207915	0.81118673	0.0009788461	0.0042513236	0.0009696558
è	0.033167496	0.03316896	0.03476942	0.046603892	0.09920496	0.22666977	0.24867848	0.2528271	0.024909895
n	0.021993998	0.022091875	0.024105279	0.040890433	0.115831956	0.24961586	0.3950683	0.11367306	0.016729292
a	0.048495602	0.047782883	0.0494696	0.052319247	0.081546284	0.21766913	0.37295598	0.12573276	0.0040284777
p	0.03145223	0.030499063	0.031803075	0.033259332	0.038965054	0.06095645	0.19373515	0.5230598	0.056269873
o	0.066589646	0.050636012	0.038825337	0.087542325	0.08858465	0.47502908	0.02729449	0.10789895	0.05759952
è	0.018353647	0.018168656	0.01870596	0.020538993	0.028337384	0.06282119	0.20030075	0.4168948	0.2158786
t	0.01783288	0.01785191	0.018212538	0.02100797	0.033380985	0.08692814	0.25847417	0.42020813	0.12610333
a	0.021869311	0.020430056	0.02267323	0.024533534	0.03090837	0.06105369	0.11735251	0.39951485	0.30166444
</S>	0.024565604	0.024449794	0.02467839	0.025087796	0.026692012	0.033158485	0.068954214	0.35068318	0.42173052
