 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.99963236	0.00019279905	0.00017247422	2.3846449e-06	2.027355e-08	3.3670358e-09	2.2288222e-09	1.8847808e-09	1.9004187e-09	3.6918835e-09	2.104294e-09
t	0.920008	0.078245506	0.0017222994	1.0269446e-05	6.201906e-06	4.8686334e-06	2.5113038e-06	1.1651874e-07	5.8791194e-08	1.4607653e-08	6.3470273e-09
t	0.5439707	0.23923387	0.19988249	0.016731214	0.00017891751	1.9393735e-06	8.633472e-07	1.0825062e-08	9.973656e-09	2.2500974e-09	1.4581736e-10
ù	0.9929549	0.004622524	0.0022658752	0.00015305528	3.6459105e-06	4.086116e-08	7.566199e-09	8.0401297e-10	1.7795895e-10	1.4231816e-10	5.802772e-11
a	0.78446877	0.21197037	0.0035069762	5.168054e-05	1.114589e-06	9.8119e-07	6.5519465e-08	1.1544684e-08	4.9780993e-09	4.9052793e-09	5.3507204e-10
n	0.05674059	0.8953037	0.0465409	0.0014143285	4.5795272e-07	1.526528e-08	7.749975e-10	2.4820587e-10	1.9600727e-10	7.9493323e-10	3.847704e-11
k	0.09660986	0.63831526	0.20164524	0.06124781	0.0021787658	2.9476716e-06	7.633467e-08	1.3070491e-09	8.217303e-10	6.29003e-09	8.338349e-11
ò	0.88507	0.038181167	0.059745915	0.015928343	0.0010519746	1.2892074e-05	9.083268e-06	4.222748e-07	5.199895e-08	5.1912536e-08	3.4851482e-09
r	0.05681778	0.43955448	0.4132737	0.08850989	0.0018210114	1.90083e-05	3.5238695e-06	4.6910196e-07	1.2329035e-07	1.0831516e-08	2.603037e-09
a	0.047654826	0.419457	0.27585876	0.25334278	0.0029740832	0.0006979884	1.4370087e-05	1.1863289e-07	8.212896e-09	3.115635e-09	1.0183436e-09
s	0.036733247	0.11973032	0.3733232	0.46478975	0.00542201	1.2923277e-06	1.5910896e-07	1.2932376e-08	2.3262174e-09	1.3739206e-09	2.3554887e-09
t	0.035217814	0.13051109	0.22171433	0.5107082	0.06856651	0.033005726	0.0002669151	9.1497795e-06	7.772852e-08	1.360814e-07	2.4272944e-09
è	0.33422902	0.14548676	0.23887292	0.2710029	0.005045766	0.005326236	2.7223019e-05	2.718212e-06	6.2931604e-06	2.477709e-08	2.2286073e-07
o	0.037094742	0.07945549	0.24617161	0.5154087	0.12050212	0.001223593	0.00014117491	2.244483e-06	2.4015907e-07	5.466902e-08	2.3800713e-09
n	0.022979742	0.055226315	0.20691805	0.4245942	0.2844907	0.0043845573	0.001405208	6.243177e-07	1.2943462e-07	5.7619644e-07	5.214166e-09
