 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.9421132	0.05751344	0.0001456147	1.8668654e-05	7.494079e-05	9.3519344e-07	0.00013179905	1.4783502e-06	2.60778e-08	2.7275558e-08
p	0.4786992	0.5212924	3.0537321e-06	9.549942e-07	8.8780155e-07	2.1560435e-07	3.0704477e-06	2.1243385e-07	1.0516844e-08	4.0394137e-09
è	0.23996256	0.6352652	0.12395036	0.00051536673	0.00023931172	2.023312e-07	6.683055e-05	1.6858681e-07	2.3806665e-10	2.2227813e-11
n	0.20187251	0.7976833	0.00044266524	8.031463e-07	4.864444e-07	6.573227e-08	1.2750071e-07	2.454531e-08	3.5316248e-09	4.3208845e-09
s	0.22419305	0.7668465	0.008845578	9.8702316e-05	1.2654902e-05	8.314759e-08	3.3032313e-06	7.561121e-08	1.468223e-10	1.13082755e-11
e	0.5247908	0.4749692	0.00022706533	6.3350913e-06	6.1162955e-06	8.0767286e-08	3.3365873e-07	1.3540514e-08	7.452647e-10	2.7166672e-11
t	0.14203823	0.6106461	0.24630317	0.0009334633	7.558111e-05	6.555375e-07	2.7470987e-06	2.998124e-08	6.955314e-10	1.122085e-09
s	0.1352559	0.575828	0.27675405	0.0067227115	0.0042711804	0.0009132665	0.00020702946	4.7934936e-05	4.2148316e-09	2.5547257e-11
e	0.22822739	0.5781719	0.18344113	0.00054438965	0.005912676	4.383926e-05	0.0036053956	5.327217e-05	1.859422e-08	1.3517581e-09
k	0.07746017	0.14474888	0.7498022	0.025870677	0.0019411937	5.7181747e-05	0.000116767624	2.926551e-06	4.5847504e-09	1.5051034e-08
a	0.104073	0.26384413	0.38225892	0.08641289	0.13509336	0.018388318	0.009757054	0.00017216265	1.601588e-07	3.6080552e-10
o	0.055241864	0.074530825	0.47465912	0.33590648	0.049640737	0.0016666099	0.00822021	0.00013408199	5.4747844e-08	2.8841695e-08
l	0.040297315	0.054956235	0.33297306	0.49069938	0.07009998	0.0065652183	0.004231327	0.00017752803	6.586665e-09	5.1713357e-08
à	0.04476824	0.05241875	0.1410805	0.095690854	0.5321748	0.100272454	0.03340083	0.0001606618	3.2672753e-05	2.6630838e-07
d	0.036881033	0.041814767	0.15997353	0.3379217	0.35332066	0.045600962	0.02094602	0.0035307826	9.376423e-06	1.2168032e-06
r	0.015754139	0.023622824	0.17741309	0.24085356	0.16837011	0.10894919	0.26396504	0.0010690705	1.9939198e-06	1.0455052e-06
o	0.036178634	0.023260122	0.12838933	0.35059	0.30672088	0.04008449	0.11443532	0.00034072812	1.0514097e-07	2.7322594e-07
m	0.026152823	0.027061014	0.045829233	0.10344747	0.3838013	0.22326721	0.1734154	0.01698909	3.489402e-05	1.6291956e-06
b	0.02087837	0.022106025	0.045896094	0.098315	0.36095944	0.2644009	0.18691643	0.00016401746	0.00033711072	2.6543186e-05
ì	0.0030792272	0.01178612	0.013116486	0.098946035	0.29491237	0.20865022	0.36873198	0.0007757424	5.076179e-07	1.3121181e-06
k	0.04194156	0.04236588	0.050551284	0.074961744	0.3147471	0.23602189	0.15183131	0.083030686	0.0041981707	0.0003503644
e	0.029559087	0.03033894	0.041487012	0.063885234	0.28501308	0.22782661	0.3213885	0.00036421805	0.00012004658	1.7273276e-05
à	0.07054976	0.07120254	0.07404638	0.082486935	0.16815354	0.13744599	0.20099135	0.18449351	0.007200164	0.0034298643
t	0.035131916	0.03533131	0.0393358	0.050894435	0.17330945	0.13290508	0.10619993	0.26844454	0.15691908	0.0015284921
t	0.048306994	0.048780534	0.055493876	0.070203304	0.24390928	0.19616343	0.314882	0.006978668	0.008381686	0.006900185
i	0.0055454	0.008844773	0.014819348	0.0038441198	0.04640188	0.031495307	0.88793314	0.0007817787	8.076238e-05	0.0002535613
f	0.041998584	0.043071184	0.042842228	0.044431087	0.053908743	0.051053636	0.05759759	0.19080576	0.20901306	0.2652781
i	0.06443267	0.0668037	0.07548707	0.06483654	0.13453227	0.12049885	0.20990804	0.029451352	0.105300814	0.12874863
n	0.028677879	0.029016547	0.0291023	0.029784175	0.035347022	0.033902463	0.037672788	0.12858263	0.27849722	0.36941698
è	0.023671435	0.024314608	0.024456486	0.026006676	0.03825989	0.03513417	0.042140793	0.18956557	0.5028469	0.09360349
s	0.019432986	0.01944678	0.01972841	0.02049703	0.02778096	0.025786432	0.029974235	0.14083646	0.4254091	0.27110758
t	0.019889545	0.019949786	0.02053362	0.021329379	0.03234516	0.02997355	0.037591923	0.11887827	0.34366408	0.35584468
r	0.016370673	0.026952075	0.050317474	0.016855706	0.03081454	0.14980774	0.59221184	0.03444331	0.07634719	0.0058794594
a	0.029994112	0.076554686	0.04344723	0.078654885	0.115410894	0.10609073	0.08415691	0.20523109	0.23690283	0.02355659
</S>	0.020403014	0.020638827	0.020552998	0.02084887	0.022221666	0.021843497	0.022719985	0.047841292	0.34756613	0.45536375
