 	è	che	è	entrato	da	qui	</S>
è	0.98951495	0.005312059	0.0002894094	0.0047757607	9.597029e-05	9.387466e-06	2.4644542e-06
n	0.94200146	0.056834355	0.0010702774	9.329732e-05	5.504474e-07	2.5056389e-08	3.7806213e-08
a	0.26333737	0.19849135	0.3894102	0.14808697	0.00067184976	2.2291008e-06	6.739998e-08
m	0.14618625	0.4809505	0.35914946	0.013708477	5.2556334e-06	2.4673437e-09	3.5990753e-09
b	0.06125065	0.30291805	0.18805023	0.44145122	0.0052333414	0.0010754603	2.1097174e-05
ì	0.0015347954	0.009949023	0.03250136	0.9558839	0.0001296414	1.1079883e-06	1.2454626e-07
k	0.052839063	0.12544802	0.4870124	0.3036964	0.030989436	1.1521679e-05	3.3003364e-06
e	0.12019188	0.044175595	0.08379244	0.75054437	0.0010047086	0.00029058804	4.2421001e-07
a	0.1235321	0.12901604	0.1499314	0.1925501	0.404349	0.0005545739	6.6856046e-05
p	0.04672714	0.04737913	0.051994275	0.051296078	0.23879652	0.552741	0.011065863
ò	0.07897053	0.24951951	0.119498834	0.36032572	0.009955325	0.17707762	0.004652494
t	0.019814033	0.020288425	0.023597734	0.030607853	0.19210568	0.43868077	0.27490547
t	0.031279538	0.030955521	0.033442974	0.0405921	0.1370931	0.5593717	0.16726509
u	0.034652084	0.07969058	0.03880627	0.44676644	0.13804682	0.25505984	0.00697799
</S>	0.030181486	0.03036543	0.030845499	0.031641267	0.048228856	0.31828666	0.51045084
