 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.9288889	0.0647944	0.006245678	6.5669934e-05	4.2927463e-06	1.8967182e-07	5.7138885e-07	2.2754998e-07
n	0.9270858	0.0728288	8.537928e-05	1.1403537e-09	2.854636e-10	2.5581032e-10	2.956644e-10	2.715799e-10
k	0.3003203	0.6543663	0.037385914	0.007733454	0.00018773592	5.449192e-06	7.3491026e-07	1.0220513e-08
ò	0.11440984	0.8778252	0.0021884204	0.005208576	0.00028169056	8.461055e-05	1.5979941e-06	5.5990275e-09
r	0.19998208	0.3472887	0.4480036	0.0047197123	5.576592e-06	1.3696288e-07	5.4204474e-08	2.230611e-07
a	0.31943944	0.60519695	0.07379024	0.0014867885	7.305298e-05	1.3434339e-05	7.965072e-08	5.3904504e-08
s	0.14894617	0.36199254	0.48299244	0.0060365675	3.1746873e-05	4.579011e-07	6.4087096e-09	1.3492504e-08
t	0.19688307	0.38471684	0.2765098	0.1380127	0.002692199	0.0011662315	1.8470957e-05	6.9703805e-07
e	0.09369429	0.58762735	0.29661438	0.021853214	7.181909e-05	4.7537837e-05	6.358464e-05	2.7780614e-05
m	0.106014036	0.14521655	0.6041778	0.13911083	0.0036627464	0.0018151512	9.2162463e-07	2.054442e-06
a	0.15266798	0.17803894	0.26681256	0.34379753	0.029376162	0.014610269	0.0142106945	0.00048587893
r	0.05374949	0.0661222	0.2557052	0.552953	0.056614295	0.014724865	2.8231705e-05	0.000102733415
è	0.025136538	0.03593348	0.17149763	0.38941014	0.16210158	0.048812218	0.101882376	0.065226085
o	0.024610845	0.028758468	0.088764705	0.35836276	0.37046012	0.12779729	0.00075686804	0.0004889728
c	0.018226333	0.020728122	0.059178002	0.2600214	0.38275522	0.25153652	0.00482969	0.0027246985
e	0.03707743	0.03876177	0.040742412	0.20897354	0.41375983	0.19384131	0.05415749	0.012686168
e	0.02978667	0.030260455	0.038464975	0.11503108	0.42841482	0.31306407	0.03970633	0.00527162
n	0.044650245	0.0450429	0.050300233	0.09574992	0.3636481	0.3394521	0.0451945	0.015962059
ì	0.059440125	0.054488845	0.056621317	0.15584393	0.34941176	0.1546486	0.14169542	0.027849976
n	0.024622122	0.024926202	0.029198475	0.067686275	0.2820735	0.37700105	0.15529495	0.03919737
e	0.037447687	0.037671596	0.039957058	0.07168617	0.2613272	0.3466865	0.16025148	0.04497225
p	0.08711617	0.086838655	0.0873875	0.095004104	0.1434774	0.19543521	0.15083708	0.15390386
r	0.037854444	0.018925052	0.0054285764	0.017034058	0.0083647035	0.007912344	0.8560267	0.048454184
ò	0.001014016	0.0073477887	0.0009696182	0.0042252406	0.008280982	0.014549593	0.9580806	0.0055320174
n	0.01656046	0.016694957	0.018449033	0.033602897	0.137409	0.21142948	0.21503444	0.3508198
t	0.06579031	0.07452984	0.010975673	0.02781698	0.06437198	0.09167061	0.5115427	0.15330191
o	0.009562102	0.03440349	0.0045218295	0.010965295	0.0064256457	0.007965516	0.9022473	0.023908785
</S>	0.032082837	0.033218183	0.033319864	0.03445207	0.04191343	0.050117068	0.16299522	0.61190134
