 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.9992318	0.00074003043	1.0675133e-05	1.7423894e-05	5.0726197e-08	1.0702069e-08	6.951627e-09	6.3600245e-09	6.2608603e-09	6.068963e-09	7.287007e-09	6.037029e-09	6.3893633e-09	6.1389094e-09	6.179262e-09	6.1366268e-09	6.264479e-09	6.2096617e-09	6.1383005e-09	6.13321e-09
v	0.97504675	0.024728116	0.00022028238	4.036637e-06	5.248932e-07	5.44405e-08	3.310054e-08	2.1707866e-08	2.0380092e-08	1.7942094e-08	2.1055081e-08	2.0036634e-08	1.7420453e-08	1.8012695e-08	1.492505e-08	1.0533903e-08	1.8136943e-08	1.640328e-08	2.810738e-09	1.5212764e-09
ò	0.8782762	0.11835284	0.0027630678	0.000607741	1.4503951e-07	1.5301126e-08	4.919029e-09	1.0785371e-09	3.9014522e-10	8.007535e-10	4.6177998e-10	5.2979904e-10	2.954845e-10	2.026202e-10	1.3347953e-10	2.7495156e-10	1.7668804e-10	1.4731223e-10	2.3022178e-11	1.2999111e-11
d	0.29890513	0.69938797	0.0017040024	2.7871788e-06	3.9197413e-08	2.389814e-08	2.762178e-08	2.4819393e-08	2.0733305e-08	1.4985763e-09	1.5166437e-08	1.4508583e-09	8.5463405e-09	2.9414773e-09	4.9083497e-09	1.5753185e-09	5.210518e-10	1.1125179e-09	1.1794046e-09	2.8259908e-10
ò	0.27444264	0.6634848	0.06189732	0.00017525813	4.2108883e-08	2.9520055e-09	1.8043561e-09	6.386888e-10	4.759041e-10	2.7066388e-10	1.6139222e-10	4.8614557e-10	4.8422716e-10	3.017096e-10	1.5645654e-10	1.2034095e-10	9.3714654e-11	7.872202e-11	4.9237052e-11	4.2823505e-12
p	0.21883081	0.7444682	0.03654742	0.00015330937	1.4913975e-07	2.8868168e-08	4.965693e-08	3.1735006e-08	1.8098175e-08	2.1067164e-09	1.3332037e-08	2.0831497e-09	4.357818e-09	2.2700704e-09	2.4158784e-09	2.007507e-09	4.5536092e-10	5.557818e-10	1.1462148e-09	1.230701e-10
o	0.14264822	0.6391275	0.2168564	0.0013675342	3.2737802e-07	2.339084e-08	1.3117268e-08	4.542916e-10	2.686716e-10	1.7306291e-10	1.6553829e-10	1.9574276e-10	2.7830632e-10	1.095108e-10	8.301908e-11	3.981825e-11	1.0010441e-10	8.134893e-11	1.3845726e-11	1.6294248e-12
j	0.19548835	0.5816858	0.22124301	0.0015826244	1.8453268e-07	1.1071748e-08	2.1720682e-08	3.1061482e-09	1.3606404e-09	3.6117753e-09	6.315689e-10	2.6925808e-09	1.3777613e-09	8.789899e-10	5.898311e-10	2.7543734e-09	4.533187e-10	4.464226e-10	7.2191847e-10	3.90263e-10
u	0.18835011	0.41239315	0.24571635	0.15338269	0.00014387778	1.1156973e-05	2.6106586e-06	5.957644e-09	1.938448e-09	1.708405e-09	3.2313152e-09	6.3654226e-10	1.7825627e-09	2.6928898e-10	1.9195212e-10	1.9807894e-10	1.8054568e-10	1.0747676e-10	3.882407e-11	3.580707e-12
r	0.0844684	0.16344562	0.6364101	0.11562864	4.4505974e-05	7.337472e-07	2.0050265e-06	1.1065292e-08	2.1721298e-09	2.0087692e-09	1.6366445e-09	1.135616e-09	7.3653217e-10	3.7333395e-10	3.0572272e-10	1.1229125e-09	2.32879e-10	2.8211272e-10	3.0180902e-10	2.1703067e-10
