 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.99474806	0.0043981643	0.0008198579	3.376036e-05	8.501849e-08	2.9225276e-08	5.6239045e-08	2.5695567e-08	2.748421e-08
d	0.9415771	0.058058564	0.00036351985	6.674119e-07	1.2315398e-07	1.4492698e-08	1.2930037e-08	7.85174e-10	8.25164e-10
ì	0.76814085	0.19028215	0.041556563	2.0324434e-05	2.251506e-07	4.300247e-10	1.3024778e-09	1.5987691e-09	4.621718e-10
s	0.6180388	0.36548367	0.01647583	1.5413357e-06	4.1457177e-08	6.129475e-08	2.3850122e-08	2.048302e-08	1.6167954e-09
o	0.2636434	0.6981761	0.037869338	0.00031112865	1.09156545e-07	4.451109e-09	1.7406009e-09	2.3273727e-10	6.708858e-11
n	0.09020124	0.8603187	0.04944324	3.671228e-05	8.769827e-08	1.151756e-08	4.324254e-09	3.3649135e-09	9.707507e-10
t	0.19755456	0.58222437	0.18046598	0.03968028	7.479245e-05	7.2820555e-08	9.834e-09	1.3366365e-09	1.4266895e-10
a	0.4258009	0.40970683	0.15314849	0.0112813115	5.912477e-05	1.2473861e-06	2.1062624e-06	8.8409475e-09	1.5963478e-09
t	0.053511117	0.1604321	0.6811243	0.10479175	0.00014014066	3.321187e-07	1.2918238e-07	5.9741985e-09	2.9552308e-10
i	0.045823086	0.16724192	0.4851512	0.27703506	0.02362859	0.001112115	7.698582e-06	2.990931e-07	1.9822688e-09
k	0.044074953	0.0883511	0.4990118	0.36799482	0.00056455645	2.5205557e-06	1.2878581e-07	1.8989732e-08	3.334975e-09
i	0.11900654	0.1949668	0.31447622	0.3017153	0.05245379	0.016916204	0.00044527894	1.9524912e-05	2.9368084e-07
a	0.04016932	0.05726312	0.280448	0.5933561	0.028683072	7.90331e-05	1.3344705e-06	4.1787736e-08	2.0832736e-08
t	0.053893503	0.06568962	0.22040965	0.63448495	0.023941534	0.0015504616	2.9888026e-05	3.0810872e-07	6.502467e-08
è	0.05853717	0.09781644	0.16543671	0.48626703	0.09720967	0.08771113	0.006627041	0.00038228204	1.2482105e-05
r	0.044644784	0.04845503	0.09807306	0.35230592	0.45395878	0.0025234572	3.752816e-05	1.9599031e-07	1.1778948e-06
a	0.024227424	0.032534324	0.14481273	0.40530592	0.3757779	0.015792893	0.001544592	3.7037375e-06	5.129071e-07
t	0.06982782	0.07179888	0.09455314	0.23011169	0.5116848	0.016854996	0.005143465	4.6429454e-06	2.0565816e-05
i	0.028645962	0.038421866	0.06304002	0.20813304	0.37330654	0.2520367	0.03576118	0.00063288823	2.1813352e-05
n	0.092493616	0.09436971	0.10200266	0.14314067	0.45766416	0.052763715	0.056749552	5.6193025e-05	0.000759657
ì	0.033215057	0.0339741	0.041615013	0.08862442	0.39368686	0.2612419	0.14675333	0.00081874337	7.062426e-05
c	0.0574454	0.05809621	0.06552267	0.108354166	0.5077689	0.1576147	0.04199051	0.00022511113	0.0029822893
h	0.06330615	0.06389756	0.06978936	0.103810504	0.37914756	0.16840495	0.15083359	0.00067653815	0.00013376486
a	0.011330711	0.047680277	0.06018997	0.09411018	0.038035035	0.13905317	0.6073187	1.0335642e-05	0.0022715363
p	0.027597021	0.027737265	0.0290062	0.035893653	0.11315566	0.18006149	0.45114306	0.08684528	0.04856038
à	0.029421886	0.041073874	0.042168517	0.050890405	0.069748744	0.15558584	0.58507484	0.002331302	0.023704546
r	0.02354588	0.023614489	0.02437473	0.02845636	0.07415371	0.122648746	0.32908714	0.098944	0.27517498
o	0.026621249	0.029090734	0.03049879	0.03695589	0.10179961	0.1813321	0.49408194	0.025629118	0.073990546
n	0.02583404	0.025927672	0.026088795	0.02690101	0.034790564	0.042934727	0.13348803	0.31557423	0.36846095
t	0.04625731	0.04648316	0.04677959	0.050566137	0.08653787	0.12593415	0.43422502	0.105405755	0.05781102
a	0.08514348	0.12594032	0.099088944	0.1464328	0.045669917	0.02802927	0.26537898	0.0046477574	0.19966856
s	0.020246709	0.020313889	0.020395324	0.020788573	0.0245563	0.028630171	0.07303935	0.36501226	0.42701742
t	0.031728383	0.04485596	0.046466503	0.047357533	0.039014015	0.061149374	0.21573344	0.24063244	0.2730624
i	0.14939944	0.111294776	0.053582564	0.1355385	0.06999711	0.005997338	0.030744277	0.0007724086	0.4426736
n	0.024561536	0.024648521	0.024701009	0.024955213	0.027251933	0.029469555	0.05468164	0.28184605	0.50788456
a	0.049227517	0.049838968	0.04978873	0.051679578	0.06627572	0.08103388	0.23237501	0.3305387	0.08924186
g	0.027165506	0.027212555	0.027251944	0.027431672	0.029011669	0.030079799	0.04668023	0.4142971	0.37086952
l	0.024943028	0.03386712	0.03376588	0.035254784	0.018891184	0.027319968	0.06963389	0.09804997	0.6582742
i	0.13499136	0.097562484	0.0327697	0.17029078	0.08529291	0.0013980095	0.003541992	0.00078508037	0.47336766
s	0.018043347	0.018057643	0.018132387	0.018523589	0.022323165	0.026379	0.07055381	0.35190177	0.45608523
ì	0.054066524	0.15755083	0.15309544	0.17965353	0.05414992	0.043399878	0.039905414	0.0021634381	0.3160151
a	0.040464822	0.040440634	0.04044594	0.040810898	0.043880742	0.046902508	0.07851888	0.49893403	0.1696015
</S>	0.022423524	0.022430304	0.022454277	0.022578407	0.023742981	0.02491176	0.03709797	0.30738777	0.516973
