 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a	0.74178654	0.2574567	0.00042055195	0.00014592767	8.4084764e-05	6.967734e-05	3.441954e-05	1.415814e-06	1.6633221e-07	2.5093053e-07	1.0940014e-07	1.0131454e-07	1.05915e-07
n	0.6020805	0.3978465	7.293287e-05	8.2961e-08	2.4329958e-09	1.2989348e-09	1.3627659e-09	1.2264688e-09	1.2327518e-09	1.3172026e-09	1.2000497e-09	1.183917e-09	1.006903e-09
ì	0.2987499	0.41560557	0.27387652	0.01098111	0.0007014708	6.877186e-05	1.661041e-05	6.306638e-08	3.1582623e-10	1.1404496e-08	7.450951e-11	2.9422831e-12	1.8935237e-12
c	0.059952453	0.10704899	0.5599748	0.27113587	0.0018854142	1.7796518e-06	6.526271e-07	2.4493234e-08	2.3141289e-09	8.144879e-09	2.212297e-09	2.4562916e-10	7.631547e-11
h	0.26430452	0.4756154	0.16165562	0.097061284	0.0013555981	2.4096357e-06	5.172279e-06	1.0780567e-08	7.5832346e-10	1.2455799e-09	1.4521662e-10	7.107771e-11	3.3326734e-11
e	0.48339358	0.51026785	0.0054863775	0.00070339104	0.00013744253	1.105941e-05	1.7632365e-07	3.5146697e-09	1.7142121e-11	8.3029535e-11	1.6299106e-11	8.197019e-12	2.7404674e-12
n	0.10188402	0.25299826	0.37861905	0.25482464	0.011669521	2.5414683e-06	1.9440713e-06	1.1691685e-08	1.291904e-09	3.8413415e-09	1.5538483e-10	1.636424e-10	1.3677948e-10
d	0.053846143	0.109057724	0.37507182	0.43205166	0.029840577	2.6617396e-05	0.00010529613	1.0773882e-07	2.677828e-09	2.7223658e-08	1.789549e-10	7.360039e-12	3.75102e-11
i	0.50849515	0.34762976	0.07486409	0.06100698	0.0075485534	0.00044445667	1.0595467e-05	3.5472146e-07	5.550023e-09	6.737278e-08	4.113689e-08	8.176706e-09	1.754337e-10
s	0.027784064	0.045137573	0.24140057	0.40659845	0.27848956	0.00027518644	0.0003130734	1.3969363e-06	1.4154236e-08	4.307679e-08	3.0239963e-10	2.902851e-10	1.8617018e-10
ò	0.043006256	0.069468476	0.15725732	0.57551926	0.13282323	0.008808089	0.0130117545	8.698746e-05	4.498693e-06	1.3087206e-05	9.997004e-07	1.4292753e-09	1.2304584e-10
n	0.0439926	0.0537208	0.22072685	0.5174736	0.16050285	0.0020957878	0.001448694	3.6934158e-05	1.100612e-06	7.11729e-07	6.105121e-08	2.3129383e-09	5.851843e-09
t	0.028725334	0.038915806	0.11171837	0.3285525	0.44759557	0.026767481	0.017669456	5.5111504e-05	1.8464371e-07	1.4295236e-07	9.9500276e-11	2.1213824e-11	2.2506361e-11
a	0.4972846	0.12724191	0.015149847	0.08814679	0.23777255	0.030826692	0.0030563842	0.0004666244	1.50779315e-05	3.88263e-05	6.8654384e-07	1.1103432e-07	2.0075406e-09
o	0.043459665	0.045318794	0.070461005	0.19807193	0.5495601	0.06331764	0.029708095	0.00010149793	6.6166683e-07	5.993257e-07	1.4824712e-08	1.7530954e-09	5.1921054e-09
a	0.04198216	0.042930022	0.05622538	0.11928567	0.38508767	0.23268351	0.119635664	0.002116266	5.015779e-05	3.414895e-06	9.119531e-09	2.9622468e-10	4.9343813e-09
t	0.059473515	0.060026735	0.06696385	0.10350442	0.2821392	0.26392412	0.14866896	0.014973721	0.0003235874	1.8259922e-06	4.222591e-08	1.0316398e-09	6.348288e-09
r	0.08117395	0.07138501	0.00887389	0.0983046	0.31572038	0.24967423	0.115519054	0.057627738	0.0016597216	3.7010817e-05	2.416394e-05	1.8975321e-07	7.373283e-08
e	0.14330702	0.14361063	0.048462994	0.055519875	0.0983363	0.25421327	0.074552834	0.15945004	0.021190722	0.0012418594	0.00011185526	2.1493338e-06	4.4575404e-07
f	0.044164896	0.044445585	0.04718015	0.067963526	0.17830645	0.2802369	0.3048904	0.03101462	0.0017802052	1.0728851e-05	6.1738e-06	2.025402e-07	2.3820296e-07
f	0.018486977	0.018769452	0.013865577	0.066332325	0.2155293	0.25694245	0.19302447	0.1661841	0.048025306	0.0026743826	0.00015808387	7.208668e-06	3.461471e-07
ò	0.0016246983	0.011123513	0.007924135	0.00947997	0.048983935	0.82626325	0.04021268	0.043948587	0.010408174	2.930999e-05	1.6946835e-06	3.6477513e-08	3.3581784e-08
m	0.03858739	0.038937178	0.043975748	0.0651072	0.18342507	0.11154478	0.48547202	0.019109434	0.012402949	0.0013072352	0.000119744	9.373459e-06	1.8498071e-06
m	0.022369351	0.021089675	0.005112168	0.026636427	0.08559963	0.19490479	0.2608558	0.21579787	0.1557275	0.011109662	0.0007806472	1.54714e-05	1.0131698e-06
u	0.017950576	0.0079083815	0.0075675375	0.010516816	0.052733265	0.82330406	0.033596113	0.035796452	0.0040995153	0.0064431685	7.890733e-05	5.8743026e-08	5.1142756e-06
o	0.041012302	0.042356234	0.04290176	0.047821764	0.07206654	0.12699763	0.2402564	0.3261623	0.05273868	0.0070790728	0.00049421325	0.00011185972	1.1428879e-06
n	0.034792233	0.034853335	0.035587367	0.039229855	0.058103107	0.102669686	0.16738765	0.4390056	0.061046332	0.01708178	0.00940863	0.0006939099	0.0001405217
ì	0.04546779	0.045440115	0.042087425	0.048315942	0.062209904	0.08985381	0.10120015	0.4018896	0.09064978	0.06617826	0.0047746054	0.0019038729	2.8631448e-05
c	0.044155367	0.0441673	0.043789495	0.046637513	0.0572248	0.08106669	0.14262187	0.27872413	0.24956475	0.0069771777	0.003921925	0.0008474667	0.00030147727
h	0.041838154	0.041855335	0.04108902	0.044355948	0.05555101	0.08178874	0.14359474	0.32952327	0.13238524	0.078113765	0.009517038	3.210985e-05	0.00035570032
a	0.0695457	0.027415564	0.0026089046	0.0066296803	0.019699229	0.14738289	0.0050336625	0.18169779	0.12102906	0.38134065	0.037069254	2.1506841e-05	0.00052621466
p	0.032172743	0.032743134	0.031817578	0.033239942	0.03574024	0.041149445	0.053650245	0.10564196	0.22567031	0.281048	0.11132658	0.01004326	0.0057565006
à	0.03444454	0.0313314	0.004558777	0.023385208	0.033915184	0.04964576	0.028906023	0.119277656	0.097404785	0.4287679	0.13200498	0.0037107687	0.012647003
r	0.02441953	0.024425374	0.024437455	0.024862584	0.026639167	0.030626988	0.04000447	0.0791949	0.2121252	0.09402792	0.24640016	0.15469052	0.018145775
o	0.017492255	0.016781349	0.0055555184	0.015130155	0.019424155	0.026277585	0.036312755	0.09629557	0.22310849	0.25668702	0.1767901	0.053908557	0.056236453
n	0.033446774	0.034129936	0.033049494	0.03415781	0.03480967	0.036029477	0.038632877	0.049193736	0.08848647	0.144209	0.3104797	0.050102945	0.11327215
t	0.025378361	0.025396409	0.022218507	0.02528127	0.026408525	0.028407369	0.031911884	0.049590174	0.10415588	0.19391152	0.3716331	0.057411343	0.0382957
a	0.13341738	0.018895628	0.0059349514	0.00791766	0.01320735	0.09118706	0.002346352	0.07805524	0.021870436	0.24039993	0.3721064	0.0019674995	0.0126941195
m	0.021165341	0.021328416	0.0201299	0.02127001	0.02161918	0.022190398	0.023289144	0.027998306	0.04655541	0.07147699	0.27072945	0.17986101	0.25238648
e	0.040547308	0.033324253	0.002612137	0.018882766	0.030641848	0.041303772	0.016326867	0.04145866	0.02653333	0.1393792	0.51028407	0.016797218	0.081908554
