 	mia	sorella	quest	anno	che	vienne	studierà	per	medico	</S>
i	0.9984004	0.0015295327	5.6756155e-05	1.2253e-05	8.1498393e-07	1.5442869e-07	3.6280227e-08	2.652577e-08	2.535673e-08	2.4547306e-08
a	0.9738998	0.02605026	3.8074755e-05	1.1435048e-05	3.9156015e-07	5.6978756e-08	3.3468364e-08	1.4111653e-08	1.3389447e-08	3.6526668e-09
d	0.6266688	0.35897276	0.014347269	1.0896632e-05	2.3020502e-07	4.8752554e-08	3.4331469e-09	1.4460947e-09	1.1518919e-09	5.6734434e-10
e	0.16416569	0.6552236	0.17863303	0.0019656408	1.1339049e-05	7.131762e-07	1.1093785e-08	2.0264106e-09	2.951886e-10	5.5042217e-11
r	0.39763007	0.51971245	0.082656525	8.085022e-07	3.5969173e-08	5.892233e-08	5.084882e-09	2.561276e-09	4.801932e-10	4.209736e-10
f	0.18659426	0.7606721	0.050760917	0.0019534072	1.814748e-05	1.1493156e-06	1.2617754e-08	3.4406182e-09	4.452259e-10	7.848219e-11
ì	0.6447652	0.3279489	0.027233096	5.2656425e-05	8.240221e-08	8.24988e-09	2.0860236e-09	3.651209e-10	2.1507023e-09	3.2009968e-11
m	0.25146198	0.66242415	0.08183269	0.004240569	3.9530976e-05	9.655241e-07	1.0997588e-07	7.076611e-08	7.1780883e-09	2.662687e-09
m	0.08429135	0.36175776	0.54915655	0.0046300697	8.5623e-05	7.78005e-05	8.47656e-07	2.8119032e-09	2.9012606e-10	4.350115e-12
u	0.4040256	0.5146713	0.056503348	0.024798008	1.554432e-06	7.1617215e-08	9.442075e-08	7.0304687e-09	4.7057855e-09	1.14441956e-10
f	0.07641379	0.17840384	0.7420314	0.0029702436	0.00017771723	2.9809016e-06	2.8469987e-08	7.4327913e-09	3.6409133e-09	2.7375648e-09
è	0.068977006	0.2055258	0.5339368	0.18779874	0.0034845932	0.00023717318	3.961011e-05	3.2715337e-07	4.225406e-09	1.00581704e-11
t	0.09450406	0.16738115	0.70686674	0.026201297	0.004933191	0.00010649292	6.17128e-06	7.781987e-07	6.104357e-08	1.4175741e-07
i	0.04276735	0.14693113	0.6035572	0.15866429	0.04739343	0.00066967483	1.6637981e-05	2.6556907e-07	3.5486657e-08	3.081908e-10
p	0.12415183	0.14402393	0.4477816	0.25001875	0.027179148	0.006825962	1.8424422e-05	3.4644302e-07	1.26391555e-08	2.7315082e-08
ò	0.04302811	0.058616508	0.16454841	0.6233441	0.10621305	0.0039063473	0.00033828453	4.998701e-06	1.6392906e-07	1.4380743e-09
